계약연월,매매가격지수,시군구,매매가격,전세가격지수,소비자물가지수-총지수,PIR,PIR_소득,PIR_처분가능소득,소득,처분가능소득,구별 인구이동수,부동산 정책 시행,지하철,백화점,아파트브랜드,혼인건수,미분양주택현황(호),스타벅스 수,dfg,도시지역면적 (㎡),주거지역면적 (㎡),상업지역면적 (㎡),공업지역면적 (㎡),녹지지역면적 (㎡)
201601,81.3,동대문구,41119.63511,92.6,96.185,26,21.00555501,25.96291842,385.8,312.1,-58,0,10,1,4,1796,0,,동대문구201601,14626119,13393810,847990,0,384319
201602,81.5,동대문구,39859.6371,93.1,99.47,22.2,18.06228915,22.20261791,404.1,328.7,181,0,10,1,4,1796,96,,동대문구201601,14626119,13393810,847990,0,384319
201603,81.6,동대문구,41313.22111,93.4,103.28,21.8,17.90750974,21.83615179,430.2,352.8,-10,0,10,1,4,1796,64,,동대문구201601,14626119,13393810,847990,0,384319
201604,81.7,동대문구,42670.76957,93.8,74.728,23.6,18.70045872,23.64187949,476.3,376.7,-233,0,10,1,4,1796,10,,동대문구201601,14626119,13393810,847990,0,384319
201605,81.9,동대문구,41124.06262,94.2,79.626,21.6,17.93518101,21.63425029,286.3,237.4,-400,0,10,1,4,1796,0,,동대문구201601,14626119,13393810,847990,0,384319
201606,82.2,동대문구,41484.10135,94.4,86.106,26.6,21.84643276,26.57444784,313.4,257.7,-483,0,10,1,4,1796,0,,동대문구201601,14626119,13393810,847990,0,384319
201607,82.3,동대문구,42390.06595,94.7,92.039,26.3,21.40337534,26.30950111,347.2,282.5,-429,0,10,1,4,1796,0,,동대문구201601,14626119,13393810,847990,0,384319
201608,82.7,동대문구,42113.69053,95.1,97.069,24.1,19.51909101,24.1418446,389.8,315.1,-308,1,10,1,4,1796,0,,동대문구201601,14626119,13393810,847990,0,384319
201609,83,동대문구,44454.15933,95.6,100.36,20.8,16.97565644,20.76323495,416.3,340.4,-220,0,10,1,4,1796,0,,동대문구201601,14626119,13393810,847990,0,384319
201610,83.6,동대문구,44545.51018,95.9,103.57,20.5,16.69590313,20.53502383,455.5,370.4,-102,0,10,1,4,1796,0,,동대문구201601,14626119,13393810,847990,0,384319
201611,84.2,동대문구,42757.1404,96.3,76.233,24.8,19.241845,24.8061994,474.8,368.3,-214,1,10,1,4,1796,0,,동대문구201601,14626119,13393810,847990,0,384319
201612,84.2,동대문구,44132.77549,96.5,79.861,24.1,19.92609615,24.07180983,281.6,233.1,-392,0,10,1,4,1796,0,,동대문구201601,14626119,13393810,847990,0,384319
201701,84.3,동대문구,44229.2985,96.5,87.355,32.3,26.61393515,32.33698779,307.5,253,-233,0,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201702,84.4,동대문구,44031.72906,96.6,93.842,29.7,24.32438946,29.65848568,345,282.9,188,0,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201703,84.4,동대문구,44384.90276,96.6,97.429,26.1,21.36914095,26.09506432,388.3,318,-78,0,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201704,84.4,동대문구,44738.22093,96.6,100.71,22.7,18.50737584,22.73172202,415.2,338.1,-55,0,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201705,84.6,동대문구,45938.20541,96.6,104.15,22.3,18.07083525,22.26835113,444.5,360.7,-215,0,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201706,84.9,동대문구,45587.02688,96.7,77.362,27.4,21.71022102,27.38062666,460.6,365.2,-239,3,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201707,85.5,동대문구,47020.93888,96.9,81.656,28.8,23.81018326,28.76781031,283.8,234.9,-209,0,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201708,86.4,동대문구,48669.56732,97.5,88.214,31.4,25.74567283,31.38842091,325.6,267,-32,3,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201709,86.6,동대문구,44375.67068,97.7,95.086,29.4,23.90549862,29.37743707,372.8,303.4,-205,2,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201710,87,동대문구,47402.99977,97.7,98.881,26.1,21.30196462,26.08995116,394.2,321.9,-172,2,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201711,87.3,동대문구,47448.29502,98,101.72,22.8,18.4298412,22.77805213,438.8,355,-380,2,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201712,87.6,동대문구,47998.92401,98.2,104.54,23.3,19.08441857,23.32689724,459.3,375.8,-367,1,10,1,4,1657,0,,동대문구201701,14245433,13034193,828159,0,383081
201801,88.2,동대문구,49693.14548,98.3,78.065,27.1,21.23623536,27.11691306,470.4,368.4,-202,2,10,1,4,1747,0,,동대문구201801,14245433,13034193,828159,0,383081
201802,89,동대문구,49157.14656,98.5,82.593,28.4,23.63143791,28.40123354,292.9,243.7,124,0,10,1,4,1747,0,,동대문구201801,14245433,13034193,828159,0,383081
201803,90.3,동대문구,49953.10034,98.9,89.515,28.9,23.7830654,28.86830193,343,282.6,-161,1,10,1,4,1747,0,,동대문구201801,14245433,13034193,828159,0,383081
201804,91.2,동대문구,51385.1746,99.1,95.59,30.5,24.81370084,30.48031749,354.5,288.6,-181,1,10,1,4,1747,0,,동대문구201801,14245433,13034193,828159,0,383081
201805,91.4,동대문구,48573.67232,99.1,98.727,25.8,21.1579357,25.76612989,409.3,336.1,-248,0,10,1,4,1747,0,,동대문구201801,14245433,13034193,828159,0,383081
201806,92,동대문구,52133.28946,99.1,103.07,23.4,18.98408569,23.37677261,451.7,366.8,142,0,10,1,4,1747,0,,동대문구201801,14245433,13034193,828159,0,383081
201807,92.6,동대문구,54662.2063,99,104.91,25.4,20.65834576,25.3827927,434.7,353.8,449,0,10,1,4,1747,0,,동대문구201801,14245433,13034193,828159,0,383081
201808,93.2,동대문구,58200.04479,98.9,78.846,29.7,24.56487805,29.66769306,271,224.4,461,0,10,1,4,1747,0,,동대문구201801,14245433,13034193,828159,0,383081
201809,97.3,동대문구,59280.357,99.4,85.013,28,23.21637982,28.00822555,303.3,251.4,0,0,10,1,4,1747,-,,동대문구201801,14245433,13034193,828159,0,383081
201810,99.3,동대문구,56002.82057,99.7,91.227,29.9,24.52419651,29.9408873,347.8,284.9,-192,0,10,1,4,1747,-,,동대문구201801,14245433,13034193,828159,0,383081
201811,99.9,동대문구,53349.52524,99.9,96.907,28.8,23.61664682,28.82300388,362,296.6,-402,0,10,1,5,1747,0,,동대문구201801,14245433,13034193,828159,0,383081
201812,100,동대문구,50837.29523,100,99.82,24.5,19.79960767,24.48323408,419.3,339.1,-651,0,10,1,5,1747,0,,동대문구201801,14245433,13034193,828159,0,383081
201901,100,동대문구,49448.76068,100,103.78,23.7,19.18438264,23.65180419,441.6,358.2,-311,0,10,1,5,1747,0,,동대문구201901,14245433,13034193,828159,0,383081
201902,100,동대문구,51373.79386,100,75.775,25.5,20.50929355,25.48180979,444.5,357.8,241,0,10,1,5,1747,0,,동대문구201901,14245433,13034193,828159,0,383081
201903,99.9,동대문구,52426.46359,99.8,79.704,28.7,23.67689041,28.67033768,271.7,224.4,-212,0,10,1,5,1747,0,,동대문구201901,14245433,13034193,828159,0,383081
201904,99.8,동대문구,56957.6615,99.2,86.028,25.2,20.848537,25.24692518,303.3,250.5,-136,0,10,1,5,1747,-,,동대문구201901,14245433,13034193,828159,0,383081
201905,99.8,동대문구,52083.71377,98.9,92.94,31.5,25.81954427,31.46791616,337.1,276.6,62,0,10,1,5,1747,-,,동대문구201901,14245433,13034193,828159,0,383081
201906,99.4,동대문구,59404.69557,98.4,97.114,29.2,23.69948236,29.21280369,371.3,301.3,72,0,10,1,6,1747,75,,동대문구201901,14245433,13034193,828159,0,383081
201907,99.7,동대문구,61422.75785,98.5,100.18,24.2,19.6367521,24.23090628,426,345.2,62,0,10,1,6,1747,0,,동대문구201901,14245433,13034193,828159,0,383081
201908,100.1,동대문구,65553.03265,99,104.31,24.5,20.12924546,24.54530338,430.2,352.8,125,0,10,1,6,1747,0,8,동대문구201901,14245433,13034193,828159,0,383081
200701,76.3,동작구,43409.99052,54.2,98.727,22.5,18.40391413,22.51016298,416.3,340.4,-84,1,9,0,1,3355,-,,동작구200701,16350000,15356452,293548,0,700000
200702,76.4,동작구,40094.49393,54.5,101.15,21.8,17.7072567,21.77893196,455.5,370.4,35,0,9,0,1,3355,-,,동작구200701,16350000,15356452,293548,0,700000
200703,76.8,동작구,39786.32279,54.5,104.49,25.8,20.01326912,25.80070386,474.8,368.3,114,0,9,0,1,3355,-,,동작구200701,16350000,15356452,293548,0,700000
200704,76.9,동작구,42836.27324,54.7,77.752,24.6,20.33743045,24.56872406,281.6,233.1,33,0,9,0,1,3355,-,,동작구200701,16350000,15356452,293548,0,700000
200705,77,동작구,42140.32312,54.6,82.515,30.1,24.76634493,30.09209232,307.5,253,-44,0,9,0,1,3355,-,,동작구200701,16350000,15356452,293548,0,700000
200706,77,동작구,45388.03439,54.7,89.154,28.6,23.45415394,28.59741618,345,282.9,-228,0,9,0,1,3355,-,,동작구200701,16350000,15356452,293548,0,700000
200707,77.2,동작구,42311.25399,55.2,95.644,25.1,20.5846341,25.13705872,388.3,318,-236,0,9,0,1,3355,-,,동작구200701,16350000,15356452,293548,0,700000
200708,77.2,동작구,43544.48302,55.2,98.845,22.7,18.47815225,22.69582808,415.2,338.1,-223,0,9,0,1,3355,-,,동작구200701,16350000,15356452,293548,0,700000
200709,77.6,동작구,41121.3705,55.1,103,22.9,18.61832013,22.94300647,444.5,360.7,-397,0,9,0,2,3355,-,,동작구200701,16350000,15356452,293548,0,700000
200710,77.7,동작구,46817.53874,55.3,105.17,27.4,21.70880085,27.37883556,460.6,365.2,-196,0,9,0,2,3355,-,,동작구200701,16350000,15356452,293548,0,700000
200711,77.9,동작구,43758.41275,55.1,78.456,26.3,21.73308073,26.25822477,283.8,234.9,-109,0,9,0,2,3355,-,,동작구200701,16350000,15356452,293548,0,700000
200712,77.8,동작구,47327.77945,55.2,84.466,28.6,23.49736201,28.64734178,325.6,267,-268,0,9,0,2,3355,0,,동작구200701,16350000,15356452,293548,0,700000
200802,78.3,동작구,44502.72657,55.3,96.384,26,21.21085673,25.97836519,394.2,321.9,116,0,9,0,2,3134,335,,동작구200801,16350000,15356452,293548,0,700000
200803,78.5,동작구,44968.77704,55.4,99.63,22.6,18.32219784,22.64501212,438.8,355,208,0,9,0,2,3134,326,,동작구200801,16350000,15356452,293548,0,700000
200804,79.1,동작구,46363.69716,55.6,103.89,23.1,18.87036612,23.06526079,459.3,375.8,-107,0,9,0,2,3134,319,,동작구200801,16350000,15356452,293548,0,700000
200805,79.3,동작구,49219.88026,55.7,75.055,27.1,21.25313908,27.13849771,470.4,368.4,-435,0,9,0,2,3134,599,,동작구200801,16350000,15356452,293548,0,700000
200806,79.7,동작구,48329.068,55.8,79.471,21.7,18.03636183,21.6768411,292.9,243.7,-369,0,9,0,2,3134,596,,동작구200801,16350000,15356452,293548,0,700000
200807,79.8,동작구,45008.53175,55.9,86.184,26.8,22.10247056,26.82836644,343,282.6,-442,0,9,0,2,3134,596,,동작구200801,16350000,15356452,293548,0,700000
200808,79.8,동작구,42453.90476,55.9,92.58,29.5,24.02451756,29.51091123,354.5,288.6,-306,0,9,0,2,3134,596,,동작구200801,16350000,15356452,293548,0,700000
200809,79.9,동작구,48524.40476,55.8,96.925,23.5,19.29662827,23.49943008,409.3,336.1,-276,0,9,0,2,3134,596,,동작구200801,16350000,15356452,293548,0,700000
200810,79.9,동작구,49763.46354,55.8,100.33,21.3,17.26005017,21.25381621,451.7,366.8,-449,0,9,0,2,3134,596,,동작구200801,16350000,15356452,293548,0,700000
200811,79.9,동작구,47164.77273,55.3,104.32,24.5,19.93111053,24.48924288,434.7,353.8,-231,1,9,0,2,3134,596,,동작구200801,16350000,15356452,293548,0,700000
200812,78.7,동작구,43024.41667,53.7,76.821,28.4,23.52004395,28.40581758,271,224.4,-360,0,9,0,2,3134,601,,동작구200801,16350000,15356452,293548,0,700000
200801,78,동작구,44000.28801,55.2,90.416,29,23.59007576,28.98981431,372.8,303.4,151,0,9,0,2,3134,72,,동작구200801,16350000,15356452,293548,0,700000
200902,77,동작구,51730.01935,52.1,87.589,31.5,25.81533644,31.51720297,347.8,284.9,406,0,9,0,2,2923,601,,동작구200901,16350000,15356452,293548,0,700000
200903,76.5,동작구,44224.17317,52.7,94.473,28.5,23.31432799,28.454038,362,296.6,109,0,9,0,2,2923,601,,동작구200901,16350000,15356452,293548,0,700000
200904,76.5,동작구,48841.1883,53,97.574,23.1,18.6530438,23.06544883,419.3,339.1,-64,0,9,0,2,2923,601,,동작구200901,16350000,15356452,293548,0,700000
200905,76.6,동작구,56152.78487,53.1,100.88,22.3,18.09279166,22.30601702,441.6,358.2,-37,0,9,0,2,2923,662,,동작구200901,16350000,15356452,293548,0,700000
200906,76.7,동작구,50049.81355,53.7,105.04,24.6,19.80867834,24.61132913,444.5,357.8,-14,0,9,0,2,2923,662,,동작구200901,16350000,15356452,293548,0,700000
200907,76.8,동작구,49429.08092,54.2,77.675,27.6,22.82903339,27.64366794,271.7,224.4,-352,1,11,0,2,2923,662,,동작구200901,16350000,15356452,293548,0,700000
200908,77.2,동작구,51136.45555,55,81.656,25.7,21.18602823,25.65561649,303.3,250.5,5,0,11,0,2,2923,662,,동작구200901,16350000,15356452,293548,0,700000
200909,78,동작구,52564.42577,56.3,88.057,29.2,23.94744748,29.18627307,337.1,276.6,-266,1,11,0,2,2923,662,,동작구200901,16350000,15356452,293548,0,700000
200910,78,동작구,48785.43878,57.1,95.482,27,21.91916956,27.01832841,371.3,301.3,-374,0,11,0,2,2923,653,,동작구200901,16350000,15356452,293548,0,700000
200911,78,동작구,52134.05303,57.4,98.782,22.5,18.22050807,22.48332215,426,345.2,-222,0,11,0,2,2923,650,,동작구200901,16350000,15356452,293548,0,700000
200912,78,동작구,49679.30556,57.6,101.86,23,18.86136961,22.99927437,430.2,352.8,-552,0,11,0,2,2923,650,,동작구200901,16350000,15356452,293548,0,700000
200901,77.5,동작구,44958.46354,52,80.094,25.9,21.48077736,25.91439587,303.3,251.4,84,0,9,0,2,2923,601,,동작구200901,16350000,15356452,293548,0,700000
201002,78,동작구,52756.59461,58.5,78.221,22.9,18.98846605,22.90477173,286.3,237.4,145,0,11,0,2,2999,650,,동작구201001,16350000,15356452,293548,0,700000
201003,78.1,동작구,51982.86646,59.1,82.827,28.7,23.72754794,28.73175096,321.4,265.5,-15,0,11,0,2,2999,650,,동작구201001,16350000,15356452,293548,0,700000
201004,78.2,동작구,50374.27456,59.4,89.875,28.3,23.23561082,28.33198296,329.6,270.3,75,0,11,0,2,2999,546,,동작구201001,16350000,15356452,293548,0,700000
201005,78.1,동작구,46162.8836,59.7,96.158,24.5,19.8389685,24.53747945,389.8,315.1,-34,0,11,0,2,2999,534,,동작구201001,16350000,15356452,293548,0,700000
201006,78,동작구,47514.75,60.1,98.845,20.3,16.42279597,20.29546404,440.3,356.3,-30,0,11,0,2,2999,513,,동작구201001,16350000,15356452,293548,0,700000
201007,77.9,동작구,48602.22138,60.1,102.98,22.2,18.15804483,22.22346533,430.6,351.9,68,0,11,0,2,2999,481,,동작구201001,16350000,15356452,293548,0,700000
201008,77.9,동작구,47135.09985,60.1,105.21,26.4,20.48863173,26.41353177,474.8,368.3,326,1,11,0,2,2999,473,,동작구201001,16350000,15356452,293548,0,700000
201009,77.7,동작구,49056.0404,60.5,79.08,22.6,18.73166626,22.57250358,290.8,241.3,114,0,11,0,2,2999,461,,동작구201001,16350000,15356452,293548,0,700000
201010,77.7,동작구,53526.58854,61.3,85.403,29.2,24.04692762,29.21797174,307.5,253,-281,0,11,0,2,2999,429,,동작구201001,16350000,15356452,293548,0,700000
201011,77.4,동작구,56264.24004,61.8,91.227,26.9,22.00849174,26.92274593,353.6,289.1,-378,0,11,0,2,2999,412,,동작구201001,16350000,15356452,293548,0,700000
201012,77.4,동작구,48192.44936,62.3,97.177,22.9,18.47732023,22.8580822,412.4,333.3,-246,0,11,0,2,2999,406,,동작구201001,16350000,15356452,293548,0,700000
201001,78,동작구,51751.73256,57.9,105.07,25.4,20.12645153,25.41069865,453.1,358.8,-171,0,11,0,2,2999,650,,동작구201001,16350000,15356452,293548,0,700000
201102,77.7,동작구,48520.76833,64.6,103.52,22.8,18.69028576,22.75873916,431.2,354.1,-4,0,11,0,2,3085,310,,동작구201101,16350000,15356452,293548,0,700000
201103,77.8,동작구,51468.15729,65.6,75.709,26.7,20.69755123,26.65205112,482.6,374.8,-196,1,11,0,2,3085,287,,동작구201101,16350000,15356452,293548,0,700000
201104,77.7,동작구,48742.2752,66,80.173,26.3,21.78548755,26.31532478,292,241.7,155,0,11,0,2,3085,279,,동작구201101,16350000,15356452,293548,0,700000
201105,77.7,동작구,49947.95745,66.3,86.184,28.2,23.20824299,28.23705037,324.9,267,-67,0,11,0,2,3085,273,,동작구201101,16350000,15356452,293548,0,700000
201106,77.7,동작구,46869.75309,66.5,93.03,26.8,21.77652774,26.76114744,372.8,303.4,-120,0,11,0,2,3085,271,,동작구201101,16350000,15356452,293548,0,700000
201107,77.5,동작구,50412.064,66.9,97.465,23.7,19.15320691,23.68025777,414.2,335,-114,0,11,0,2,3085,271,,동작구201101,16350000,15356452,293548,0,700000
201108,77.4,동작구,48222.54235,68.2,100.55,22.1,18.19199653,22.14629456,426.4,350.3,-3,0,11,0,2,3085,271,,동작구201101,16350000,15356452,293548,0,700000
201109,77.3,동작구,46812.61225,70.1,104.55,22.7,18.58790519,22.72000862,459.3,375.8,-159,0,11,0,2,3085,257,,동작구201101,16350000,15356452,293548,0,700000
201110,77.3,동작구,46950.96631,70.5,77.019,27.3,21.34709374,27.25847003,470.4,368.4,-106,0,11,0,2,3085,238,,동작구201101,16350000,15356452,293548,0,700000
201111,77.3,동작구,51435.54247,70.8,80.719,25.4,21.11973161,25.38256165,292.9,243.7,-221,0,11,0,2,3085,223,,동작구201101,16350000,15356452,293548,0,700000
201112,77.2,동작구,53984.03245,70.5,87.589,29.7,24.52042344,29.71590838,328.1,270.7,-90,2,11,0,2,3085,337,,동작구201101,16350000,15356452,293548,0,700000
201101,77.5,동작구,50467.62045,62.8,99.83,21.5,17.5292759,21.53036878,415.2,338.1,94,0,11,0,2,3085,327,,동작구201101,16350000,15356452,293548,0,700000
201202,77.2,동작구,50523.16306,70.7,98.313,22.3,18.29459206,22.27915058,409.3,336.1,380,0,11,0,2,3203,296,,동작구201201,16350000,15356452,293548,0,700000
201203,77.2,동작구,52531.73608,70.9,100.87,21.7,17.71057004,21.71029758,427.1,348.4,61,0,11,0,2,3203,281,,동작구201201,16350000,15356452,293548,0,700000
201204,76.9,동작구,47673.94097,71,105.33,23.3,18.87916887,23.31771792,453.7,367.4,102,0,11,0,2,3203,265,,동작구201201,16350000,15356452,293548,0,700000
201205,76.6,동작구,47929.96776,71.2,78.065,25.2,20.89947609,25.20153503,275.8,228.7,-58,1,11,0,2,3203,248,,동작구201201,16350000,15356452,293548,0,700000
201206,76.4,동작구,46382.08081,71.3,81.968,24.9,20.55240804,24.91490295,296.6,244.6,-32,0,11,0,2,3203,240,,동작구201201,16350000,15356452,293548,0,700000
201207,76,동작구,47753.92997,71.3,88.447,29.8,24.43183581,29.82812678,347.8,284.9,150,0,11,0,2,3203,240,,동작구201201,16350000,15356452,293548,0,700000
201208,75.7,동작구,47182.45043,71.4,95.644,26.3,21.25960763,26.27692809,385.8,312.1,368,2,11,0,3,3203,235,,동작구201201,16350000,15356452,293548,0,700000
201209,75,동작구,46975.39678,71.8,99.232,23.7,19.25972561,23.67453676,404.1,328.7,11,0,11,0,4,3203,232,,동작구201201,16350000,15356452,293548,0,700000
201210,74.4,동작구,47024.68341,72.2,101.89,22.5,18.24203639,22.49001602,441.6,358.2,495,0,11,0,4,3203,275,,동작구201201,16350000,15356452,293548,0,700000
201211,74.4,동작구,47342.34488,72.3,105.26,23.7,18.76585964,23.72456198,476.3,376.7,375,0,11,0,4,3203,256,,동작구201201,16350000,15356452,293548,0,700000
201212,74.3,동작구,48708.70381,72.4,78.456,25.4,20.97073624,25.39345662,271.7,224.4,-46,0,11,0,4,3203,231,,동작구201201,16350000,15356452,293548,0,700000
201201,77.2,동작구,50376.5253,70.5,94.292,26.9,21.76838432,26.86705285,366,296.6,65,0,11,0,2,3203,317,,동작구201201,16350000,15356452,293548,0,700000
201301,74,동작구,45028.28977,72.6,83.53,26.5,21.77103156,26.48272828,313.4,257.7,492,0,11,0,4,3130,214,,동작구201301,16350000,15356452,293548,0,700000
201302,73.9,동작구,47747.63447,72.9,89.695,28.1,22.87981235,28.12437005,347.2,282.5,770,0,11,0,4,3130,194,,동작구201301,16350000,15356452,293548,0,700000
201303,73.2,동작구,47847.6239,73.5,96.564,26.9,21.78643033,26.85470943,371.3,301.3,655,0,11,0,4,3130,172,,동작구201301,16350000,15356452,293548,0,700000
201304,73.1,동작구,45257.90884,73.8,99.56,22.1,18.06608616,22.09695942,416.3,340.4,299,2,11,0,4,3130,160,,동작구201301,16350000,15356452,293548,0,700000
201305,73,동작구,47766.83486,74,102.97,21.7,17.66714503,21.72959686,455.5,370.4,-44,0,11,0,4,3130,150,,동작구201301,16350000,15356452,293548,0,700000
201306,72.9,동작구,45607.50125,74.1,74.269,25.8,20.42405884,25.78644345,453.1,358.8,67,0,11,0,4,3130,129,,동작구201301,16350000,15356452,293548,0,700000
201307,72.6,동작구,50674.63804,74.5,79.548,21.5,17.82947453,21.53897668,281.6,233.1,-50,0,11,0,4,3130,108,,동작구201301,16350000,15356452,293548,0,700000
201308,72.6,동작구,47570.06533,75.3,85.872,30.1,24.88644058,30.13505714,321.4,265.5,356,1,11,0,5,3130,145,,동작구201301,16350000,15356452,293548,0,700000
201309,72.5,동작구,50250.49252,76.2,91.047,26.8,22.01032576,26.83697087,345,282.9,95,0,11,0,5,3130,103,,동작구201301,16350000,15356452,293548,0,700000
201310,72.5,동작구,49393.35134,77.1,97.069,25.2,20.64631567,25.21238157,388.3,318,31,0,11,0,5,3130,70,,동작구201301,16350000,15356452,293548,0,700000
201311,72.5,동작구,48916.3902,77.9,100.51,20.9,16.91887274,20.90852093,440.3,356.3,-37,0,11,0,5,3130,83,,동작구201301,16350000,15356452,293548,0,700000
201312,72.4,동작구,49038.63404,78.3,103.16,23,18.67091657,23.00782008,444.5,360.7,-257,0,11,0,5,3130,64,,동작구201301,16350000,15356452,293548,0,700000
201401,72.3,동작구,50682.17028,79,75.775,27.4,21.72658309,27.40126227,460.6,365.2,-66,0,11,0,5,2962,40,,동작구201401,16345101,15351553,293548,0,700000
201402,72.4,동작구,47984.1288,80.1,80.094,23.3,19.29745527,23.31546661,283.8,234.9,368,0,11,0,5,2962,31,,동작구201401,16345101,15351553,293548,0,700000
201403,72.5,동작구,48528.03309,80.7,86.808,29,23.81241154,29.03144157,325.6,267,168,0,11,0,5,2962,13,,동작구201401,16345101,15351553,293548,0,700000
201404,72.6,동작구,47983.83281,81.2,93.391,27.1,22.16577881,27.11515348,353.6,289.1,-122,0,11,0,5,2962,1,,동작구201401,16345101,15351553,293548,0,700000
201405,72.7,동작구,49248.17127,81.1,97.438,24.1,19.63914646,24.05338574,394.2,321.9,3,0,11,0,5,2962,1,,동작구201401,16345101,15351553,293548,0,700000
201406,72.6,동작구,49966.56472,81.2,101.03,20.7,16.78547835,20.74572952,438.8,355,-207,0,11,0,5,2962,1,,동작구201401,16345101,15351553,293548,0,700000
201407,72.6,동작구,49706.54716,81.3,104.19,22.9,18.81389154,22.90925112,431.2,354.1,-190,2,11,0,5,2962,0,,동작구201401,16345101,15351553,293548,0,700000
201408,72.7,동작구,50887.70977,81.7,76.626,27.1,21.22682107,27.10489179,470.4,368.4,-239,0,11,0,5,2962,0,,동작구201401,16345101,15351553,293548,0,700000
201409,72.7,동작구,49286.29557,81.9,81.578,25,20.67085266,24.96892484,292,241.7,-318,0,11,0,5,2962,0,,동작구201401,16345101,15351553,293548,0,700000
201410,72.9,동작구,50376.92301,82.4,88.135,26.7,21.99839339,26.70203574,343,282.6,-443,0,11,0,5,2962,0,,동작구201401,16345101,15351553,293548,0,700000
201411,73.1,동작구,47532.67364,82.7,94.563,27.7,22.57547784,27.73095947,354.5,288.6,-426,0,11,0,5,2962,0,,동작구201401,16345101,15351553,293548,0,700000
201412,73.1,동작구,52005.56621,82.9,98.727,23.2,18.76704481,23.20282241,414.2,335,-493,0,11,0,5,2962,0,,동작구201401,16345101,15351553,293548,0,700000
201501,73.1,동작구,53205.55446,83.3,101.15,20.9,16.99745578,20.93046066,451.7,366.8,-60,0,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201502,73.2,동작구,53668.272,83.7,104.49,24.2,19.69663499,24.20114411,434.7,353.8,-7,0,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201503,73.6,동작구,52877.63688,84.4,77.752,27.1,21.25538446,27.14136486,470.4,368.4,86,0,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201504,74,동작구,54155.07056,85.4,82.515,27.7,22.98907832,27.73400918,303.3,251.4,-197,0,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201505,74.4,동작구,54331.43152,86.1,89.154,30.6,25.26843019,30.62240577,328.1,270.7,-234,0,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201506,74.6,동작구,53586.47897,87.2,95.644,26.6,21.83246598,26.64549528,362,296.6,-517,0,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201507,75,동작구,52788.90292,88,98.845,21.6,17.46745623,21.59940878,419.3,339.1,-485,1,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201508,75.4,동작구,54803.39167,89,103,21.7,17.72455046,21.72743532,427.1,348.4,-599,0,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201509,76.3,동작구,54233.23557,90.1,105.17,23.8,19.1418629,23.78284306,444.5,357.8,-580,0,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201510,76.6,동작구,55297.10041,90.6,78.456,24.5,20.29942259,24.47796335,275.8,228.7,-654,0,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201511,77.5,동작구,55770.94126,91.7,84.466,30.4,25.07229184,30.36175999,303.3,250.5,-415,0,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201512,77.8,동작구,51901.75487,92,90.416,28.8,23.62568466,28.79412032,337.1,276.6,-480,0,11,0,5,2855,0,,동작구201501,16387882,13790984,344623,0,2252275
201601,77.8,동작구,54535.61779,92.3,96.384,26,21.03768179,26.0026272,385.8,312.1,53,0,11,0,5,2514,0,,동작구201601,16387882,13790984,344623,0,2252275
201602,77.9,동작구,53129.07302,92.5,99.63,21.1,17.10006217,21.10074017,426,345.2,314,0,11,0,5,2514,0,,동작구201601,16387882,13790984,344623,0,2252275
201603,77.9,동작구,53063.80692,92.8,103.89,22,18.07714238,22.04299931,430.2,352.8,337,0,11,0,5,2514,0,,동작구201601,16387882,13790984,344623,0,2252275
201604,78,동작구,55380.76994,93.1,75.055,23.8,18.84087851,23.81940389,476.3,376.7,91,0,11,0,5,2514,0,,동작구201601,16387882,13790984,344623,0,2252275
201605,78.2,동작구,55994.31598,93.6,79.471,21.6,17.89636626,21.58743013,286.3,237.4,90,0,11,0,5,2514,0,,동작구201601,16387882,13790984,344623,0,2252275
201606,78.4,동작구,57810.27325,93.8,86.184,27.4,22.53932723,27.41729885,313.4,257.7,131,0,11,0,5,2514,0,,동작구201601,16387882,13790984,344623,0,2252275
