계약연월,매매가격지수,시군구,매매가격,전세가격지수,소비자물가지수-총지수,PIR,PIR_소득,PIR_처분가능소득,소득,처분가능소득,구별 인구이동수,부동산 정책 시행,지하철,백화점,아파트브랜드,혼인건수,미분양주택현황(호),스타벅스 수,dfg,도시지역면적 (㎡),주거지역면적 (㎡),상업지역면적 (㎡),공업지역면적 (㎡),녹지지역면적 (㎡)
201305,81,금천구,27370.87088,78.4,103,22.5,18.47570335,22.52899865,430.2,352.8,-101,0,3,0,0,1594,0,,금천구201301,13370000,6097205,176338,4276457,2820000
201306,80.4,금천구,25482.24756,78.4,105.17,23.9,18.88316662,23.87286623,476.3,376.7,-191,0,3,0,0,1594,0,,금천구201301,13370000,6097205,176338,4276457,2820000
201307,80.2,금천구,25463.28042,78.7,78.456,21.6,17.89746797,21.58875906,286.3,237.4,-132,0,3,0,0,1594,0,,금천구201301,13370000,6097205,176338,4276457,2820000
201308,80.2,금천구,26356.16845,79.4,84.466,30.5,25.03468132,30.45269863,313.4,257.7,-155,1,3,0,0,1594,0,,금천구201301,13370000,6097205,176338,4276457,2820000
201309,79.9,금천구,25680.91019,80.2,90.416,25.7,20.94053262,25.74056463,347.2,282.5,-116,0,3,0,0,1594,0,,금천구201301,13370000,6097205,176338,4276457,2820000
201310,80,금천구,26484.29483,81.5,96.384,25.5,20.61159826,25.49309298,389.8,315.1,-72,0,3,0,0,1594,0,,금천구201301,13370000,6097205,176338,4276457,2820000
201311,80.1,금천구,25938.75,82.9,99.63,21.7,17.7511854,21.71179857,416.3,340.4,-145,0,3,0,0,1594,0,,금천구201301,13370000,6097205,176338,4276457,2820000
201312,80.1,금천구,25372.15811,83.5,103.89,21.9,17.82896155,21.9286221,455.5,370.4,-291,0,3,0,0,1594,0,,금천구201301,13370000,6097205,176338,4276457,2820000
201401,80.2,금천구,27173.01396,83.9,75.055,25.5,19.74948698,25.46064123,474.8,368.3,-43,0,3,0,0,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201402,80.3,금천구,27749.67879,85.3,79.471,23.1,19.12919444,23.10910914,281.6,233.1,-12,0,3,0,0,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201403,80.5,금천구,28105.87643,85.8,86.184,30.6,25.16512244,30.57662283,307.5,253,-162,0,3,0,0,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201404,80.6,금천구,29256.09472,86,92.58,27.6,22.61566587,27.57505604,345,282.9,-154,0,3,0,0,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201405,80.6,금천구,27272.30655,85.9,96.925,24.4,20.01396914,24.44018753,388.3,318,-84,0,3,1,0,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201406,80.4,금천구,26288.78022,86,100.33,21.8,17.78691109,21.84680972,415.2,338.1,-199,0,3,1,0,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201407,80.4,금천구,29143.07679,86,104.32,22.1,17.95892463,22.13044578,444.5,360.7,-61,2,3,1,1,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201408,80.3,금천구,29071.7715,86.1,76.821,27.4,21.70983985,27.38014593,460.6,365.2,-156,0,3,1,1,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201409,80.4,금천구,27395.32021,86.1,80.094,25.7,21.24860201,25.67287053,283.8,234.9,-71,0,3,1,1,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201410,80.8,금천구,29530.61096,86.5,87.589,27.5,22.55638475,27.50012802,325.6,267,-132,0,3,1,1,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201411,81.1,금천구,30158.21433,87.1,94.473,26.6,21.65325276,26.60965497,372.8,303.4,-113,0,3,1,1,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201412,81.1,금천구,28384.40045,87.2,97.574,24.4,19.90711302,24.38158244,394.2,321.9,-173,0,3,1,1,1556,0,,금천구201401,13370000,6097205,176338,4276457,2820000
201501,81.2,금천구,31229.4935,87.4,100.88,21.5,17.41790139,21.52736214,438.8,355,62,0,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201502,81.3,금천구,29389.22149,87.7,105.04,22.8,18.62772397,22.76867914,459.3,375.8,-47,0,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201503,81.7,금천구,30327.33802,88.2,77.675,26.9,21.07056144,26.90536119,470.4,368.4,-62,0,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201504,82.2,금천구,28747.00742,88.9,81.656,27.2,22.61014459,27.17380124,292.9,243.7,-9,0,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201505,82.4,금천구,31816.94538,89.4,88.057,29.7,24.45879834,29.68851843,343,282.6,-141,0,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201506,82.5,금천구,30014.90172,89.8,95.482,27.9,22.67411063,27.85211668,354.5,288.6,-85,0,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201507,82.8,금천구,32139.87344,90.4,98.782,22.2,18.26430635,22.24226864,409.3,336.1,-81,1,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201508,83,금천구,30296.72672,90.7,101.86,20.4,16.53422453,20.36004333,451.7,366.8,-206,0,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201509,83.4,금천구,32857.20403,91.5,105.07,23.5,19.12179208,23.49483788,434.7,353.8,-197,0,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201510,83.9,금천구,33338.9022,91.7,78.221,25.2,20.88428619,25.22253891,271,224.4,-336,0,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201511,84.4,금천구,32355.08267,92.2,82.827,26.8,22.18973414,26.76968087,303.3,251.4,-190,0,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201512,84.4,금천구,30706.07707,92.6,89.875,29,23.7698776,29.01996101,347.8,284.9,-293,0,3,1,1,1481,0,,금천구201501,13370000,6097205,176338,4276457,2820000
201601,84.5,금천구,30783.84085,92.7,96.158,27.1,22.18738313,27.07865493,362,296.6,-72,0,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201602,84.7,금천구,32585.92271,93,98.845,21.7,17.52412155,21.66947837,419.3,339.1,-56,0,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201603,84.7,금천구,32244.68463,93.2,102.98,21.1,17.10728312,21.09101546,441.6,358.2,-86,0,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201604,84.8,금천구,33832.55558,93.6,105.21,23.8,19.1674304,23.81460944,444.5,357.8,-42,0,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201605,85,금천구,32137.75636,93.9,79.08,22.5,18.59525223,22.51698392,271.7,224.4,-73,0,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201606,85.2,금천구,32573.61395,94.2,85.403,25.6,21.17180099,25.63838775,303.3,250.5,-169,0,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201607,85.6,금천구,33383.80969,94.4,91.227,27.1,22.26292863,27.13324311,337.1,276.6,-143,0,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201608,86,금천구,34599.72465,94.8,97.177,25.3,20.53386106,25.31074911,371.3,301.3,-213,1,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201609,86.1,금천구,34751.25607,95,99.83,20.5,16.6393522,20.5322439,426,345.2,-177,0,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201610,86.4,금천구,36141.99459,95.1,103.52,21.5,17.60042341,21.46169528,430.2,352.8,-182,0,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201611,86.6,금천구,32621.976,95.2,75.709,24.8,19.62273823,24.77473424,453.1,358.8,-173,1,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201612,86.7,금천구,32832.07157,95.3,80.173,23.8,19.70341796,23.76718002,286.3,237.4,486,0,3,1,1,1324,0,,금천구201601,13370000,6097205,176338,4276457,2820000
201701,86.7,금천구,35156.2523,95.3,86.184,30.5,25.20134036,30.51637012,321.4,265.5,298,0,3,1,1,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201702,86.8,금천구,34859.40171,95.5,93.03,30.7,25.19998845,30.72721647,329.6,270.3,105,0,3,1,1,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201703,86.9,금천구,35108.72678,95.5,97.465,26.4,21.3683658,26.42908761,389.8,315.1,81,0,3,1,1,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201704,87,금천구,35832.99484,95.6,100.55,21.6,17.49992257,21.62658842,440.3,356.3,50,0,3,1,1,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201705,87.1,금천구,35716.146,95.6,104.55,22.4,18.33755505,22.44316625,430.6,351.9,42,0,3,1,1,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201706,87.8,금천구,37275.63639,96.1,77.019,26.7,20.74708829,26.74672877,474.8,368.3,45,3,3,1,1,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201707,88.6,금천구,36401.94933,96.5,80.719,27.8,23.05714208,27.78489725,290.8,241.3,-53,0,3,1,1,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201708,89.2,금천구,33990.44429,97,87.589,32.9,27.05286896,32.87030979,307.5,253,-36,3,3,1,1,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201709,89.5,금천구,37812.87793,97.2,94.292,31,25.33460948,30.9915492,353.6,289.1,-162,2,3,1,1,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201710,90,금천구,36376.3908,97.3,98.313,25.4,20.5090904,25.37156191,412.4,333.3,-68,2,3,1,1,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201711,90.4,금천구,37593.54361,97.6,100.87,23.9,19.44084146,23.87825307,415.2,338.1,-27,2,3,1,2,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201712,91.4,금천구,37057.60491,97.9,105.33,24.5,20.13750046,24.52097984,431.2,354.1,-160,1,3,1,2,1439,0,,금천구201701,13012685,5845488,149622,4121945,2895630
201801,91.8,금천구,38978.21356,97.9,78.065,26.7,20.71583401,26.67559369,482.6,374.8,77,2,3,1,2,1269,0,,금천구201801,13012685,5845488,149622,4121945,2895630
201802,91.9,금천구,39738.21886,98.1,81.968,28.2,23.34058752,28.19377531,292,241.7,-81,0,3,1,2,1269,0,,금천구201801,13012685,5845488,149622,4121945,2895630
201803,92.2,금천구,40124.91286,98.2,88.447,30.1,24.75137082,30.11454615,324.9,267,-126,1,3,1,2,1269,0,,금천구201801,13012685,5845488,149622,4121945,2895630
201804,92.4,금천구,38109.63047,98.2,95.644,29,23.62971228,29.03852357,372.8,303.4,-181,1,3,1,2,1269,0,,금천구201801,13012685,5845488,149622,4121945,2895630
201805,92.5,금천구,40250.01134,98.2,99.232,26.1,21.07865126,26.06080003,414.2,335,-114,0,3,1,2,1269,0,,금천구201801,13012685,5845488,149622,4121945,2895630
201806,92.9,금천구,45368.92857,98.3,101.89,24.3,19.98511941,24.32917907,426.4,350.3,-147,0,3,1,2,1269,0,,금천구201801,13012685,5845488,149622,4121945,2895630
201807,93.3,금천구,38454.33673,98.5,105.26,23.8,19.44601602,23.76887804,459.3,375.8,44,0,3,1,2,1269,0,,금천구201801,13012685,5845488,149622,4121945,2895630
201808,94.1,금천구,44520.24001,98.7,78.456,27.2,21.27865171,27.17107522,470.4,368.4,-71,0,3,1,2,1269,0,,금천구201801,13012685,5845488,149622,4121945,2895630
201809,97.3,금천구,44562.5696,99.3,83.53,28.2,23.44387593,28.17581384,292.9,243.7,53,0,3,1,2,1269,-,,금천구201801,13012685,5845488,149622,4121945,2895630
201810,99.4,금천구,43312.58925,100,89.695,31.4,25.88874923,31.37416048,328.1,270.7,47,0,3,1,2,1269,-,,금천구201801,13012685,5845488,149622,4121945,2895630
201811,100,금천구,38894.17949,100,96.564,28.9,23.37688019,28.85229636,366,296.6,466,0,3,1,2,1269,0,,금천구201801,13012685,5845488,149622,4121945,2895630
201812,100,금천구,43960,100,99.56,24.8,20.3542008,24.78734169,409.3,336.1,168,0,3,1,2,1269,0,,금천구201801,13012685,5845488,149622,4121945,2895630
201901,100,금천구,41020.61404,100,102.97,24.1,19.63066808,24.06402758,427.1,348.4,228,0,3,1,2,1269,0,,금천구201901,13012685,5845488,149622,4121945,2895630
201902,100,금천구,38096.88889,100,74.269,24.5,19.82473007,24.48558339,453.7,367.4,257,0,3,1,2,1269,0,,금천구201901,13012685,5845488,149622,4121945,2895630
201903,100,금천구,42260.79365,99.9,79.548,28,23.2110899,27.98898368,275.8,228.7,15,0,3,1,2,1269,0,,금천구201901,13012685,5845488,149622,4121945,2895630
201904,99.9,금천구,43997.57784,99.7,85.872,25.8,21.24978376,25.76030503,296.6,244.6,330,0,3,1,2,1269,-,,금천구201901,13012685,5845488,149622,4121945,2895630
201905,100,금천구,43777.75556,99.7,91.047,30.7,25.15138963,30.70660938,347.8,284.9,172,0,3,1,2,1269,-,,금천구201901,13012685,5845488,149622,4121945,2895630
201906,100.1,금천구,43242.33766,99.7,97.069,27.9,22.6002866,27.93401064,385.8,312.1,37,0,3,1,2,1269,-,,금천구201901,13012685,5845488,149622,4121945,2895630
201907,100.4,금천구,43074.08784,99.8,100.51,25.7,20.92696212,25.72394562,404.1,328.7,-103,0,3,1,2,1269,0,,금천구201901,13012685,5845488,149622,4121945,2895630
201908,100.6,금천구,45722.2586,99.8,103.16,23.9,19.40559529,23.92453012,441.6,358.2,-62,0,3,1,2,1269,0,10,금천구201901,13012685,5845488,149622,4121945,2895630
200701,67.6,노원구,31000.30549,55,98.114,22.3,18.06568653,22.29227904,426,345.2,252,1,14,1,1,4013,-,,노원구200701,35460000,12641755,568760,0,22249485
200702,68,노원구,29186.81204,55.3,100.92,22.7,18.63913371,22.72828321,430.2,352.8,211,0,14,1,1,4013,-,,노원구200701,35460000,12641755,568760,0,22249485
200703,68.3,노원구,30971.63046,56.1,105.7,26.4,20.8707029,26.35035496,453.1,358.8,-204,0,14,1,1,4013,-,,노원구200701,35460000,12641755,568760,0,22249485
200704,68.7,노원구,30298.95799,56.8,78.065,24.5,20.27618647,24.45808005,286.3,237.4,78,0,14,1,1,4013,-,,노원구200701,35460000,12641755,568760,0,22249485
200705,68.8,노원구,29617.04735,56.9,81.89,28.3,23.33168428,28.2523986,321.4,265.5,-5,0,14,1,1,4013,-,,노원구200701,35460000,12641755,568760,0,22249485
200706,69,노원구,32673.65634,56.9,88.135,29.7,24.34148489,29.68041342,329.6,270.3,-357,0,14,1,1,4013,-,,노원구200701,35460000,12641755,568760,0,22249485
200707,69.3,노원구,34079.71843,57,95.608,25.5,20.58878096,25.4648718,389.8,315.1,-108,0,14,1,1,4013,-,,노원구200701,35460000,12641755,568760,0,22249485
200708,69.7,노원구,32779.10263,57.2,98.989,21.5,17.39982812,21.50289065,440.3,356.3,-80,0,14,1,1,4013,-,,노원구200701,35460000,12641755,568760,0,22249485
200709,70.1,노원구,31869.30576,57.4,101.73,23.3,19.04612422,23.3103776,430.6,351.9,-40,0,14,1,1,4013,-,,노원구200701,35460000,12641755,568760,0,22249485
200710,71,노원구,32685.05197,57.6,104.86,26.4,20.46641316,26.38488804,474.8,368.3,-98,0,14,1,1,4013,-,,노원구200701,35460000,12641755,568760,0,22249485
200711,71.9,노원구,33565.92581,57.6,78.533,25.4,21.11574852,25.44543035,290.8,241.3,-341,0,14,1,1,4013,-,,노원구200701,35460000,12641755,568760,0,22249485
200712,72.6,노원구,34550.07826,57.7,83.295,29.9,24.62063966,29.91505464,307.5,253,-427,0,14,1,1,4013,0,,노원구200701,35460000,12641755,568760,0,22249485
200802,75.8,노원구,34810.07104,58.5,96.807,25.2,20.36473027,25.19297564,412.4,333.3,115,0,14,1,1,3625,-,,노원구200801,35460000,12641755,568760,0,22249485
200803,80.1,노원구,38384.93304,59.4,99.49,23.8,19.35246707,23.76970704,415.2,338.1,38,0,14,1,1,3625,-,,노원구200801,35460000,12641755,568760,0,22249485
200804,85.1,노원구,41349.12368,60.2,103.12,24.4,20.02664565,24.38599444,431.2,354.1,-196,0,14,1,1,3625,-,,노원구200801,35460000,12641755,568760,0,22249485
200805,86.9,노원구,42569.69909,60.2,73.943,26.7,20.71970886,26.6805833,482.6,374.8,-91,0,14,1,1,3625,-,,노원구200801,35460000,12641755,568760,0,22249485
200806,87.8,노원구,40683.40514,60,79.392,21.4,17.72567565,21.41135976,292,241.7,-108,0,14,1,1,3625,0,,노원구200801,35460000,12641755,568760,0,22249485
200807,88.3,노원구,37211.71522,60.1,85.949,26.9,22.13335446,26.9292529,324.9,267,-45,0,14,1,1,3625,-,,노원구200801,35460000,12641755,568760,0,22249485
200808,88.3,노원구,39919.80859,60.2,90.777,28.7,23.34349075,28.6867863,372.8,303.4,294,0,14,1,1,3625,-,,노원구200801,35460000,12641755,568760,0,22249485
200809,88.3,노원구,38160.81925,60.6,97.087,24.1,19.50209173,24.11160498,414.2,335,-84,0,14,1,1,3625,-,,노원구200801,35460000,12641755,568760,0,22249485
200810,88.2,노원구,31732.58102,60.9,100.26,22.2,18.20212885,22.15862929,426.4,350.3,-111,0,14,1,1,3625,-,,노원구200801,35460000,12641755,568760,0,22249485
200811,87.7,노원구,32325.31852,60.6,102.86,22.7,18.60461656,22.74043493,459.3,375.8,-220,1,14,1,1,3625,0,,노원구200801,35460000,12641755,568760,0,22249485
200812,86.2,노원구,34829.03895,59.5,75.775,27.2,21.28607624,27.18055573,470.4,368.4,-234,0,14,1,1,3625,0,,노원구200801,35460000,12641755,568760,0,22249485
200801,74,노원구,33963.50787,58.1,89.875,30.3,24.79874652,30.33603392,353.6,289.1,-21,0,14,1,1,3625,-,,노원구200801,35460000,12641755,568760,0,22249485
200902,84.2,노원구,36393.10726,58.3,86.418,32.2,26.58455619,32.21739779,328.1,270.7,-72,0,14,1,1,3368,0,,노원구200901,35460000,12660833,568760,0,22230407
200903,83.8,노원구,37296.66095,58.4,93.211,28.7,23.22495714,28.66478935,366,296.6,124,0,14,1,1,3368,0,,노원구200901,35460000,12660833,568760,0,22230407
200904,83.6,노원구,39910.5216,58.6,97.691,23.6,19.41914712,23.6486335,409.3,336.1,-131,0,14,1,1,3368,0,,노원구200901,35460000,12660833,568760,0,22230407
200905,83.6,노원구,38689.44046,58.6,100.63,22.7,18.4856169,22.66037982,427.1,348.4,-239,0,14,1,1,3368,0,,노원구200901,35460000,12660833,568760,0,22230407
200906,84.1,노원구,39777.12071,58.8,104.56,23.8,19.25211407,23.77834366,453.7,367.4,-218,0,14,1,1,3368,0,,노원구200901,35460000,12660833,568760,0,22230407
200907,85.3,노원구,39540.30597,59.3,76.56,26.8,22.24020936,26.81825194,275.8,228.7,-345,1,14,1,1,3368,0,,노원구200901,35460000,12660833,568760,0,22230407
200908,85.8,노원구,41365.66153,59.7,81.188,26.1,21.53735256,26.10891376,296.6,244.6,-276,0,14,1,1,3368,25,,노원구200901,35460000,12660833,568760,0,22230407
200909,86.8,노원구,40572.19502,61.7,87.901,28.5,23.32379378,28.47535009,347.8,284.9,-307,1,14,1,1,3368,25,,노원구200901,35460000,12660833,568760,0,22230407
200910,87.3,노원구,38799.88401,62.6,94.292,26,21.03495571,25.99925775,385.8,312.1,-289,0,14,1,1,3368,25,,노원구200901,35460000,12660833,568760,0,22230407
200911,87.2,노원구,40532.32815,63,98.538,23.9,19.42469083,23.87731615,404.1,328.7,-450,0,14,1,1,3368,25,,노원구200901,35460000,12660833,568760,0,22230407
200912,87.3,노원구,36727.23701,63.2,100.76,22.4,18.13521028,22.35831356,441.6,358.2,-454,0,14,1,1,3368,25,,노원구200901,35460000,12660833,568760,0,22230407
200901,85.4,노원구,32638.83896,58.7,80.329,26.6,22.14435852,26.61400039,292.9,243.7,-143,0,14,1,1,3368,0,,노원구200901,35460000,12660833,568760,0,22230407
201002,87.2,노원구,38209.62484,63.6,77.987,24.4,20.10905568,24.35004795,271.7,224.4,62,0,14,1,1,3511,25,,노원구201001,35460000,12660833,568760,0,22230407
201003,87,노원구,40964.85701,64.1,82.436,27,22.19380037,26.99699292,313.4,257.7,-422,0,14,1,1,3511,25,,노원구201001,35460000,12660833,568760,0,22230407
201004,86.4,노원구,33960.74667,64.4,88.974,27.2,22.1652174,27.24597418,347.2,282.5,-310,0,14,1,1,3511,20,,노원구201001,35460000,12660833,568760,0,22230407
201005,85.9,노원구,36065.52836,64.2,95.744,25.8,20.92100081,25.78795099,371.3,301.3,-350,0,14,1,1,3511,20,,노원구201001,35460000,12660833,568760,0,22230407
201006,85.2,노원구,34695.75688,64,99.133,21.3,17.4243694,21.31206395,416.3,340.4,-168,0,14,1,1,3511,20,,노원구201001,35460000,12660833,568760,0,22230407
201007,84.7,노원구,32967.97339,63.9,102.77,21,17.10075394,21.0329676,455.5,370.4,-328,0,14,1,1,3511,20,,노원구201001,35460000,12660833,568760,0,22230407
201008,84.3,노원구,34958.33121,64,105.31,25.3,20.01318634,25.26769541,453.1,358.8,-271,1,14,1,1,3511,20,,노원구201001,35460000,12660833,568760,0,22230407
201009,83.7,노원구,35886.47854,64.7,78.221,23.4,19.34638066,23.37148192,281.6,233.1,-374,0,14,1,1,3511,20,,노원구201001,35460000,12660833,568760,0,22230407
201010,83.4,노원구,37580.80679,65.8,84.076,27.9,23.00515149,27.85699918,321.4,265.5,-210,0,14,1,1,3511,20,,노원구201001,35460000,12660833,568760,0,22230407
201011,83.3,노원구,35546.66165,66.2,89.965,26.8,21.98293344,26.80357169,345,282.9,-571,0,14,1,1,3511,20,,노원구201001,35460000,12660833,568760,0,22230407
201012,83.2,노원구,38386.62293,66.6,96.185,24.1,19.7209683,24.08238766,388.3,318,-575,0,14,1,1,3511,20,,노원구201001,35460000,12660833,568760,0,22230407
201001,87.2,노원구,37103.52455,63.2,104.77,23.4,18.52437137,23.4192627,476.3,376.7,-39,0,14,1,1,3511,25,,노원구201001,35460000,12660833,568760,0,22230407
201101,83.3,노원구,38632.24934,67.5,99.47,20.4,16.52035777,20.41603194,440.3,356.3,-337,0,14,1,1,3720,20,,노원구201101,35460000,12660506,568760,0,22230734
201102,83.4,노원구,39482.35111,69.1,103.28,22,17.81304076,21.95067581,444.5,360.7,-375,0,14,1,1,3720,19,,노원구201101,35460000,12660506,568760,0,22230734
201103,83.5,노원구,40914.51193,71,74.728,27.3,21.67967202,27.34209869,460.6,365.2,-661,1,14,1,1,3720,19,,노원구201101,35460000,12660506,568760,0,22230734
201104,83.4,노원구,39710.70203,71.3,79.626,27,22.32335104,26.97139796,283.8,234.9,-507,0,14,1,1,3720,18,,노원구201101,35460000,12660506,568760,0,22230734
201105,83.4,노원구,37431.21101,71.5,86.106,27.7,22.74125662,27.72551874,325.6,267,-237,0,14,1,1,3720,17,,노원구201101,35460000,12660506,568760,0,22230734
201106,83.3,노원구,35676.23921,71.5,92.039,28.1,22.94687874,28.07066443,353.6,289.1,-441,0,14,1,1,3720,17,,노원구201101,35460000,12660506,568760,0,22230734
201107,83.1,노원구,35331.54961,72.6,97.069,24.8,20.25879405,24.81230989,394.2,321.9,-376,0,14,1,1,3720,16,,노원구201101,35460000,12660506,568760,0,22230734
201108,83,노원구,37239.69461,73.9,100.36,21.7,17.57286733,21.71888968,438.8,355,65,0,14,1,1,3720,16,,노원구201101,35460000,12660506,568760,0,22230734
201109,82.8,노원구,36161.87074,76.3,103.57,24,19.73879691,24.03548752,431.2,354.1,-208,0,14,1,1,3720,16,,노원구201101,35460000,12660506,568760,0,22230734
201110,82.7,노원구,35862.47753,77.4,76.233,27.2,21.28982998,27.18534894,470.4,368.4,-178,0,14,1,1,3720,14,,노원구201101,35460000,12660506,568760,0,22230734
201111,82.5,노원구,35202.99082,77.7,79.861,25.4,21.02076302,25.39159174,292,241.7,-358,0,14,1,1,3720,14,,노원구201101,35460000,12660506,568760,0,22230734
201112,82.4,노원구,33746.29427,77.5,87.355,28.1,23.16105267,28.11329198,343,282.6,-602,2,14,1,1,3720,14,,노원구201101,35460000,12660506,568760,0,22230734
201201,82.3,노원구,34604.19733,77.4,93.842,28,22.82361172,28.03575879,354.5,288.6,-190,0,14,1,1,3638,14,,노원구201201,35460000,12660506,568760,0,22230734
201202,82.3,노원구,33379.57147,77.5,97.429,22.7,18.33460899,22.6681761,414.2,335,29,0,14,1,1,3638,12,,노원구201201,35460000,12660506,568760,0,22230734
201203,82.1,노원구,34957.58042,77.5,100.71,20.4,16.5334196,20.35905214,451.7,366.8,-632,0,14,1,1,3638,11,,노원구201201,35460000,12660506,568760,0,22230734
201204,81.9,노원구,33826.8291,77.3,104.15,23.5,19.15443221,23.53494262,434.7,353.8,-345,0,14,1,1,3638,11,,노원구201201,35460000,12660506,568760,0,22230734
201205,81.6,노원구,32965.97326,77.1,77.362,27.3,21.3789344,27.2991279,470.4,368.4,-285,1,14,1,1,3638,10,,노원구201201,35460000,12660506,568760,0,22230734
201206,81.3,노원구,31546.26944,76.9,81.656,23.7,19.6752308,23.73618567,303.3,251.4,-256,0,14,1,1,3638,10,,노원구201201,35460000,12660506,568760,0,22230734
201207,80.8,노원구,33919.06077,76.6,88.214,31.2,25.71572284,31.16447257,328.1,270.7,-483,0,14,1,1,3638,9,,노원구201201,35460000,12660506,568760,0,22230734
201208,80.4,노원구,30438.50019,76.6,95.086,27.7,22.67100555,27.66889329,362,296.6,-396,2,14,1,1,3638,9,,노원구201201,35460000,12660506,568760,0,22230734
201209,79.6,노원구,32162.64812,77,98.881,23.1,18.67995387,23.09872453,419.3,339.1,-212,0,14,1,1,3638,9,,노원구201201,35460000,12660506,568760,0,22230734
201210,79,노원구,33678.8875,77.3,101.72,22.8,18.56915022,22.76277817,427.1,348.4,-378,0,14,1,1,3638,9,,노원구201201,35460000,12660506,568760,0,22230734
201211,78.8,노원구,33282.71502,77.4,104.54,24.6,19.77538877,24.56996844,444.5,357.8,-286,0,14,1,1,3638,7,,노원구201201,35460000,12660506,568760,0,22230734
201212,78.5,노원구,32419.33626,77.2,78.065,24.8,20.52573088,24.75085613,275.8,228.7,-741,0,14,1,1,3638,7,,노원구201201,35460000,12660506,568760,0,22230734
201301,78.1,노원구,32165.24973,77.3,82.593,26.4,21.82095273,26.42449017,303.3,250.5,-288,0,14,1,1,3432,7,,노원구201301,35460032,12689349,568760,0,22201923
201302,77.9,노원구,33798.25795,77.5,89.515,29.5,24.21900677,29.51723961,337.1,276.6,-127,0,14,1,1,3432,7,,노원구201301,35460032,12689349,568760,0,22201923
201303,77.7,노원구,34365.32615,77.9,95.59,26,21.01328446,25.97247204,385.8,312.1,-273,0,14,1,1,3432,7,,노원구201301,35460032,12689349,568760,0,22201923
201304,77.7,노원구,33337.60602,78,98.727,21.8,17.69930993,21.84018609,426,345.2,-406,2,14,1,1,3432,7,,노원구201301,35460032,12689349,568760,0,22201923
201305,77.6,노원구,32155.24626,78,103.07,22.7,18.60123479,22.68206983,430.2,352.8,-301,0,14,1,1,3432,7,,노원구201301,35460032,12689349,568760,0,22201923
201306,77.3,노원구,34003.83726,78.2,104.91,24.2,19.1199942,24.17227327,476.3,376.7,-420,0,14,1,1,3432,7,,노원구201301,35460032,12689349,568760,0,22201923
201307,77.1,노원구,31252.48265,78.5,78.846,21.4,17.77511713,21.44117378,286.3,237.4,-375,0,14,1,1,3432,7,,노원구201301,35460032,12689349,568760,0,22201923
