buy_index,rent_index,cpi,pir,move_population,subway,department_store,apart_brand,marry,unsold
-0.808080052,-1.196070584,-1.287756277,0.168211915,0.336238056,0.036407902,0.520220998,0.151668669,-0.125188226,-0.258184211
-0.608386215,-1.146026095,-0.630867052,0.413696954,0.572252794,0.036407902,0.520220998,0.151668669,-0.125188226,-0.258184211
-0.579858524,-1.114748289,0.087099158,1.009874907,0.281167951,0.036407902,0.520220998,0.151668669,-0.125188226,-0.258184211
-0.608386215,-1.064703799,0.520662666,-0.603312495,-0.21970777,0.036407902,0.520220998,0.151668669,-0.125188226,-0.258184211
-0.622650061,-1.033425993,0.839135525,-1.51511407,-0.09252205,0.036407902,0.520220998,0.151668669,-0.125188226,-0.258184211
-0.59412237,-0.96461482,1.268128646,-0.568243204,0.501448373,0.036407902,0.520220998,0.151668669,-0.114023343,-0.258184211
-0.551330833,-0.908314769,-1.580364902,0.624112702,0.670592268,0.036407902,0.520220998,0.151668669,-0.114023343,-0.258184211
-0.551330833,-0.889548085,-1.230938059,-0.708520369,-0.340337525,0.036407902,0.520220998,0.151668669,-0.114023343,-0.258184211
-0.551330833,-0.858270279,-0.468722195,1.395637112,-0.235442086,0.036407902,0.520220998,0.151668669,-0.114023343,-0.127285509
-0.622650061,-0.839503596,0.236883197,0.238350497,-0.036140752,0.036407902,0.520220998,0.151668669,-0.114023343,-0.169969868
-0.693969288,-0.820736912,0.624535092,-1.304698322,0.055642757,0.036407902,0.520220998,0.151668669,-0.114023343,-0.238264843
-0.722496979,-0.808225789,0.916001121,-1.444975487,0.049086792,0.036407902,0.520220998,0.151668669,-0.114023343,-0.238264843
-0.779552361,-0.795714667,1.412511318,-0.673451078,0.045153213,0.036407902,0.520220998,0.151668669,-0.114023343,-0.238264843
-0.808080052,-0.764436861,-1.458003183,-0.498104621,-0.18430556,0.036407902,0.520220998,0.151668669,-0.114023343,-0.238264843
-0.808080052,-0.733159055,-1.060691153,-0.252619581,-0.003360927,0.036407902,0.520220998,0.151668669,-0.114023343,-0.238264843
-0.822343898,-0.689370127,-0.41200785,0.659181994,-0.260354753,0.036407902,0.520220998,0.151668669,-0.114023343,-0.238264843
-0.793816207,-0.608047831,0.364230792,-0.287688873,-0.286578613,0.036407902,0.520220998,0.151668669,-0.114023343,-0.238264843
-0.75102467,-0.526725535,0.715423465,-1.585252653,0.167094161,0.036407902,0.520220998,0.151668669,-0.112299354,-0.238264843
-0.693969288,-0.457914362,1.000137786,-1.304698322,0.114646441,0.036407902,0.520220998,0.151668669,-0.112299354,-0.238264843
-0.679705443,-0.426636556,1.32525848,-0.568243204,-0.63666714,0.036407902,0.520220998,0.151668669,-0.112299354,-0.238264843
-0.679705443,-0.426636556,-1.409390888,0.483835537,0.169716547,0.036407902,0.520220998,0.151668669,-0.112299354,-0.258184211
-0.693969288,-0.432892117,-0.914750394,0.729320576,0.418843215,0.036407902,0.520220998,0.151668669,-0.112299354,-0.269566707
-0.708233134,-0.389103188,-0.231269828,1.465775694,0.555207285,0.036407902,0.520220998,0.151668669,-0.112299354,-0.269566707
-0.736760825,-0.289014209,0.488773831,-0.007134542,0.508004338,0.036407902,0.520220998,0.151668669,-0.112299354,-0.269566707
-0.75102467,-0.195180791,0.767463551,-1.024143991,0.15791581,0.036407902,0.520220998,0.151668669,-0.112299354,-0.278103579
-0.765288516,-0.095091812,1.144520459,-0.813728243,-0.378362122,0.036407902,0.520220998,0.151668669,-0.112299354,-0.278103579
-0.793816207,-0.070069567,-1.886165325,0.063004041,-0.356071841,0.036407902,0.520220998,0.151668669,-0.112299354,-0.278103579
-0.808080052,-0.076325128,-1.320164474,-1.059213282,-0.596020158,0.036407902,0.520220998,0.151668669,-0.112299354,-0.278103579
-0.836607743,-0.095091812,-0.639072974,2.026884356,-0.510792613,0.036407902,0.520220998,0.151668669,-0.112299354,-0.278103579
-0.87939928,-0.132625179,-0.1375769,1.044944198,-0.071542963,0.036407902,0.520220998,0.151668669,-0.107045291,-0.278103579
-0.907926971,-0.151391863,0.51785811,-0.673451078,-0.291823385,0.036407902,0.520220998,0.151668669,-0.107045291,-0.278103579
-0.964982353,-0.170158546,0.847445319,-1.269629031,-0.18430556,0.036407902,0.520220998,0.21683442,-0.107045291,-0.278103579
-1.050565426,-0.195180791,1.117513628,-1.024143991,-0.156770507,0.036407902,0.520220998,0.21683442,-0.107045291,-0.278103579
-1.050565426,-0.207691913,-1.69587104,0.413696954,-0.042696717,0.036407902,0.520220998,0.21683442,-0.107045291,-0.278103579
-1.079093117,-0.207691913,-1.22283601,-0.322758164,0.17102774,0.036407902,0.520220998,0.21683442,-0.107045291,-0.278103579
-1.16467619,-0.213947475,-0.590356806,0.939736324,-0.012539278,0.036407902,0.520220998,0.21683442,-0.107045291,-0.278103579
-1.264523108,-0.220203036,0.115248586,0.799459159,0.024174125,0.036407902,0.520220998,0.347165922,-0.107045291,-0.278103579
-1.378633872,-0.195180791,0.580597056,-0.147411707,0.195940407,0.036407902,0.520220998,0.347165922,-0.107045291,-0.278103579
-1.407161563,-0.157647424,0.885878117,-1.164421156,0.646990794,0.075602679,0.520220998,0.347165922,-0.107045291,-0.278103579
-1.464216945,-0.113858495,1.294096752,-1.024143991,0.527672232,0.075602679,0.520220998,0.347165922,-0.107045291,-0.278103579
-1.521272327,-0.063814006,-1.614331185,0.553974119,-0.176438402,0.075602679,0.520220998,0.347165922,-0.107045291,-0.278103579
-1.549800018,-0.020025077,-1.133609596,-0.287688873,0.657480338,0.075602679,0.520220998,0.347165922,-0.117717606,-0.278103579
-1.578327709,0.036274974,-0.436313998,0.939736324,-0.099078015,0.075602679,0.520220998,0.347165922,-0.117717606,-0.278103579
-1.564063863,0.073808341,0.227534679,0.659181994,-0.392785245,0.075602679,0.520220998,0.347165922,-0.117717606,-0.298022947
-1.564063863,0.073808341,0.668577001,-0.918936117,-0.221018963,0.075602679,0.520220998,0.347165922,-0.117717606,-0.298022947
-1.549800018,0.073808341,0.899381532,-1.620321944,-0.332470367,0.075602679,0.520220998,0.347165922,-0.117717606,-0.298022947
-1.578327709,0.098830586,1.315909962,-0.778658952,0.112024056,0.075602679,0.520220998,0.412331673,-0.117717606,-0.263875459
-1.649646936,0.136363953,-1.466105233,-1.024143991,0.244454547,0.075602679,0.520220998,0.412331673,-0.117717606,-0.266721083
-1.678174627,0.180152882,-1.003976808,1.150152072,0.505381952,0.075602679,0.520220998,0.412331673,-0.117717606,-0.275257955
-1.663910782,0.22394181,-0.324858884,0.764389868,0.174961319,0.075602679,0.520220998,0.412331673,-0.117717606,-0.275257955
-1.649646936,0.280241861,0.378357442,0.413696954,0.357217144,0.075602679,0.520220998,0.412331673,-0.117717606,-0.278103579
-1.663910782,0.317775228,0.730381095,-1.059213282,0.092356161,0.075602679,0.520220998,0.412331673,-0.117717606,-0.278103579
-1.649646936,0.374075279,1.108165109,-1.234559739,0.11858002,0.075602679,0.520220998,0.412331673,-0.117717606,-0.295177323
-1.635383091,0.392841963,1.372001072,-0.147411707,0.341482828,0.075602679,0.520220998,0.412331673,-0.120262542,-0.295177323
-1.6068554,0.417864207,-1.441799085,-0.568243204,0.599787847,0.075602679,0.520220998,0.412331673,-0.120262542,-0.295177323
-1.564063863,0.424119769,-0.833626029,0.413696954,0.542095355,0.075602679,0.520220998,0.412331673,-0.120262542,-0.295177323
-1.564063863,0.43037533,-0.22192131,0.729320576,0.948565181,0.075602679,0.520220998,0.412331673,-0.120262542,-0.298022947
-1.564063863,0.43037533,0.424165182,0.098073332,0.986589778,0.075602679,0.520220998,0.412331673,-0.120262542,-0.175661116
-1.578327709,0.436630891,0.765386102,-1.444975487,0.338860442,0.075602679,0.520220998,0.477497424,-0.120262542,-0.198426108
-1.564063863,0.449142014,1.161140047,-1.51511407,0.810889918,0.075602679,0.520220998,0.477497424,-0.120262542,-0.155741748
-1.535536172,0.461653136,-1.80462547,0.203281206,1.567448271,0.075602679,0.520220998,0.477497424,-0.120262542,-0.195580484
-1.449953099,0.499186503,-1.295858326,0.238350497,1.157044866,0.075602679,0.520220998,0.477497424,-0.120262542,-0.241110467
-1.407161563,0.524208748,-0.622765003,0.553974119,1.1321322,0.075602679,0.520220998,0.477497424,-0.120262542,-0.246801715
-1.407161563,0.555486554,-0.006489898,1.325498529,1.039037497,0.075602679,0.520220998,0.477497424,-0.120262542,-0.255338587
-1.421425408,0.593019921,0.515988407,-0.21755029,0.716484023,0.075602679,0.520220998,0.542663176,-0.120262542,-0.261029835
-1.392897717,0.624297727,0.857832562,-1.480044779,0.785977251,0.075602679,0.520220998,0.542663176,-0.135039593,-0.263875459
-1.378633872,0.649319972,1.19126305,-0.673451078,0.518493882,0.075602679,0.520220998,0.542663176,-0.135039593,-0.275257955
-1.307314644,0.705620023,-1.648297468,0.589043411,-0.559306754,0.134394845,0.520220998,0.542663176,-0.135039593,-0.280949203
-1.250259262,0.761920074,-1.271448306,-0.427966038,-0.426876262,0.134394845,0.520220998,0.542663176,-0.135039593,-0.283794827
-1.207467726,0.79319788,-0.493028343,2.202230813,-0.50030307,0.134394845,0.520220998,0.542663176,-0.135039593,-0.286640451
-1.107620808,0.830731247,0.180792087,0.83452845,-0.239375665,0.134394845,0.520220998,0.542663176,-0.135039593,-0.286640451
-1.050565426,0.862009053,0.55338248,-0.778658952,0.71517283,0.134394845,0.520220998,0.542663176,-0.135039593,-0.286640451
-0.950718507,0.899542421,0.894187911,-1.655391235,0.216919494,0.134394845,0.520220998,0.542663176,-0.135039593,-0.289486075
-0.893663125,0.924564665,1.251509058,-0.813728243,-0.282645034,0.134394845,0.520220998,0.607828927,-0.135039593,-0.289486075
-0.822343898,0.962098033,-1.531025499,0.343558371,0.371640267,0.134394845,0.520220998,0.607828927,-0.135039593,-0.289486075
-0.736760825,1.018398084,-1.0849973,-0.21755029,-0.152836928,0.134394845,0.520220998,0.607828927,-0.135039593,-0.289486075
-0.708233134,1.043420328,-0.403801928,1.886607191,-0.653712649,0.134394845,0.520220998,0.607828927,-0.135039593,-0.289486075
-0.722496979,1.068442573,0.310009385,1.150152072,-0.129235454,0.134394845,0.520220998,0.607828927,-0.163608558,-0.289486075
-0.722496979,1.087209257,0.704205243,-1.024143991,-0.261665946,0.134394845,0.520220998,0.607828927,-0.163608558,-0.286640451
-0.722496979,1.093464818,0.999099062,-1.585252653,-0.950042264,0.134394845,0.520220998,0.607828927,-0.163608558,-0.289486075
-0.693969288,1.099720379,1.292019304,-0.813728243,-0.551439596,0.134394845,0.520220998,0.607828927,-0.163608558,-0.289486075
-0.636913906,1.118487063,-1.458003183,0.659181994,-0.530460508,0.134394845,0.520220998,0.607828927,-0.163608558,-0.289486075
-0.551330833,1.143509308,-0.987668837,-0.848797534,-0.241998051,0.134394845,0.520220998,0.607828927,-0.163608558,-0.289486075
-0.451483915,1.143509308,-0.268663902,0.764389868,-0.236753279,0.134394845,0.520220998,0.607828927,-0.163608558,-0.292331699
-0.365900842,1.130998185,0.362361088,0.063004041,0.018929353,0.134394845,0.520220998,0.607828927,-0.163608558,-0.292331699
-0.280317769,1.130998185,0.68820889,-1.51511407,-0.349515876,0.134394845,0.520220998,0.607828927,-0.163608558,-0.292331699
-0.166207005,1.143509308,1.139326837,-1.725529818,-0.230197314,0.134394845,0.520220998,0.607828927,-0.163608558,-0.292331699
-0.109151623,1.149764869,1.330452102,-1.024143991,-0.658957421,0.134394845,0.520220998,0.607828927,-0.163608558,-0.292331699
-0.123415469,1.162275991,-1.376878818,-0.848797534,-0.807122229,0.134394845,0.520220998,0.607828927,-0.163608558,-0.298022947
-0.137679314,1.168531553,-0.736297565,1.395637112,0.087111389,0.134394845,0.520220998,0.607828927,-0.192752186,-0.298022947
-0.137679314,1.174787114,-0.090834308,2.026884356,-0.061053419,0.134394845,0.520220998,0.607828927,-0.192752186,-0.298022947
-0.123415469,1.181042675,0.499161074,0.413696954,-0.147592156,0.134394845,0.520220998,0.607828927,-0.192752186,-0.298022947
-0.094887778,1.187298236,0.801741452,-0.568243204,-0.169882437,0.134394845,0.520220998,0.607828927,-0.192752186,-0.298022947
-0.052096241,1.199809359,1.21307626,-1.164421156,-0.301001735,0.134394845,0.520220998,0.607828927,-0.192752186,-0.298022947
0.076278368,1.218576042,-1.69587104,-0.673451078,-0.213151805,0.134394845,0.520220998,0.672994678,-0.192752186,-0.298022947
0.176125286,1.237342726,-1.287756277,0.904667033,-0.108256366,0.134394845,0.520220998,0.672994678,-0.192752186,-0.298022947
0.29023605,1.25610941,-0.630867052,1.711260734,-0.226263735,0.134394845,0.520220998,0.672994678,-0.192752186,-0.298022947
0.275972205,1.262364971,0.087099158,2.097022939,-0.801877457,0.134394845,0.520220998,0.672994678,-0.192752186,-0.298022947
0.347291432,1.281131654,0.520662666,0.553974119,-0.753363316,0.134394845,0.520220998,0.672994678,-0.192752186,-0.298022947
0.475666042,1.293642777,0.839135525,-0.673451078,-0.981510896,0.134394845,0.520220998,0.672994678,-0.192752186,-0.298022947
0.632568342,1.318665022,1.268128646,-0.918936117,-0.915951246,0.134394845,0.520220998,0.672994678,-0.192752186,-0.298022947
0.932109097,1.343687266,-1.580364902,-0.077273125,-0.369183771,0.134394845,0.520220998,0.672994678,-0.205723153,-0.298022947
1.203122162,1.36245395,-1.230938059,1.115082781,-0.350827069,0.134394845,0.520220998,0.672994678,-0.205723153,-0.298022947
1.488399071,1.368709511,-0.468722195,2.097022939,-0.880549036,0.134394845,0.520220998,0.672994678,-0.205723153,-0.298022947
1.659565217,1.374965072,0.236883197,1.711260734,-0.86481472,0.134394845,0.520220998,0.672994678,-0.205723153,-0.298022947
1.730884445,1.349942828,0.624535092,0.729320576,-1.323732265,0.134394845,0.520220998,0.672994678,-0.205723153,-0.298022947
1.759412136,1.343687266,0.916001121,-0.112342416,-0.737629,0.134394845,0.520220998,0.672994678,-0.205723153,-0.298022947
1.802203672,1.343687266,1.412511318,-0.357827456,-0.398030017,0.134394845,0.520220998,0.672994678,-0.205723153,-0.298022947
1.973369818,1.349942828,-1.458003183,0.659181994,-0.07023177,0.134394845,0.520220998,0.672994678,-0.205723153,-0.298022947
2.401285183,1.381220634,-1.060691153,0.974805616,-0.350827069,0.134394845,0.520220998,0.672994678,-0.205723153,-0.298022947
2.501132101,1.399987317,-0.41200785,1.886607191,0.04384202,0.134394845,0.520220998,0.672994678,-0.205723153,-0.298022947
2.515395947,1.406242879,0.364230792,0.974805616,-0.589464193,0.134394845,0.520220998,0.738160429,-0.205723153,-0.298022947
2.501132101,1.387476195,0.715423465,0.273419789,-0.071542963,0.134394845,0.520220998,0.738160429,-0.205723153,-0.298022947
2.47260441,1.374965072,1.000137786,-0.74358966,0.033352476,0.134394845,0.520220998,0.738160429,-0.205723153,-0.298022947
2.401285183,1.306153899,1.32525848,-0.673451078,0.321814933,0.134394845,0.520220998,0.80332618,-0.205723153,-0.298022947
2.31570211,1.249853848,-1.409390888,0.553974119,0.046464406,0.134394845,0.520220998,0.80332618,-0.205723153,-0.298022947
2.258646728,1.224831603,-0.914750394,0.027934749,0.338860442,0.134394845,0.520220998,0.80332618,-0.205723153,-0.298022947
2.230119037,1.218576042,-0.231269828,0.659181994,0.409664864,0.134394845,0.520220998,0.80332618,-0.205723153,-0.241110467
2.215855191,1.212320481,0.488773831,1.641122151,0.426710372,0.134394845,0.520220998,0.80332618,-0.205723153,-0.298022947
2.301438264,1.212320481,0.767463551,-0.007134542,0.455556618,0.134394845,0.520220998,0.80332618,-0.205723153,-0.298022947
2.372757492,1.212320481,1.144520459,-0.954005408,0.834491391,0.134394845,0.520220998,0.933657682,-0.205723153,-0.298022947
-0.137679314,-1.221092829,0.501030777,-0.883866826,0.392619355,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.123415469,-1.208581707,0.854716389,-1.059213282,0.38606339,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.123415469,-1.196070584,1.26916737,-0.673451078,0.640434829,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.223262387,-1.183559462,-1.587220482,-0.042203833,0.146115073,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.394428533,-1.202326146,-1.24724603,0.378627663,0.268056021,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.394428533,-1.208581707,-0.468722195,1.465775694,0.199873986,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.380164688,-1.221092829,0.246335588,0.063004041,0.316570162,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.394428533,-1.221092829,0.568443982,-0.708520369,0.690260163,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.394428533,-1.221092829,0.911846224,-0.918936117,0.292968688,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.408692379,-1.221092829,1.343955517,-0.708520369,0.306080618,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.422956224,-1.221092829,-1.49851343,0.168211915,0.085800196,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.465747761,-1.22734839,-1.0849973,0.729320576,0.047775599,-0.21835815,-0.170146156,-0.36965734,-0.148503128,-0.298022947
-0.465747761,-1.22734839,-0.420109899,1.746330025,0.376885039,-0.21835815,-0.170146156,-0.36965734,-0.153593001,-0.298022947
-0.480011606,-1.22734839,0.351142866,0.483835537,0.230031424,-0.21835815,-0.170146156,-0.36965734,-0.153593001,-0.118748637
-0.451483915,-1.208581707,0.693921873,-0.708520369,0.106779284,-0.21835815,-0.170146156,-0.36965734,-0.153593001,-0.141513629
-0.422956224,-1.202326146,1.013641201,-0.918936117,0.203807565,-0.21835815,-0.170146156,-0.36965734,-0.153593001,-0.155741748
-0.451483915,-1.202326146,1.34707169,-0.077273125,0.240520968,-0.21835815,-0.170146156,-0.36965734,-0.153593001,-0.187043612
-0.579858524,-1.196070584,-1.441799085,-1.164421156,0.108090477,-0.21835815,-0.170146156,-0.36965734,-0.153593001,-0.204117356
-0.622650061,-1.202326146,-0.963362689,0.553974119,0.337549249,-0.21835815,-0.170146156,-0.36965734,-0.153593001,-0.209808604
-0.651177752,-1.214837268,-0.231269828,1.676191443,0.303458232,-0.21835815,-0.170146156,-0.36965734,-0.153593001,-0.209808604
-0.708233134,-1.246115074,0.421360626,0.133142623,0.24576574,-0.21835815,-0.170146156,-0.304491589,-0.153593001,-0.067527406
-0.865135434,-1.352459615,0.700465836,-0.954005408,1.112464305,-0.21835815,-0.170146156,-0.304491589,-0.153593001,-0.067527406
-1.079093117,-1.458804155,1.129978319,-0.848797534,1.032481532,-0.21835815,-0.170146156,-0.304491589,-0.153593001,-0.067527406
-1.464216945,-1.608937624,1.36161383,0.659181994,0.506693145,-0.21835815,-0.170146156,-0.304491589,-0.153593001,-0.090292397
-1.435689254,-1.64021543,-1.352572671,0.483835537,0.568319215,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.087446773
-1.350106181,-1.540126451,-0.695787319,1.500844986,0.863337637,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.093138021
-1.293050799,-1.458804155,-0.090834308,1.290429238,0.456867811,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.121594261
-1.064829271,-1.396248543,0.527206629,0.098073332,0.926274901,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.110211765
-1.022037735,-1.389992982,0.802780176,-1.269629031,1.120331463,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.127285509
-0.964982353,-1.383737421,1.186069429,-1.094282574,1.063950164,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.155741748
-0.765288516,-1.37748186,-1.70272662,0.553974119,1.18064634,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.141513629
-0.622650061,-1.333692931,-1.239040109,0.098073332,1.643497465,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.147204877
-0.380164688,-1.233603952,-0.614662954,0.483835537,0.93938683,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.17850674
-0.365900842,-1.189815023,0.096447677,0.974805616,0.766309356,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.17850674
-0.43722007,-1.146026095,0.557121888,-0.673451078,0.542095355,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.212654228
-0.43722007,-1.139770534,0.877568323,-1.51511407,0.319192547,-0.21835815,-0.170146156,-0.304491589,-0.138077098,-0.224036724
-0.337373151,-1.108492728,1.293058028,-0.533173912,0.469979741,-0.21835815,-0.170146156,-0.304491589,-0.127404784,-0.224036724
-0.251790078,-1.058448238,-1.566653741,-0.46303533,0.456867811,-0.21835815,-0.170146156,-0.304491589,-0.127404784,-0.226882348
-0.251790078,-1.014659309,-1.182325764,-0.533173912,0.025485318,-0.21835815,-0.170146156,-0.239325838,-0.127404784,-0.224036724
-0.294581615,-0.983381503,-0.468722195,0.869597742,0.450311846,-0.21835815,-0.170146156,-0.239325838,-0.127404784,-0.229727972
-0.394428533,-0.970870381,0.227534679,0.203281206,0.315258969,-0.21835815,-0.170146156,-0.239325838,-0.127404784,0.621113594
-0.451483915,-0.958359258,0.645205705,-1.374836905,0.384752197,-0.21835815,-0.170146156,-0.239325838,-0.127404784,0.621113594
-0.494275452,-0.958359258,0.910807499,-1.585252653,0.357217144,-0.21835815,-0.170146156,-0.239325838,-0.127404784,0.621113594
-0.565594679,-0.952103697,1.374078521,-0.638381786,0.047775599,-0.21835815,-0.170146156,-0.239325838,-0.127404784,0.621113594
-0.579858524,-0.920825891,-1.458003183,-0.252619581,0.097600933,-0.21835815,-0.170146156,-0.239325838,-0.127404784,0.902830366
-0.59412237,-0.858270279,-1.052589103,-0.21755029,-0.041385524,-0.21835815,-0.170146156,-0.239325838,-0.127404784,0.641032962
-0.537066988,-0.776947983,-0.379599653,0.483835537,-0.264288332,-0.21835815,-0.170146156,-0.239325838,-0.127404784,0.615422346
-0.494275452,-0.764436861,0.367970199,0.027934749,-0.165948858,-0.21835815,-0.170146156,-0.239325838,-0.127404784,0.734938552
-0.465747761,-0.739414616,0.740664465,-1.585252653,0.227409038,-0.21835815,-0.170146156,-0.239325838,-0.130442289,0.683717321
-0.408692379,-0.683114565,1.016757374,-1.269629031,1.099352375,-0.21835815,-0.170146156,-0.239325838,-0.130442289,0.61826797
-0.365900842,-0.626814514,1.366807451,-0.042203833,0.677148233,-0.21835815,-0.170146156,-0.239325838,-0.130442289,0.581274858
-0.380164688,-0.595536708,-1.417389065,0.483835537,0.165782968,-0.21835815,-0.170146156,-0.239325838,-0.130442289,0.524362379
-0.408692379,-0.589281147,-0.890340373,0.589043411,0.125135985,-0.21835815,-0.170146156,-0.239325838,-0.130442289,0.447530532
-0.465747761,-0.576770025,-0.249966865,1.430706403,-0.134480226,-0.21835815,-0.170146156,-0.239325838,-0.130442289,0.399154925
-0.551330833,-0.470425484,0.463532831,-0.007134542,-0.025651208,-0.21835815,-0.170146156,-0.239325838,-0.130442289,0.387772429
-0.551330833,-0.382847627,0.774734621,-1.374836905,0.135625529,-0.21835815,-0.170146156,-0.239325838,-0.130442289,0.285329966
-0.537066988,-0.245225281,1.128939595,-0.778658952,0.014995774,-0.21835815,-0.170146156,-0.239325838,-0.130442289,0.211343743
-0.551330833,-0.13888074,-1.852302914,0.30848908,-0.120057103,-0.21835815,-0.170146156,-0.239325838,-0.130442289,0.13735752
-0.579858524,-0.13888074,-1.303960375,-0.918936117,0.123824792,-0.21835815,-0.170146156,-0.239325838,-0.130442289,0.080445041
