yyyymm,price_index,sgg
201303,77.7,노원구
201304,77.7,노원구
201305,77.6,노원구
201306,77.3,노원구
201307,77.1,노원구
201308,76.6,노원구
201309,76.6,노원구
201310,76.7,노원구
201311,76.8,노원구
201312,76.7,노원구
201401,76.8,노원구
201402,76.8,노원구
201403,77,노원구
201404,77,노원구
201405,76.9,노원구
201406,76.9,노원구
201407,76.9,노원구
201408,76.9,노원구
201409,77.2,노원구
201410,77.5,노원구
201411,77.6,노원구
201412,77.7,노원구
201501,77.8,노원구
201502,78,노원구
201503,78.4,노원구
201504,79,노원구
201505,79.2,노원구
201506,79.4,노원구
201507,79.7,노원구
201508,80.1,노원구
201509,80.8,노원구
201510,81.2,노원구
201511,81.8,노원구
201512,82.1,노원구
201601,82.1,노원구
201602,82.2,노원구
201603,82.3,노원구
201604,82.5,노원구
201605,82.6,노원구
201606,82.8,노원구
201607,83.1,노원구
201608,83.5,노원구
201609,83.8,노원구
201610,84.3,노원구
201611,84.9,노원구
201612,85,노원구
201701,85.2,노원구
201702,85.3,노원구
201703,85.5,노원구
201704,85.6,노원구
201705,85.7,노원구
201706,86.6,노원구
201707,87.9,노원구
201708,89,노원구
201709,88.9,노원구
201710,89.1,노원구
201711,89.3,노원구
201712,89.5,노원구
201801,89.6,노원구
201802,90,노원구
201803,90.7,노원구
201804,91.2,노원구
201805,91.4,노원구
201806,91.5,노원구
201807,91.8,노원구
201808,92.7,노원구
201809,96.9,노원구
201810,99.2,노원구
201811,99.9,노원구
201812,100,노원구
201901,100,노원구
201902,100,노원구
201903,99.9,노원구
201904,99.8,노원구
201905,99.8,노원구
201906,99.7,노원구
201907,100.1,노원구
201908,100.5,노원구
200701,75.5,도봉구
200702,76.1,도봉구
200703,76.3,도봉구
200704,76.9,도봉구
200705,77.1,도봉구
200706,77.5,도봉구
200707,78.3,도봉구
200708,79.2,도봉구
200709,79.4,도봉구
200710,79.8,도봉구
200711,80.3,도봉구
200712,80.4,도봉구
200802,81.5,도봉구
200803,83,도봉구
200804,87.2,도봉구
200805,88.6,도봉구
200806,89.5,도봉구
200807,89.8,도봉구
200808,89.9,도봉구
200809,90.1,도봉구
200810,90,도봉구
200811,89.5,도봉구
200812,88.5,도봉구
200801,81,도봉구
200902,87.4,도봉구
200903,86,도봉구
200904,85.8,도봉구
200905,85.6,도봉구
200906,85.9,도봉구
200907,87,도봉구
200908,87.6,도봉구
200909,88.6,도봉구
200910,89,도봉구
200911,88.8,도봉구
200912,88.8,도봉구
200901,88,도봉구
201002,88.7,도봉구
201003,88.7,도봉구
201004,88.6,도봉구
201005,88.2,도봉구
201006,86.9,도봉구
201007,86,도봉구
201008,85,도봉구
201009,84.7,도봉구
201010,84.5,도봉구
201011,84.4,도봉구
201012,84.2,도봉구
201001,88.7,도봉구
201102,84.4,도봉구
201103,84.4,도봉구
201104,84.5,도봉구
201105,84.5,도봉구
201106,84.5,도봉구
201107,84.4,도봉구
201108,84.2,도봉구
201109,84.2,도봉구
201110,84.2,도봉구
201111,84.1,도봉구
201112,84,도봉구
201101,84.2,도봉구
201201,83.9,도봉구
201202,83.8,도봉구
201203,83.6,도봉구
201204,83.2,도봉구
201205,83,도봉구
201206,82.7,도봉구
201207,82.1,도봉구
201208,81.9,도봉구
201209,81.7,도봉구
201210,80.6,도봉구
201211,79.8,도봉구
201212,79.5,도봉구
201301,79.1,도봉구
201302,78.7,도봉구
201303,78.2,도봉구
201304,77.8,도봉구
201305,77.8,도봉구
201306,77.7,도봉구
201307,77.3,도봉구
201308,77.1,도봉구
201309,77,도봉구
201310,77.2,도봉구
201311,77.3,도봉구
201312,77.5,도봉구
201401,77.5,도봉구
201402,77.7,도봉구
201403,77.8,도봉구
201404,77.9,도봉구
201405,77.9,도봉구
201406,77.8,도봉구
201407,77.8,도봉구
201408,77.7,도봉구
201409,77.8,도봉구
201410,78,도봉구
201411,78.1,도봉구
201412,78.1,도봉구
201501,78.2,도봉구
201502,78.3,도봉구
201503,78.8,도봉구
201504,78.9,도봉구
201505,79.2,도봉구
201506,79.5,도봉구
201507,79.9,도봉구
201508,80.4,도봉구
201509,81.1,도봉구
201510,81.5,도봉구
201511,82,도봉구
201512,82.2,도봉구
201601,82.3,도봉구
201602,82.4,도봉구
201603,82.4,도봉구
201604,82.4,도봉구
201605,82.5,도봉구
201606,82.7,도봉구
201607,83.1,도봉구
201608,83.3,도봉구
201609,83.5,도봉구
201610,83.7,도봉구
201611,84.2,도봉구
201612,84.3,도봉구
201701,84.3,도봉구
201702,84.4,도봉구
201703,84.4,도봉구
201704,84.5,도봉구
201705,84.7,도봉구
201706,85.2,도봉구
201707,86.1,도봉구
201708,87.4,도봉구
201709,87.4,도봉구
201710,87.7,도봉구
201711,88.1,도봉구
201712,88.4,도봉구
201801,88.8,도봉구
201802,89.1,도봉구
201803,89.6,도봉구
201804,90.2,도봉구
201805,90.9,도봉구
201806,91.2,도봉구
201807,91.5,도봉구
201808,92.6,도봉구
201809,96.7,도봉구
201810,98.9,도봉구
201811,99.7,도봉구
201812,99.9,도봉구
201901,100,도봉구
201902,100,도봉구
201903,100,도봉구
201904,100,도봉구
201905,99.9,도봉구
201906,99.9,도봉구
201907,100.2,도봉구
201908,100.4,도봉구
200701,70.8,동대문구
200702,71.2,동대문구
200703,71.2,동대문구
200704,71.9,동대문구
200705,72.2,동대문구
200706,72.4,동대문구
200707,73,동대문구
200708,73.2,동대문구
200709,73.6,동대문구
200710,74.1,동대문구
200711,74.9,동대문구
200712,75.1,동대문구
200802,75.9,동대문구
200803,77.4,동대문구
200804,79.1,동대문구
200805,79.8,동대문구
200806,80.2,동대문구
200807,80.8,동대문구
200808,80.8,동대문구
200809,81.1,동대문구
200810,81.1,동대문구
200811,81.1,동대문구
200812,80.7,동대문구
200801,75.4,동대문구
200902,80.2,동대문구
200903,80.2,동대문구
200904,80.2,동대문구
200905,80.3,동대문구
200906,80.4,동대문구
200907,80.4,동대문구
200908,80.5,동대문구
200909,81.5,동대문구
200910,81.6,동대문구
200911,81.6,동대문구
200912,81.6,동대문구
200901,80.5,동대문구
201002,81.7,동대문구
201003,81.8,동대문구
201004,81.8,동대문구
201005,81.8,동대문구
201006,81.6,동대문구
201007,81.3,동대문구
201008,81.2,동대문구
201009,81.2,동대문구
201010,81.2,동대문구
201011,81.1,동대문구
201012,81.2,동대문구
201001,81.7,동대문구
201102,81.2,동대문구
201103,81.4,동대문구
201104,81.4,동대문구
201105,81.4,동대문구
201106,81.3,동대문구
201107,81.3,동대문구
201108,81.4,동대문구
201109,81.4,동대문구
201110,81.2,동대문구
201111,81.1,동대문구
201112,81.1,동대문구
201101,81.1,동대문구
201201,81.1,동대문구
201202,80.9,동대문구
201203,80.7,동대문구
201204,80.7,동대문구
201205,80.7,동대문구
201206,80.4,동대문구
201207,80.1,동대문구
201208,80,동대문구
201209,79.7,동대문구
201210,79.4,동대문구
201211,79.3,동대문구
201212,79.2,동대문구
201301,78.9,동대문구
201302,78.9,동대문구
201303,78.7,동대문구
201304,78.5,동대문구
201305,78.5,동대문구
201306,78.5,동대문구
201307,77.9,동대문구
201308,77.6,동대문구
201309,77.4,동대문구
201310,77.3,동대문구
201311,77.2,동대문구
201312,76.9,동대문구
201401,76.9,동대문구
201402,76.9,동대문구
201403,77.1,동대문구
201404,77.4,동대문구
201405,77.4,동대문구
201406,77.4,동대문구
201407,77.4,동대문구
201408,77.4,동대문구
201409,77.5,동대문구
201410,77.6,동대문구
201411,77.6,동대문구
201412,77.7,동대문구
201501,77.7,동대문구
201502,77.9,동대문구
201503,78.2,동대문구
201504,78.4,동대문구
201505,78.8,동대문구
201506,79.2,동대문구
201507,79.6,동대문구
201508,79.9,동대문구
201509,80.1,동대문구
201510,80.6,동대문구
201511,80.9,동대문구
201512,81.1,동대문구
201601,81.3,동대문구
201602,81.5,동대문구
201603,81.6,동대문구
201604,81.7,동대문구
201605,81.9,동대문구
201606,82.2,동대문구
201607,82.3,동대문구
201608,82.7,동대문구
201609,83,동대문구
201610,83.6,동대문구
201611,84.2,동대문구
201612,84.2,동대문구
201701,84.3,동대문구
201702,84.4,동대문구
201703,84.4,동대문구
201704,84.4,동대문구
201705,84.6,동대문구
201706,84.9,동대문구
201707,85.5,동대문구
201708,86.4,동대문구
201709,86.6,동대문구
201710,87,동대문구
201711,87.3,동대문구
201712,87.6,동대문구
201801,88.2,동대문구
201802,89,동대문구
201803,90.3,동대문구
201804,91.2,동대문구
201805,91.4,동대문구
201806,92,동대문구
201807,92.6,동대문구
201808,93.2,동대문구
201809,97.3,동대문구
201810,99.3,동대문구
201811,99.9,동대문구
201812,100,동대문구
201901,100,동대문구
201902,100,동대문구
201903,99.9,동대문구
201904,99.8,동대문구
201905,99.8,동대문구
201906,99.4,동대문구
201907,99.7,동대문구
201908,100.1,동대문구
200701,76.3,동작구
200702,76.4,동작구
200703,76.8,동작구
200704,76.9,동작구
200705,77,동작구
200706,77,동작구
200707,77.2,동작구
200708,77.2,동작구
200709,77.6,동작구
200710,77.7,동작구
200711,77.9,동작구
200712,77.8,동작구
200802,78.3,동작구
200803,78.5,동작구
200804,79.1,동작구
200805,79.3,동작구
200806,79.7,동작구
200807,79.8,동작구
200808,79.8,동작구
200809,79.9,동작구
200810,79.9,동작구
200811,79.9,동작구
200812,78.7,동작구
200801,78,동작구
200902,77,동작구
200903,76.5,동작구
200904,76.5,동작구
200905,76.6,동작구
200906,76.7,동작구
200907,76.8,동작구
200908,77.2,동작구
200909,78,동작구
200910,78,동작구
200911,78,동작구
200912,78,동작구
200901,77.5,동작구
201002,78,동작구
201003,78.1,동작구
201004,78.2,동작구
201005,78.1,동작구
201006,78,동작구
201007,77.9,동작구
201008,77.9,동작구
201009,77.7,동작구
201010,77.7,동작구
201011,77.4,동작구
201012,77.4,동작구
201001,78,동작구
201102,77.7,동작구
201103,77.8,동작구
201104,77.7,동작구
201105,77.7,동작구
201106,77.7,동작구
201107,77.5,동작구
201108,77.4,동작구
201109,77.3,동작구
201110,77.3,동작구
201111,77.3,동작구
201112,77.2,동작구
201101,77.5,동작구
201202,77.2,동작구
201203,77.2,동작구
201204,76.9,동작구
201205,76.6,동작구
201206,76.4,동작구
201207,76,동작구
201208,75.7,동작구
201209,75,동작구
201210,74.4,동작구
201211,74.4,동작구
201212,74.3,동작구
201201,77.2,동작구
201301,74,동작구
201302,73.9,동작구
201303,73.2,동작구
201304,73.1,동작구
201305,73,동작구
201306,72.9,동작구
201307,72.6,동작구
201308,72.6,동작구
201309,72.5,동작구
201310,72.5,동작구
201311,72.5,동작구
201312,72.4,동작구
201401,72.3,동작구
201402,72.4,동작구
201403,72.5,동작구
201404,72.6,동작구
201405,72.7,동작구
201406,72.6,동작구
201407,72.6,동작구
201408,72.7,동작구
201409,72.7,동작구
201410,72.9,동작구
201411,73.1,동작구
201412,73.1,동작구
201501,73.1,동작구
201502,73.2,동작구
201503,73.6,동작구
201504,74,동작구
201505,74.4,동작구
201506,74.6,동작구
201507,75,동작구
201508,75.4,동작구
201509,76.3,동작구
201510,76.6,동작구
201511,77.5,동작구
201512,77.8,동작구
201601,77.8,동작구
201602,77.9,동작구
201603,77.9,동작구
201604,78,동작구
201605,78.2,동작구
201606,78.4,동작구
201607,78.8,동작구
201608,79.2,동작구
201609,79.4,동작구
201610,79.8,동작구
201611,80.4,동작구
201612,80.5,동작구
201701,80.6,동작구
201702,80.6,동작구
201703,80.7,동작구
201704,80.8,동작구
201705,81,동작구
201706,81.9,동작구
201707,82.9,동작구
201708,83.9,동작구
201709,84.1,동작구
201710,84.5,동작구
201711,84.8,동작구
201712,85.3,동작구
201801,86.3,동작구
201802,86.9,동작구
201803,88.1,동작구
201804,89.1,동작구
201805,89.8,동작구
201806,90.7,동작구
201807,91.6,동작구
201808,93.2,동작구
201809,97.3,동작구
201810,99,동작구
201811,99.5,동작구
201812,100,동작구
201901,100,동작구
201902,100,동작구
201903,100,동작구
201904,99.9,동작구
201905,99.8,동작구
201906,99.8,동작구
201907,99.9,동작구
201908,100.3,동작구
200701,73.5,마포구
200702,73.6,마포구
200703,73.9,마포구
200704,74,마포구
200705,74,마포구
200706,73.9,마포구
200707,73.9,마포구
200708,74,마포구
200709,74.1,마포구
200710,74.2,마포구
200711,74.2,마포구
200712,74.2,마포구
200802,74.6,마포구
200803,74.8,마포구
200804,75.4,마포구
200805,75.8,마포구
200806,76.2,마포구
200807,76.5,마포구
200808,76.6,마포구
200809,76.8,마포구
200810,76.3,마포구
200811,75.8,마포구
200812,74.5,마포구
200801,74.4,마포구
200902,73.7,마포구
200903,73.6,마포구
200904,74.1,마포구
200905,74.6,마포구
200906,75.3,마포구
200907,75.8,마포구
200908,76.4,마포구
200909,77.1,마포구
200910,77.8,마포구
200911,77.8,마포구
200912,77.6,마포구
200901,73.8,마포구
201002,77.8,마포구
201003,77.9,마포구
201004,77.8,마포구
201005,77.6,마포구
201006,77.6,마포구
201007,76.7,마포구
201008,76.6,마포구
201009,76.5,마포구
201010,76.4,마포구
201011,76.4,마포구
201012,76.5,마포구
201001,77.7,마포구
201102,77.1,마포구
201103,77.2,마포구
201104,77.1,마포구
201105,77.1,마포구
201106,76.9,마포구
201107,76.7,마포구
201108,76.7,마포구
201109,76.6,마포구
201110,76.6,마포구
201111,76.6,마포구
201112,76.6,마포구
201101,76.6,마포구
201202,76.2,마포구
201203,76,마포구
201204,75.6,마포구
201205,75.4,마포구
201206,75.4,마포구
201207,75,마포구
201208,74.8,마포구
201209,74.4,마포구
201210,74,마포구
201211,73.7,마포구
201212,73.5,마포구
201201,76.4,마포구
201301,73.3,마포구
201302,73.2,마포구
201303,73.1,마포구
201304,73,마포구
201305,72.9,마포구
201306,72.8,마포구
201307,72.7,마포구
201308,72.5,마포구
201309,72.4,마포구
201310,72.4,마포구
201311,72.4,마포구
201312,72.5,마포구
201401,72.5,마포구
201402,72.5,마포구
201403,72.7,마포구
201404,72.8,마포구
201405,72.8,마포구
201406,72.8,마포구
201407,72.8,마포구
201408,72.8,마포구
201409,73,마포구
201410,73.2,마포구
201411,73.4,마포구
201412,73.4,마포구
201501,73.5,마포구
201502,73.6,마포구
201503,74,마포구
201504,74.4,마포구
201505,74.7,마포구
201506,75.1,마포구
201507,75.5,마포구
201508,75.7,마포구
201509,76.1,마포구
201510,76.5,마포구
201511,76.8,마포구
201512,77.2,마포구
201601,77.3,마포구
201602,77.6,마포구
201603,77.8,마포구
201604,78,마포구
201605,78.3,마포구
201606,78.7,마포구
201607,79.2,마포구
201608,79.7,마포구
201609,80,마포구
201610,80.6,마포구
201611,81.5,마포구
201612,81.8,마포구
201701,81.8,마포구
201702,81.9,마포구
201703,82,마포구
201704,82.1,마포구
201705,82.3,마포구
201706,83.1,마포구
201707,83.8,마포구
201708,84.9,마포구
201709,85.3,마포구
201710,85.7,마포구
201711,86.4,마포구
201712,87.2,마포구
201801,88.4,마포구
201802,89.3,마포구
201803,90.2,마포구
201804,91,마포구
201805,91.5,마포구
201806,92.1,마포구
201807,93,마포구
201808,94.5,마포구
201809,97.9,마포구
201810,99.6,마포구
201811,99.9,마포구
201812,100,마포구
201901,100,마포구
201902,99.9,마포구
201903,99.8,마포구
201904,99.8,마포구
201905,99.6,마포구
201906,99.6,마포구
201907,100.4,마포구
201908,101.1,마포구
200701,72.2,서대문구
200702,72.8,서대문구
200703,73,서대문구
200704,73.2,서대문구
200705,73.3,서대문구
200706,73.3,서대문구
200707,73.9,서대문구
200708,74,서대문구
200709,74.3,서대문구
200710,74.7,서대문구
200711,75.4,서대문구
200712,75.7,서대문구
200802,76.7,서대문구
200803,77.4,서대문구
200804,78.5,서대문구
200805,79.5,서대문구
200806,80.4,서대문구
200807,80.9,서대문구
200808,81.2,서대문구
200809,81.2,서대문구
200810,81.2,서대문구
200811,81,서대문구
200812,80.7,서대문구
200801,75.9,서대문구
200902,80.4,서대문구
200903,80.3,서대문구
200904,80.2,서대문구
200905,80,서대문구
200906,79.9,서대문구
200907,79.7,서대문구
200908,79.9,서대문구
200909,80.8,서대문구
200910,81.1,서대문구
200911,81.1,서대문구
200912,81.1,서대문구
200901,80.6,서대문구
201002,81.2,서대문구
201003,81.2,서대문구
201004,81.2,서대문구
201005,81.2,서대문구
201006,81,서대문구
201007,80.9,서대문구
201008,80.4,서대문구
201009,80.4,서대문구
201010,80.3,서대문구
201011,80.2,서대문구
201012,80.2,서대문구
201001,81.1,서대문구
201102,80.4,서대문구
201103,80.6,서대문구
201104,80.6,서대문구
201105,80.6,서대문구
201106,80.5,서대문구
201107,80.5,서대문구
201108,80.4,서대문구
201109,80.3,서대문구
201110,80.4,서대문구
201111,80.3,서대문구
201112,80.3,서대문구
201101,80.3,서대문구
201202,80.2,서대문구
201203,80.1,서대문구
201204,79.9,서대문구
201205,79.8,서대문구
201206,79.6,서대문구
201207,79.3,서대문구
201208,79.1,서대문구
201209,79,서대문구
201210,78.5,서대문구
201211,78.3,서대문구
201212,78.2,서대문구
201201,80.2,서대문구
201302,77.9,서대문구
201303,77.7,서대문구
201304,77.7,서대문구
201305,77.6,서대문구
201306,77.5,서대문구
201307,77.5,서대문구
201308,77.3,서대문구
201309,77.2,서대문구
201310,77.3,서대문구
201311,77.1,서대문구
201312,76.9,서대문구
201301,78,서대문구
201401,76.9,서대문구
201402,76.9,서대문구
201403,77.1,서대문구
201404,77.2,서대문구
201405,77.1,서대문구
201406,77.1,서대문구
201407,77.1,서대문구
201408,77.1,서대문구
201409,77.3,서대문구
201410,77.4,서대문구
201411,77.6,서대문구
201412,77.6,서대문구
201501,77.7,서대문구
201502,77.9,서대문구
201503,78.4,서대문구
201504,78.8,서대문구
201505,79.1,서대문구
201506,79.4,서대문구
201507,79.6,서대문구
201508,79.9,서대문구
201509,80.4,서대문구
201510,80.6,서대문구
201511,81,서대문구
201512,81.2,서대문구
201601,81.2,서대문구
201602,81.4,서대문구
201603,81.6,서대문구
201604,81.7,서대문구
201605,82.1,서대문구
201606,82.4,서대문구
201607,82.8,서대문구
201608,83.2,서대문구
201609,83.5,서대문구
201610,84.2,서대문구
201611,84.9,서대문구
201612,85.1,서대문구
201701,85.2,서대문구
201702,85.3,서대문구
201703,85.4,서대문구
201704,85.5,서대문구
201705,85.6,서대문구
201706,85.8,서대문구
201707,86.3,서대문구
201708,86.9,서대문구
201709,87.1,서대문구
201710,87.6,서대문구
201711,88.2,서대문구
201712,88.8,서대문구
201801,89,서대문구
201802,89.4,서대문구
201803,90.6,서대문구
201804,91.4,서대문구
201805,91.9,서대문구
201806,92.7,서대문구
201807,93.5,서대문구
201808,94.7,서대문구
201809,97.3,서대문구
201810,99.4,서대문구
201811,99.8,서대문구
201812,100,서대문구
201901,100,서대문구
201902,100,서대문구
201903,100.1,서대문구
201904,100.2,서대문구
201905,100.2,서대문구
201906,100.2,서대문구
201907,100.4,서대문구
201908,100.9,서대문구
200701,76.5,서울전체
200702,76.7,서울전체
200703,76.8,서울전체
200704,76.8,서울전체
200705,76.7,서울전체
200706,76.7,서울전체
200707,76.9,서울전체
200708,77.1,서울전체
200709,77.3,서울전체
200710,77.5,서울전체
200711,77.7,서울전체
200712,77.8,서울전체
200802,78.6,서울전체
200803,79.7,서울전체
200804,81.3,서울전체
200805,82,서울전체
200806,82.4,서울전체
200807,82.6,서울전체
200808,82.6,서울전체
200809,82.6,서울전체
200810,82.3,서울전체
200811,81.7,서울전체
200812,80.3,서울전체
200801,78.2,서울전체
200902,79.4,서울전체
200903,79.2,서울전체
200904,79.5,서울전체
200905,79.7,서울전체
200906,80.1,서울전체
200907,80.8,서울전체
200908,81.2,서울전체
200909,82.1,서울전체
200910,82.4,서울전체
200911,82.4,서울전체
200912,82.4,서울전체
200901,79.6,서울전체
201002,82.7,서울전체
201003,82.7,서울전체
201004,82.5,서울전체
201005,82.2,서울전체
201006,81.8,서울전체
201007,81.3,서울전체
201008,81,서울전체
201009,80.7,서울전체
201010,80.6,서울전체
201011,80.5,서울전체
201012,80.6,서울전체
201001,82.5,서울전체
201102,80.9,서울전체
201103,81.1,서울전체
201104,81.1,서울전체
201105,81,서울전체
201106,80.9,서울전체
201107,80.8,서울전체
201108,80.7,서울전체
201109,80.6,서울전체
201110,80.5,서울전체
201111,80.3,서울전체
201112,80.2,서울전체
201101,80.7,서울전체
201202,80,서울전체
201203,79.8,서울전체
201204,79.4,서울전체
201205,79.2,서울전체
201206,79,서울전체
201207,78.6,서울전체
201208,78.2,서울전체
201209,77.7,서울전체
201210,77.2,서울전체
201211,76.9,서울전체
201212,76.6,서울전체
201201,80.1,서울전체
201302,76.1,서울전체
201303,75.9,서울전체
201304,75.8,서울전체
201305,75.8,서울전체
201306,75.6,서울전체
201307,75.4,서울전체
201308,75.2,서울전체
201309,75.1,서울전체
201310,75.2,서울전체
201311,75.2,서울전체
201312,75.2,서울전체
201301,76.3,서울전체
201401,75.2,서울전체
201402,75.3,서울전체
201403,75.5,서울전체
201404,75.6,서울전체
201405,75.6,서울전체
201406,75.5,서울전체
201407,75.5,서울전체
201408,75.5,서울전체
201409,75.7,서울전체
201410,76,서울전체
201411,76,서울전체
201412,76,서울전체
201501,76.1,서울전체
201502,76.3,서울전체
201503,76.6,서울전체
201504,77,서울전체
201505,77.3,서울전체
201506,77.7,서울전체
201507,78.1,서울전체
201508,78.5,서울전체
201509,79.1,서울전체
201510,79.5,서울전체
201511,80,서울전체
201512,80.3,서울전체
201601,80.4,서울전체
201602,80.5,서울전체
201603,80.5,서울전체
201604,80.6,서울전체
201605,80.9,서울전체
201606,81.2,서울전체
201607,81.6,서울전체
201608,82.1,서울전체
201609,82.4,서울전체
201610,83,서울전체
201611,83.6,서울전체
201612,83.7,서울전체
201701,83.7,서울전체
201702,83.7,서울전체
201703,83.8,서울전체
201704,83.9,서울전체
201705,84.1,서울전체
201706,84.8,서울전체
201707,85.5,서울전체
201708,86.4,서울전체
201709,86.6,서울전체
201710,87,서울전체
201711,87.5,서울전체
201712,88.1,서울전체
201801,89.1,서울전체
201802,89.9,서울전체
201803,91.1,서울전체
201804,91.8,서울전체
201805,92.2,서울전체
201806,92.5,서울전체
201807,93,서울전체
201808,94.1,서울전체
201809,97.7,서울전체
201810,99.5,서울전체
201811,99.9,서울전체
201812,100,서울전체
201901,100,서울전체
201902,99.9,서울전체
201903,99.7,서울전체
201904,99.6,서울전체
201905,99.5,서울전체
201906,99.5,서울전체
201907,99.8,서울전체
201908,100.2,서울전체
200701,80.2,서초구
200702,80.1,서초구
200703,80,서초구
200704,79.9,서초구
200705,79.7,서초구
200706,79.6,서초구
200707,79.5,서초구
200708,79.5,서초구
200709,79.5,서초구
200710,79.4,서초구
200711,79.2,서초구
200712,79.2,서초구
200802,79.3,서초구
200803,79.3,서초구
200804,79.4,서초구
200805,79.4,서초구
200806,79.3,서초구
200807,79.1,서초구
200808,79,서초구
200809,78.8,서초구
200810,78.1,서초구
200811,76.6,서초구
200812,74.5,서초구
200801,79.3,서초구
200902,72.7,서초구
200903,72.7,서초구
200904,73.7,서초구
200905,74,서초구
200906,74.4,서초구
200907,75.9,서초구
200908,76.7,서초구
200909,78.2,서초구
200910,78.5,서초구
200911,78.8,서초구
200912,78.7,서초구
200901,73.1,서초구
201002,79.9,서초구
201003,80,서초구
201004,80,서초구
201005,79.7,서초구
201006,79.2,서초구
201007,79.1,서초구
201008,79,서초구
201009,78.9,서초구
201010,78.9,서초구
201011,78.9,서초구
201012,79.1,서초구
201001,79,서초구
201102,80.3,서초구
201103,80.4,서초구
201104,80.5,서초구
201105,80.4,서초구
201106,80.4,서초구
201107,80.3,서초구
201108,80.3,서초구
201109,80.4,서초구
201110,80.4,서초구
201111,80.2,서초구
201112,80.1,서초구
201101,79.5,서초구
201202,79.8,서초구
201203,79.6,서초구
201204,79.1,서초구
201205,78.6,서초구
201206,78.2,서초구
201207,77.6,서초구
201208,76.8,서초구
201209,76,서초구
201210,75.5,서초구
201211,75.1,서초구
201212,74.8,서초구
201201,79.9,서초구
201302,74,서초구
201303,73.9,서초구
201304,73.9,서초구
201305,74,서초구
201306,73.9,서초구
201307,73.9,서초구
201308,73.9,서초구
201309,73.9,서초구
201310,73.9,서초구
201311,73.9,서초구
201312,73.9,서초구
201301,74.4,서초구
201402,74.2,서초구
201403,74.5,서초구
201404,74.6,서초구
201405,74.6,서초구
201406,74.5,서초구
201407,74.6,서초구
201408,75,서초구
201409,75.3,서초구
201410,75.9,서초구
201411,76,서초구
201412,76,서초구
201401,74,서초구
201501,76,서초구
201502,76.3,서초구
201503,76.6,서초구
201504,77.3,서초구
201505,77.6,서초구
201506,78.1,서초구
201507,78.3,서초구
201508,79,서초구
201509,79.8,서초구
201510,80,서초구
201511,80.6,서초구
201512,81,서초구
201601,81.1,서초구
201602,81.2,서초구
201603,81.2,서초구
201604,81.3,서초구
201605,81.8,서초구
201606,82.4,서초구
201607,83,서초구
201608,83.7,서초구
201609,84.3,서초구
201610,85.2,서초구
201611,85.6,서초구
201612,85.5,서초구
201701,85.3,서초구
201702,85.3,서초구
201703,85.5,서초구
201704,85.7,서초구
201705,86,서초구
201706,86.7,서초구
201707,87.5,서초구
201708,88.5,서초구
201709,88.5,서초구
201710,88.8,서초구
201711,89.2,서초구
201712,90,서초구
201801,90.9,서초구
201802,91.7,서초구
201803,93.1,서초구
201804,93.6,서초구
201805,93.8,서초구
201806,93.8,서초구
201807,93.8,서초구
201808,94.7,서초구
201809,98.7,서초구
201810,100.1,서초구
201811,100.1,서초구
201812,100,서초구
201901,100,서초구
201902,99.9,서초구
201903,99.6,서초구
201904,99.2,서초구
201905,99.1,서초구
201906,99.1,서초구
201907,99.8,서초구
201908,100.7,서초구
200701,76,성동구
200702,76.7,성동구
200703,77,성동구
200704,77.4,성동구
200705,77.4,성동구
200706,77.5,성동구
200707,77.5,성동구
200708,77.5,성동구
200709,77.6,성동구
200710,77.6,성동구
200711,77.9,성동구
200712,77.8,성동구
200802,77.8,성동구
200803,78.4,성동구
200804,78.8,성동구
200805,79,성동구
200806,79,성동구
200807,79.1,성동구
200808,79.1,성동구
200809,79.1,성동구
200810,79.1,성동구
200811,79,성동구
200812,78.3,성동구
200801,77.7,성동구
200902,77.8,성동구
200903,77.7,성동구
200904,77.9,성동구
200905,77.8,성동구
200906,77.9,성동구
200907,77.9,성동구
200908,78,성동구
200909,78.3,성동구
200910,78.3,성동구
200911,78.4,성동구
200912,78.4,성동구
200901,78,성동구
201002,78.5,성동구
201003,78.5,성동구
201004,78.5,성동구
201005,78.4,성동구
201006,78.1,성동구
201007,77.9,성동구
201008,77.9,성동구
201009,77.9,성동구
201010,77.7,성동구
201011,77.5,성동구
201012,77.5,성동구
201001,78.4,성동구
201102,77.7,성동구
201103,77.8,성동구
201104,77.8,성동구
201105,77.9,성동구
201106,77.8,성동구
201107,77.8,성동구
201108,77.7,성동구
201109,77.8,성동구
201110,77.8,성동구
201111,77.7,성동구
201112,77.7,성동구
201101,77.6,성동구
201202,77.7,성동구
201203,77.5,성동구
201204,77.4,성동구
201205,77.3,성동구
201206,77.3,성동구
201207,77.1,성동구
201208,76.9,성동구
201209,76.9,성동구
201210,76.6,성동구
201211,76.2,성동구
201212,76.1,성동구
201201,77.7,성동구
201302,75.6,성동구
201303,75.1,성동구
201304,74.9,성동구
201305,74.8,성동구
201306,74.5,성동구
201307,74.2,성동구
201308,73.8,성동구
201309,73.7,성동구
201310,73.8,성동구
201311,73.8,성동구
201312,73.8,성동구
201301,75.8,성동구
201402,73.7,성동구
201403,73.8,성동구
201404,73.9,성동구
201405,73.9,성동구
201406,73.7,성동구
201407,73.7,성동구
201408,73.6,성동구
201409,73.8,성동구
201410,73.8,성동구
201411,73.9,성동구
201412,74.1,성동구
201401,73.8,성동구
201501,74.1,성동구
201502,74.3,성동구
