yyyymm,buy_index,sgg,rent_index,cpi,pir,move_population,subway,department_store,apart_brand,marry,unsold
201002,80.8,광진구,58.6,77.675,23.7,10,9,1,1,2672,3
201003,81,광진구,59.6,81.656,26.5,51,9,1,1,2672,3
201004,81,광진구,59.9,88.057,28.9,-169,9,1,1,2672,3
201005,80.9,광진구,60.1,95.482,24.9,-219,9,1,1,2672,3
201006,80.8,광진구,60,98.782,21,-89,9,1,1,2672,3
201007,80.7,광진구,60.2,101.86,22,-265,9,1,1,2672,3
201008,80.5,광진구,60.8,105.07,23.4,-157,9,1,1,2672,3
201009,80.5,광진구,61,78.221,23.4,-191,9,1,1,2672,3
201010,80.4,광진구,61.3,82.827,28.2,-202,9,1,1,2672,3
201011,80,광진구,61.7,89.875,27.4,-229,9,1,1,2672,3
201012,80,광진구,61.9,96.158,24.3,-233,9,1,1,2672,2
201101,80.3,광진구,63.3,98.845,21.3,-11,9,1,1,2766,2
201102,80.7,광진구,64.8,102.98,22.2,-50,9,1,1,2766,2
201103,80.7,광진구,65.6,105.21,25.7,-95,9,1,1,2766,2
201104,80.7,광진구,66.1,79.08,26.2,-172,9,1,1,2766,2
201105,80.7,광진구,66.5,85.403,29,-224,9,1,1,2766,2
201106,80.7,광진구,66.7,91.227,28.6,-117,9,1,1,2766,2
201107,80.7,광진구,66.9,97.177,24.1,-191,9,1,1,2766,2
201108,80.7,광진구,68.6,99.83,22.8,-209,9,1,1,2766,2
201109,80.7,광진구,69.6,103.52,23.1,-146,9,1,1,2766,2
201110,80.7,광진구,70.6,75.709,26.7,-130,9,1,1,2766,2
201111,80.6,광진구,70.7,80.173,25.4,-114,9,1,1,2766,2
201112,80.6,광진구,70.6,86.184,29.8,-295,9,1,1,2766,2
201201,80.6,광진구,70.7,93.03,26.8,3,9,1,1,2798,2
201202,80.5,광진구,71,97.465,24.1,30,9,1,1,2798,2
201203,80.3,광진구,71.2,100.55,21.3,61,9,1,1,2798,19
201204,80,광진구,71.8,104.55,22,7,9,1,1,2798,19
201205,80,광진구,71.9,77.019,26.9,48,9,1,1,2798,19
201206,79.8,광진구,71.8,80.719,24.3,-100,9,1,1,2798,19
201207,79.6,광진구,71.7,87.589,28.2,158,9,1,1,2798,19
201208,79.5,광진구,71.6,94.292,27.9,113,9,1,1,2798,19
201209,78.9,광진구,72.2,98.313,23.5,14,9,1,1,2798,19
201210,78.5,광진구,72.8,100.87,21.4,-275,9,1,1,2798,19
201211,78.4,광진구,73.2,105.33,23.6,-58,9,1,1,2798,19
201212,78.1,광진구,74,78.065,25,-172,9,1,1,2798,19
201301,77.8,광진구,74.4,81.968,26.3,159,9,1,1,2685,26
201302,77.7,광진구,74.7,88.447,29,107,9,1,1,2685,26
201303,77.7,광진구,75.4,95.644,27.2,10,9,1,1,2685,20
201304,77.6,광진구,75.7,99.232,23.1,-130,9,1,1,2685,20
201305,77.5,광진구,75.9,101.89,21.9,-93,9,1,1,2685,20
201306,77.4,광진구,76.2,105.26,24.6,-104,9,1,1,2685,16
201307,77.2,광진구,76.8,78.456,23,-122,9,1,1,2685,15
201308,77,광진구,77.2,83.53,29.3,-55,9,1,1,2685,15
201309,76.7,광진구,78.4,89.695,25.9,39,9,1,1,2685,10
201310,76.7,광진구,79.6,96.564,26.7,-238,9,1,1,2685,8
201311,76.6,광진구,80.1,99.56,21.4,-195,9,1,1,2685,8
201312,76.6,광진구,80.9,102.97,21.9,-261,9,1,1,2685,7
201401,76.6,광진구,82,74.269,26.1,-80,9,1,1,2589,6
201402,76.6,광진구,82.7,79.548,23.2,193,9,1,1,2589,6
201403,77,광진구,83.3,85.872,28.9,95,9,1,1,2589,6
201404,77,광진구,83.5,91.047,28.8,-171,9,1,1,2589,5
201405,77,광진구,83.7,97.069,24.5,-255,9,1,1,2589,3
201406,76.8,광진구,84,100.51,20.7,-233,9,1,1,2589,16
201407,76.8,광진구,84.1,103.16,22.5,-329,9,1,1,2589,13
201408,76.8,광진구,84.3,75.775,27.2,-229,9,1,1,2589,12
201409,77,광진구,84.8,80.094,25.1,-322,9,1,1,2589,8
201410,77.3,광진구,85.3,86.808,27.3,-366,9,1,1,2589,7
201411,77.3,광진구,85.4,93.391,27.9,-355,9,1,1,2589,5
201412,77.4,광진구,85.7,97.438,23.7,-290,9,1,1,2589,5
201501,77.4,광진구,86,101.03,21.5,-2,9,1,1,2576,1
201502,77.5,광진구,86.5,104.19,24.1,185,9,1,1,2576,0
201503,77.8,광진구,87.1,76.626,26.6,20,9,1,1,2576,0
201504,78.1,광진구,87.4,81.578,27.4,-65,9,1,1,2576,16
201505,78.2,광진구,87.6,88.135,31.5,-187,9,1,1,2576,6
201506,78.4,광진구,88.3,94.563,28.2,-292,9,1,1,2576,3
201507,78.9,광진구,88.9,98.727,22.6,-153,9,1,1,2576,0
201508,79.3,광진구,89.7,101.15,21.3,-228,9,1,1,2576,0
201509,79.6,광진구,90.3,104.49,23.3,-224,9,1,1,2576,0
201510,79.8,광진구,90.8,77.752,27.2,-161,9,1,1,2576,0
201511,80,광진구,91.1,82.515,24.8,-110,9,1,1,2576,28
201512,80.2,광진구,91.5,89.154,30.5,-261,9,1,1,2576,22
201601,80.4,광진구,92.2,95.644,27.1,-85,9,1,1,2285,18
201602,80.6,광진구,92.9,98.845,21.8,151,9,1,1,2285,14
201603,80.7,광진구,93.3,103,21.5,-10,9,1,1,2285,9
201604,80.7,광진구,93.4,105.17,23,-91,9,1,1,2285,4
201605,80.9,광진구,93.7,78.456,21.8,-299,9,1,1,2285,0
201606,81.1,광진구,93.8,84.466,26,-82,9,1,1,2285,0
201607,81.5,광진구,94,90.416,27.3,-50,9,1,1,2285,0
201608,82,광진구,94.4,96.384,24.4,-33,9,1,1,2285,0
201609,82.2,광진구,94.5,99.63,21.6,-52,9,1,1,2285,0
201610,82.4,광진구,95,103.89,21.2,-265,9,1,1,2285,0
201611,82.9,광진구,95.3,75.055,23,-298,9,1,1,2285,0
201612,83,광진구,95.3,79.471,23.6,-293,9,1,1,2285,0
201701,83,광진구,95.4,86.184,30.1,96,9,1,1,2082,0
201702,83,광진구,95.3,92.58,29.3,265,9,1,1,2082,0
201703,83,광진구,95.3,96.925,26.5,61,9,1,1,2082,0
201704,83.1,광진구,95.3,100.33,22.7,74,9,1,1,2082,0
201705,83.2,광진구,95.3,104.32,21.3,-36,9,1,1,2082,0
201706,84.5,광진구,96,76.821,25.3,124,9,1,1,2082,0
201707,85,광진구,96.3,80.094,28.6,131,9,1,2,2082,0
201708,86.1,광진구,96.7,87.589,32.9,245,9,1,2,2082,0
201709,86.5,광진구,97.1,94.473,31.4,-39,9,1,2,2082,0
201710,87.2,광진구,97.4,97.574,26.7,-11,9,1,2,2082,0
201711,88.5,광진구,98.1,100.88,23.9,92,9,1,2,2082,0
201712,89.3,광진구,98.5,105.04,23.9,22,9,1,2,2082,0
201801,90.7,광진구,99,77.675,27.4,216,9,1,2,2164,0
201802,92.1,광진구,99.3,81.656,29,86,9,1,2,2164,0
201803,93.9,광진구,99.4,88.057,30.1,-169,9,1,2,2164,0
201804,94.6,광진구,99.3,95.482,29,-141,9,1,2,2164,0
201805,94.7,광진구,99.2,98.782,27.2,-193,9,1,2,2164,0
201806,94.7,광진구,99.2,101.86,24,-164,9,1,2,2164,0
201807,95,광진구,98.9,105.07,23.7,-140,9,1,2,2164,0
201808,95.4,광진구,98.8,78.221,27.1,49,9,1,2,2164,0
201809,98.1,광진구,99.4,82.827,28.5,-23,9,1,2,2164,-
201810,99.7,광진구,99.8,89.875,29.7,64,9,1,2,2164,-
201811,100,광진구,100,96.158,29.8,267,9,1,2,2164,0
201812,100,광진구,100,98.845,24.9,20,9,1,2,2164,0
201901,100,광진구,100,102.98,22.7,81,9,1,2,2164,0
201902,100,광진구,99.9,105.21,25.2,336,9,1,2,2164,0
201903,99.9,광진구,99.4,79.08,28.8,-132,9,1,2,2164,721
201904,99.8,광진구,99.3,85.403,24.9,-112,9,1,2,2164,244
201905,99.7,광진구,99.2,91.227,30.6,37,9,1,2,2164,110
201906,99.7,광진구,99.1,97.177,29.3,-5,9,1,2,2164,3
201907,100.1,광진구,99.2,99.83,25,-291,9,1,2,2164,18
201908,100.6,광진구,99.5,103.52,23.8,102,9,1,2,2164,14
200701,75,구로구,53,97.429,23.5,135,11,0,2,3952,-
200702,75.4,구로구,53.4,100.71,22.6,194,11,0,2,3952,-
200703,75.6,구로구,53.9,104.15,24.4,168,11,0,2,3952,-
200704,76.1,구로구,54.5,77.362,24.6,-12,11,0,2,3952,-
200705,76.1,구로구,54.5,81.656,27.8,-84,11,0,2,3952,-
200706,76.2,구로구,54.5,88.214,28.4,169,11,0,2,3952,-
200707,76.6,구로구,54.7,95.086,25.5,160,11,0,2,3952,-
200708,76.8,구로구,54.7,98.881,22.6,19,11,0,2,3952,-
200709,76.9,구로구,54.8,101.72,22.1,103,11,0,2,3952,-
200710,77.2,구로구,54.9,104.54,24.8,-330,11,0,2,3952,-
200711,77.3,구로구,55,78.065,26.2,-302,11,0,2,3952,-
200712,77.3,구로구,55,82.593,29.8,-284,11,0,2,3952,0
200802,77.8,구로구,55.3,95.59,26.4,183,11,0,2,3649,-
200803,78.6,구로구,55.5,98.727,23.9,-11,11,0,2,3649,-
200804,80,구로구,55.9,103.07,23.8,111,11,0,2,3649,-
200805,80.9,구로구,56,104.91,27.4,33,11,0,2,3649,-
200806,81.3,구로구,56,78.846,21.9,102,11,0,2,3649,0
200807,81.7,구로구,56,85.013,26.2,-55,11,0,2,3649,-
200808,82,구로구,56.1,91.227,28.7,-130,11,0,2,3649,-
200809,82.2,구로구,56.3,96.907,25.4,-49,11,0,2,3649,-
200810,82.3,구로구,56.7,99.82,21.8,-142,11,0,2,3649,-
200811,82.1,구로구,56.6,103.78,22.7,-159,11,0,2,3649,0
200812,81.7,구로구,56.3,75.775,27.1,-298,11,0,2,3649,0
200801,77.7,구로구,55.1,89.515,30.2,-41,11,0,2,3649,-
200902,80.7,구로구,55.5,86.028,28.8,-165,11,0,2,3307,0
200903,80.3,구로구,55.6,92.94,30.1,-169,11,0,2,3307,0
200904,80.3,구로구,55.7,97.114,24,-164,11,0,2,3307,0
200905,80.2,구로구,55.8,100.18,21.3,-115,11,0,2,3307,0
200906,80.4,구로구,55.9,104.31,24.1,391,11,0,2,3307,0
200907,80.7,구로구,56.1,76.887,27.5,-2,11,0,2,3307,0
200908,80.9,구로구,56.2,80.251,25.2,1,11,0,2,3307,0
200909,81.2,구로구,57.7,87.589,28.3,-34,11,0,2,3307,0
200910,81.4,구로구,58,94.382,27.3,112,11,0,2,3307,0
200911,81.5,구로구,58.4,98.114,23.2,-82,11,0,2,3307,0
200912,81.5,구로구,58.5,100.92,22.2,-115,11,0,2,3307,0
200901,81.2,구로구,55.7,79.704,26.4,-36,11,0,2,3307,0
201001,81.5,구로구,58.9,105.7,24.4,73,11,0,2,3472,0
201002,81.6,구로구,59.1,78.065,24.2,-209,11,0,2,3472,0
201003,81.6,구로구,59.8,81.89,26.6,-83,11,0,2,3472,0
201004,81.6,구로구,60.1,88.135,28.4,-117,11,0,2,3472,23
201005,81.6,구로구,60.4,95.608,25.8,-113,11,0,2,3472,23
201006,81.4,구로구,60.6,98.989,21,-82,11,0,2,3472,101
201007,80.8,구로구,60.7,101.73,22,-222,11,0,2,3472,101
201008,80.7,구로구,60.9,104.86,24.8,-177,11,0,2,3472,101
201009,80.5,구로구,61.4,78.533,23.2,-238,11,0,2,3472,101
201010,80.3,구로구,62,83.295,27.7,-289,11,0,2,3472,73
201011,80.1,구로구,63.4,89.875,27.6,-456,11,0,2,3472,73
201012,80,구로구,63.7,96.807,24.3,-247,11,0,2,3472,77
201101,80.1,구로구,64.3,99.49,20.3,-159,11,0,2,3470,76
201102,80.3,구로구,65.4,103.12,22.2,-162,11,0,2,3470,156
201103,80.5,구로구,67.7,73.943,26.6,-135,11,0,2,3470,155
201104,80.5,구로구,68.9,79.392,26.2,-165,11,0,2,3470,149
201105,80.5,구로구,69.5,85.949,29,-258,11,0,2,3470,143
201106,80.4,구로구,69.8,90.777,28.1,-175,11,0,2,3470,141
201107,80.4,구로구,70.3,97.087,24.1,121,11,0,2,3470,134
201108,80.3,구로구,71,100.26,22.8,211,11,0,2,3470,119
201109,80.2,구로구,72.2,102.86,23.8,228,11,0,2,3470,113
201110,80.1,구로구,72.5,75.775,26.7,391,11,0,2,3470,199
201111,80.1,구로구,72.5,80.329,25.3,368,11,0,2,3470,196
201112,79.9,구로구,72.5,86.418,29.7,23,11,0,2,3470,193
201201,79.9,구로구,72.4,93.211,26.8,232,11,0,2,3610,188
201202,79.9,구로구,72.7,97.691,23,342,11,0,2,3610,181
201203,79.8,구로구,72.8,100.63,21.3,22,11,0,2,3610,174
201204,79.6,구로구,73.1,104.56,22.1,74,11,0,2,3610,172
201205,79.5,구로구,73.1,76.56,27.1,94,11,0,2,3610,170
201206,79.4,구로구,73.5,81.188,24.3,-171,11,0,2,3610,170
201207,79.2,구로구,73.6,87.901,30.5,-128,11,0,2,3610,606
201208,79,구로구,73.6,94.292,27.8,-134,11,0,2,3610,579
201209,78.7,구로구,73.8,98.538,23.4,-61,11,0,2,3610,578
201210,78.4,구로구,74,100.76,22.6,30,11,0,2,3610,556
201211,78.3,구로구,74.3,104.77,23.8,-87,11,0,2,3610,514
201212,78.2,구로구,74.3,77.987,24.4,-276,11,0,2,3610,481
201301,78.1,구로구,74.4,82.436,26.8,112,11,0,2,3357,477
201302,77.9,구로구,74.6,88.974,29,29,11,0,2,3357,454
201303,77.6,구로구,75,95.744,25.9,20,11,0,2,3357,442
201304,77.5,구로구,75.3,99.133,23.1,-172,11,0,2,3357,422
201305,77.4,구로구,75.4,102.77,22.1,-48,11,0,2,3357,412
201306,77.2,구로구,75.6,105.31,23.6,-223,11,0,2,3357,405
201307,76.8,구로구,76.2,78.221,22.9,-117,11,0,2,3357,397
201308,76.7,구로구,77.1,84.076,28.8,-258,11,0,2,3357,384
201309,76.7,구로구,78.2,89.965,25.7,-220,11,0,2,3357,319
201310,76.8,구로구,79,96.185,26.7,-181,11,0,2,3357,198
201311,76.8,구로구,80.1,99.47,21.7,-133,11,0,2,3357,177
201312,76.6,구로구,80.9,103.28,21.9,-323,11,0,2,3357,155
201401,76.6,구로구,81.5,74.728,26.1,88,11,0,2,3156,146
201402,76.6,구로구,82.2,79.626,23.1,376,11,0,2,3156,126
201403,76.7,구로구,82.7,86.106,29,341,11,0,2,3156,112
201404,76.7,구로구,83,92.039,27.5,189,11,0,2,3156,102
201405,76.7,구로구,83.1,97.069,24.4,-37,11,0,2,3156,95
201406,76.6,구로구,83.1,100.36,20.7,5,11,0,2,3156,83
201407,76.6,구로구,83.2,103.57,22,-63,11,0,2,3156,41
201408,76.5,구로구,83.3,76.233,27.3,-107,11,0,2,3156,24
201409,76.6,구로구,83.5,79.861,25.8,-57,11,0,2,3156,5
201410,76.7,구로구,83.9,87.355,27.4,-389,11,0,2,3156,0
201411,76.8,구로구,84,93.842,27.9,-198,11,0,2,3156,10
201412,76.7,구로구,84.1,97.429,24.4,-293,11,0,2,3156,6
201501,76.7,구로구,84.4,100.71,21.5,-15,11,0,2,3045,0
201502,76.8,구로구,84.6,104.15,24.2,33,11,0,2,3045,0
201503,77.1,구로구,85.4,77.362,27,114,11,0,2,3045,0
201504,77.7,구로구,86.5,81.656,27.5,-173,11,0,2,3045,0
201505,78.1,구로구,87.3,88.214,29.7,-190,11,1,2,3045,0
201506,78.6,구로구,88,95.086,28,-319,11,1,2,3045,0
201507,79.1,구로구,88.7,98.881,22.4,-358,11,1,2,3045,0
201508,79.5,구로구,89.4,101.72,20.3,-324,11,1,2,3045,0
201509,80.4,구로구,90.8,104.54,23.3,-410,11,1,2,3045,0
201510,80.8,구로구,91.6,78.065,27.4,-286,11,1,2,3045,0
201511,81.2,구로구,92.6,82.593,25.4,-239,11,1,2,3045,0
201512,81.4,구로구,92.9,89.515,30.5,-479,11,1,2,3045,0
201601,81.5,구로구,93.2,95.59,27.1,24,11,1,2,2674,0
201602,81.7,구로구,93.4,98.727,21.7,67,11,1,2,2674,0
201603,81.8,구로구,93.7,103.07,21.6,56,11,1,2,2674,0
201604,81.9,구로구,93.9,104.91,23.6,-254,11,1,2,2674,0
201605,82,구로구,94.3,78.846,21.9,-52,11,1,2,2674,0
201606,82.2,구로구,94.7,85.013,25.5,-163,11,1,2,2674,0
201607,82.5,구로구,95,91.227,27.3,-227,11,1,2,2674,0
201608,82.8,구로구,95.3,96.907,24.5,-352,11,1,2,2674,0
201609,83,구로구,95.5,99.82,20.6,-308,11,1,2,2674,0
201610,83.5,구로구,96,103.78,21.3,-345,11,1,2,2674,0
201611,84.2,구로구,96.3,75.775,23.3,-490,11,1,2,2674,0
201612,84.4,구로구,96.4,79.704,23.6,-493,11,1,2,2674,0
201701,84.5,구로구,96.3,86.028,31,-82,11,1,2,2460,0
201702,84.6,구로구,96.3,92.94,30.7,-144,11,1,2,2460,0
201703,84.7,구로구,96.4,97.114,26.5,-233,11,1,2,2460,0
201704,84.8,구로구,96.4,100.18,22.7,-186,11,1,2,2460,0
201705,85,구로구,96.5,104.31,22.4,-335,11,1,2,2460,0
201706,85.5,구로구,96.8,76.887,25.7,-233,11,1,2,2460,0
201707,86.3,구로구,97.2,80.251,27.7,-221,11,1,2,2460,0
201708,87,구로구,97.6,87.589,32.8,-424,11,1,2,2460,0
201709,87.3,구로구,97.7,94.382,31.6,-418,11,1,2,2460,39
201710,87.6,구로구,97.8,98.114,25.4,-301,11,1,2,2460,22
201711,87.8,구로구,97.9,100.92,23.9,-445,11,1,2,2460,38
201712,88,구로구,97.8,105.7,23.9,-532,11,1,2,2460,15
201801,88.4,구로구,97.8,78.065,26.7,-348,11,1,2,2286,14
201802,88.6,구로구,97.8,81.89,29,-447,11,1,2,2286,18
201803,89,구로구,97.8,88.135,30.1,73,11,1,2,2286,18
201804,89.6,구로구,97.8,95.608,29,-210,11,1,2,2286,17
201805,89.8,구로구,97.7,98.989,27.2,-192,11,1,2,2286,17
201806,90.5,구로구,97.8,101.73,24.3,-135,11,1,2,2286,17
201807,91.4,구로구,97.9,104.86,23.8,-175,11,1,2,2286,12
201808,92.7,구로구,98.1,78.533,27.1,-210,11,1,2,2286,11
201809,97.2,구로구,98.7,83.295,28.3,-128,11,1,2,2286,1
201810,99.3,구로구,99.9,89.875,29.9,-219,11,1,2,2286,-
201811,99.8,구로구,99.9,96.807,28.9,-197,11,1,2,2286,0
201812,100,구로구,100,99.49,24.8,-239,11,1,2,2286,0
201901,100,구로구,100,103.12,22.8,-42,11,1,2,2286,0
201902,100.1,구로구,100,73.943,24.3,16,11,1,2,2286,0
201903,100.1,구로구,100,79.392,28.6,626,11,1,2,2286,0
201904,100,구로구,99.9,85.949,25.7,331,11,1,2,2286,-
201905,100,구로구,99.8,90.777,30.6,-70,11,1,2,2286,-
201906,99.9,구로구,99.8,97.087,29.4,-4,11,1,2,2286,-
201907,100,구로구,99.7,100.26,25.8,145,11,1,2,2286,0
201908,100.3,구로구,99.8,102.86,23.8,259,11,1,2,2286,0
200701,74.7,금천구,59,97.574,22.4,-211,3,0,0,1813,-
200702,74.9,금천구,59.3,100.88,22.7,-253,3,0,0,1813,-
200703,75.3,금천구,59.6,105.04,24.9,-187,3,0,0,1813,-
200704,75.4,금천구,59.8,77.675,24.5,-221,3,0,0,1813,-
200705,75.6,금천구,59.9,81.656,28.8,-245,3,0,0,1813,-
200706,75.7,금천구,60.1,88.057,29.7,-169,3,0,0,1813,-
200707,75.9,금천구,60.2,95.482,25.5,-204,3,0,0,1813,-
200708,76,금천구,60.4,98.782,22.5,-363,3,0,0,1813,-
200709,76.5,금천구,60.6,101.86,23.3,-139,3,0,0,1813,-
200710,77.2,금천구,60.6,105.07,25.2,-137,3,0,0,1813,-
200711,77.6,금천구,60.6,78.221,25.4,-264,3,0,0,1813,-
200712,77.7,금천구,60.6,82.827,29.9,-230,3,0,0,1813,0
200802,78.9,금천구,61.3,96.158,25.2,-33,3,0,0,1662,-
200803,80.8,금천구,62.3,98.845,23.8,-151,3,0,0,1662,-
200804,82.2,금천구,62.4,102.98,23.9,-117,3,0,0,1662,-
200805,83.8,금천구,62.5,105.21,26.7,-143,3,0,0,1662,-
200806,85.3,금천구,62.6,79.08,21.9,-139,3,0,0,1662,0
200807,86.1,금천구,62.6,85.403,26.6,-86,3,0,0,1662,-
200808,86.4,금천구,62.5,91.227,28.7,-113,3,0,0,1662,-
200809,87,금천구,62.5,97.177,25.2,-47,3,0,0,1662,-
200810,87.7,금천구,62.6,99.83,22.1,-93,3,0,0,1662,-
200811,87.7,금천구,62.6,103.52,22.7,-185,3,0,0,1662,0
200812,87.4,금천구,62.2,75.709,27.1,-214,3,0,0,1662,0
200801,78.4,금천구,60.8,89.875,30.7,-54,3,0,0,1662,-
200902,86.7,금천구,61.3,86.184,29.4,9,3,0,0,1552,0
200903,86,금천구,61.7,93.03,29,-17,3,0,0,1552,0
200904,85.9,금천구,61.7,97.465,23.7,-133,3,0,0,1552,0
200905,85.9,금천구,61.7,100.55,21.5,-45,3,0,0,1552,0
200906,85.9,금천구,61.7,104.55,23.4,-11,3,0,0,1552,0
200907,85.7,금천구,61.7,77.019,27.3,-159,3,0,0,1552,0
200908,85.4,금천구,62.5,80.719,26,-147,3,0,0,1552,0
200909,87,금천구,64.1,87.589,28.3,-162,3,0,0,1552,0
200910,87.7,금천구,64.2,94.292,27.4,-150,3,0,0,1552,0
200911,88.1,금천구,65.2,98.313,23.9,-152,3,0,0,1552,0
200912,88.3,금천구,65.3,100.87,22.3,-290,3,0,0,1552,0
200901,87.2,금천구,61.3,80.173,26.6,-56,3,0,0,1552,0
201002,88.1,금천구,65.3,78.065,24.4,-195,3,0,0,1705,0
201003,88.3,금천구,65.4,81.968,26.9,-53,3,0,0,1705,0
201004,88.5,금천구,65.6,88.447,27.4,-190,3,0,0,1705,0
201005,88.3,금천구,65.6,95.644,25.8,-253,3,0,0,1705,0
201006,87.9,금천구,65.4,99.232,21,-128,3,0,0,1705,0
201007,87.5,금천구,65.3,101.89,21,-88,3,0,0,1705,0
201008,87,금천구,65.3,105.26,25,-115,3,0,0,1705,0
201009,86.7,금천구,65.4,78.456,23.5,-162,3,0,0,1705,0
201010,86.6,금천구,66.2,83.53,27.7,-45,3,0,0,1705,0
201011,85.9,금천구,66.5,89.695,27.8,-207,3,0,0,1705,0
201012,85.1,금천구,66.6,96.564,24.1,-212,3,0,0,1705,0
201001,87.9,금천구,65.3,105.33,24.5,-119,3,0,0,1705,0
201101,85.3,금천구,66.8,99.56,20.4,-32,3,0,0,1662,0
201102,85.3,금천구,67.6,102.97,22.4,19,3,0,0,1662,0
201103,85.3,금천구,69.9,74.269,27.3,4,3,0,0,1662,0
201104,85.3,금천구,70.2,79.548,26.2,-61,3,0,0,1662,0
201105,85.2,금천구,71.2,85.872,27.7,-225,3,0,0,1662,0
201106,85,금천구,72.4,91.047,28.1,-108,3,0,0,1662,0
201107,84.9,금천구,72.8,97.069,24,-217,3,0,0,1662,0
201108,84.8,금천구,73.5,100.51,21.7,-187,3,0,0,1662,0
201109,84.7,금천구,74.8,103.16,24,-68,3,0,0,1662,0
201110,84.2,금천구,75.1,75.775,26.7,52,3,0,0,1662,0
201111,84.1,금천구,75.1,80.094,25.4,58,3,0,0,1662,0
201112,84,금천구,75.1,86.808,29.7,48,3,0,0,1662,0
201201,84,금천구,75.1,93.391,28.2,102,3,0,0,1689,0
201202,84,금천구,75.1,97.438,22.8,159,3,0,0,1689,0
201203,83.9,금천구,75.9,101.03,21.3,127,3,0,0,1689,0
201204,83.7,금천구,76.5,104.19,23.5,2,3,0,0,1689,0
201205,83.6,금천구,76.7,76.626,27.2,-20,3,0,0,1689,0
201206,83.6,금천구,76.7,81.578,23.6,7,3,0,0,1689,0
201207,83.5,금천구,76.8,88.135,30.9,-29,3,0,0,1689,0
201208,83.4,금천구,76.8,94.563,27.7,-114,3,0,0,1689,0
201209,83.3,금천구,76.8,98.727,23.2,-78,3,0,0,1689,0
201210,83,금천구,77.3,101.15,22.7,-39,3,0,0,1689,0
201211,82.9,금천구,77.6,104.49,23.8,-112,3,0,0,1689,0
201212,82.9,금천구,77.4,77.752,24.6,-83,3,0,0,1689,0
201301,82.2,금천구,77.1,82.515,27,83,3,0,0,1594,0
201302,81.4,금천구,77.3,89.154,29.8,-220,3,0,0,1594,0
201303,81.2,금천구,77.6,95.644,25.9,-88,3,0,0,1594,0
201304,81,금천구,78.4,98.845,23,-27,3,0,0,1594,0
201305,81,금천구,78.4,103,22.5,-101,3,0,0,1594,0
201306,80.4,금천구,78.4,105.17,23.9,-191,3,0,0,1594,0
201307,80.2,금천구,78.7,78.456,21.6,-132,3,0,0,1594,0
201308,80.2,금천구,79.4,84.466,30.5,-155,3,0,0,1594,0
201309,79.9,금천구,80.2,90.416,25.7,-116,3,0,0,1594,0
201310,80,금천구,81.5,96.384,25.5,-72,3,0,0,1594,0
201311,80.1,금천구,82.9,99.63,21.7,-145,3,0,0,1594,0
201312,80.1,금천구,83.5,103.89,21.9,-291,3,0,0,1594,0
201401,80.2,금천구,83.9,75.055,25.5,-43,3,0,0,1556,0
201402,80.3,금천구,85.3,79.471,23.1,-12,3,0,0,1556,0
201403,80.5,금천구,85.8,86.184,30.6,-162,3,0,0,1556,0
201404,80.6,금천구,86,92.58,27.6,-154,3,0,0,1556,0
201405,80.6,금천구,85.9,96.925,24.4,-84,3,1,0,1556,0
201406,80.4,금천구,86,100.33,21.8,-199,3,1,0,1556,0
201407,80.4,금천구,86,104.32,22.1,-61,3,1,1,1556,0
201408,80.3,금천구,86.1,76.821,27.4,-156,3,1,1,1556,0
201409,80.4,금천구,86.1,80.094,25.7,-71,3,1,1,1556,0
201410,80.8,금천구,86.5,87.589,27.5,-132,3,1,1,1556,0
201411,81.1,금천구,87.1,94.473,26.6,-113,3,1,1,1556,0
201412,81.1,금천구,87.2,97.574,24.4,-173,3,1,1,1556,0
201501,81.2,금천구,87.4,100.88,21.5,62,3,1,1,1481,0
201502,81.3,금천구,87.7,105.04,22.8,-47,3,1,1,1481,0
201503,81.7,금천구,88.2,77.675,26.9,-62,3,1,1,1481,0
201504,82.2,금천구,88.9,81.656,27.2,-9,3,1,1,1481,0
201505,82.4,금천구,89.4,88.057,29.7,-141,3,1,1,1481,0
201506,82.5,금천구,89.8,95.482,27.9,-85,3,1,1,1481,0
201507,82.8,금천구,90.4,98.782,22.2,-81,3,1,1,1481,0
201508,83,금천구,90.7,101.86,20.4,-206,3,1,1,1481,0
201509,83.4,금천구,91.5,105.07,23.5,-197,3,1,1,1481,0
201510,83.9,금천구,91.7,78.221,25.2,-336,3,1,1,1481,0
201511,84.4,금천구,92.2,82.827,26.8,-190,3,1,1,1481,0
201512,84.4,금천구,92.6,89.875,29,-293,3,1,1,1481,0
201601,84.5,금천구,92.7,96.158,27.1,-72,3,1,1,1324,0
201602,84.7,금천구,93,98.845,21.7,-56,3,1,1,1324,0
201603,84.7,금천구,93.2,102.98,21.1,-86,3,1,1,1324,0
201604,84.8,금천구,93.6,105.21,23.8,-42,3,1,1,1324,0
201605,85,금천구,93.9,79.08,22.5,-73,3,1,1,1324,0
201606,85.2,금천구,94.2,85.403,25.6,-169,3,1,1,1324,0
201607,85.6,금천구,94.4,91.227,27.1,-143,3,1,1,1324,0
201608,86,금천구,94.8,97.177,25.3,-213,3,1,1,1324,0
201609,86.1,금천구,95,99.83,20.5,-177,3,1,1,1324,0
201610,86.4,금천구,95.1,103.52,21.5,-182,3,1,1,1324,0
201611,86.6,금천구,95.2,75.709,24.8,-173,3,1,1,1324,0
