yyyymm,buy_index,sgg,rent_index,cpi,pir,move_population,subway,department_store,apart_brand,marry,unsold
201707,83.8,마포구,96.4,81.89,28,-8,14,0,6,2294,0
201708,84.9,마포구,96.8,88.135,31.7,-104,14,0,6,2294,0
201709,85.3,마포구,96.9,95.608,29.3,-138,14,0,6,2294,0
201710,85.7,마포구,97,98.989,24.9,-321,14,0,6,2294,0
201711,86.4,마포구,97.2,101.73,23.1,-183,14,0,7,2294,0
201712,87.2,마포구,97.3,104.86,23.4,-223,14,0,7,2294,0
201801,88.4,마포구,97.5,78.533,27.1,133,14,0,7,2229,0
201802,89.3,마포구,97.8,83.295,28.5,293,14,0,7,2229,0
201803,90.2,마포구,98.1,89.875,30.7,216,14,0,7,2229,0
201804,91,마포구,98.2,96.807,29.5,88,14,0,7,2229,0
201805,91.5,마포구,98.3,99.49,25.6,104,14,0,7,2229,0
201806,92.1,마포구,98.4,103.12,24.8,221,14,0,7,2229,0
201807,93,마포구,98.5,73.943,24.7,86,14,0,7,2229,0
201808,94.5,마포구,99.2,79.392,28.8,36,14,0,7,2229,0
201809,97.9,마포구,100.1,85.949,29.3,40,14,0,7,2229,-
201810,99.6,마포구,100.3,90.777,29.9,320,14,0,7,2229,-
201811,99.9,마포구,100.2,97.087,27.5,334,14,0,7,2229,0
201812,100,마포구,100.1,100.26,25.1,300,14,0,7,2229,0
201901,100,마포구,100,102.86,23.8,383,14,0,7,2229,0
201902,99.9,마포구,99.7,75.775,24.4,391,14,0,7,2229,0
201903,99.8,마포구,99.4,80.329,28.5,-42,14,0,7,2229,0
201904,99.8,마포구,99.2,86.418,24.9,-82,14,0,7,2229,-
201905,99.6,마포구,98.9,93.211,30.7,88,14,0,7,2229,-
201906,99.6,마포구,98.7,97.691,29.2,-53,14,0,7,2229,-
201907,100.4,마포구,98.6,100.63,24.5,-122,14,0,7,2229,0
201908,101.1,마포구,98.6,104.56,23.5,-149,14,0,8,2229,0
200701,72.2,서대문구,57.7,98.782,21.5,101,6,1,0,2530,-
200702,72.8,서대문구,58.1,101.86,23,205,6,1,0,2530,-
200703,73,서대문구,58.6,105.07,26.6,298,6,1,0,2530,-
200704,73.2,서대문구,58.8,78.221,23.8,-12,6,1,0,2530,-
200705,73.3,서대문구,59,82.827,30.1,-88,6,1,0,2530,-
200706,73.3,서대문구,59,89.875,28.2,-30,6,1,0,2530,-
200707,73.9,서대문구,59.2,96.158,24,112,6,1,0,2530,-
200708,74,서대문구,59.5,98.845,22.7,34,6,1,0,2530,-
200709,74.3,서대문구,59.7,102.98,23.6,-36,6,1,0,2530,-
200710,74.7,서대문구,60,105.21,26.7,-94,6,1,0,2530,-
200711,75.4,서대문구,60.5,79.08,25.6,-322,6,1,0,2530,-
200712,75.7,서대문구,60.6,85.403,29.1,-230,6,1,0,2530,0
200802,76.7,서대문구,61.5,97.177,24.9,-321,6,1,0,2216,-
200803,77.4,서대문구,62.3,99.83,23.2,-212,6,1,0,2216,-
200804,78.5,서대문구,62.7,103.52,23.1,-349,6,1,0,2216,-
200805,79.5,서대문구,62.9,75.709,27.3,-757,6,1,0,2216,-
200806,80.4,서대문구,63.4,80.173,21.6,-981,6,1,0,2216,0
200807,80.9,서대문구,63.5,86.184,31.4,-1082,6,1,0,2216,-
200808,81.2,서대문구,63.7,93.03,28.4,-904,6,1,0,2216,-
200809,81.2,서대문구,63.9,97.465,23.4,-992,6,1,0,2216,-
200810,81.2,서대문구,64.1,100.55,22.7,-1073,6,1,0,2216,-
200811,81,서대문구,63,104.55,24.2,-743,6,1,0,2216,0
200812,80.7,서대문구,60.9,77.019,27.6,-606,6,1,0,2216,0
200801,75.9,서대문구,60.8,91.227,29.1,-186,6,1,0,2216,-
200902,80.4,서대문구,58.9,87.589,31.6,-232,6,1,0,1965,0
200903,80.3,서대문구,58.9,94.292,27,-443,6,1,0,1965,0
200904,80.2,서대문구,58.8,98.313,23.7,-350,6,1,0,1965,0
200905,80,서대문구,58.9,100.87,22.6,-278,6,1,0,1965,0
200906,79.9,서대문구,59,105.33,23.6,13,6,1,0,1965,0
200907,79.7,서대문구,59,78.065,27.6,-202,7,1,0,1965,0
200908,79.9,서대문구,59.3,81.968,25.2,-93,7,1,0,1965,0
200909,80.8,서대문구,60.4,88.447,28.4,126,7,1,0,1965,0
200910,81.1,서대문구,60.8,95.644,27,-139,7,1,0,1965,0
200911,81.1,서대문구,61.1,99.232,22.7,-139,7,1,0,1965,0
200912,81.1,서대문구,61.2,101.89,22,-314,7,1,0,1965,0
200901,80.6,서대문구,59.3,80.719,26.8,-457,6,1,0,1965,0
201002,81.2,서대문구,61.8,78.456,23.2,-173,7,1,0,1995,0
201003,81.2,서대문구,62.3,83.53,28.9,-156,7,1,0,1995,0
201004,81.2,서대문구,62.8,89.695,27.1,-264,7,1,0,1995,72
201005,81.2,서대문구,63.5,96.564,24.3,-263,7,1,0,1995,72
201006,81,서대문구,63.9,99.56,20.4,-449,7,1,0,1995,109
201007,80.9,서대문구,64.3,102.97,21.8,-684,7,1,0,1995,109
201008,80.4,서대문구,64.5,74.269,27.3,-592,7,1,0,1995,104
201009,80.4,서대문구,64.7,79.548,23.4,-503,7,1,0,1995,104
201010,80.3,서대문구,65,85.872,27.7,-651,7,1,0,1995,104
201011,80.2,서대문구,65.1,91.047,26.8,-735,7,1,0,1995,98
201012,80.2,서대문구,65.1,97.069,23.5,-648,7,1,0,1995,84
201001,81.1,서대문구,61.4,105.26,25.6,-12,7,1,0,1995,0
201102,80.4,서대문구,66.6,103.16,23.1,-268,7,1,0,2025,22
201103,80.6,서대문구,67.2,75.775,27.1,-580,7,1,0,2025,22
201104,80.6,서대문구,67.8,80.094,26.3,-570,7,1,0,2025,22
201105,80.6,서대문구,68.3,86.808,26.9,-495,7,1,0,2025,22
201106,80.5,서대문구,68.5,93.391,28.1,-375,7,1,0,2025,118
201107,80.5,서대문구,69.2,97.438,23.6,-316,7,1,0,2025,118
201108,80.4,서대문구,69.8,101.03,21.2,-357,7,1,0,2025,118
201109,80.3,서대문구,71.2,104.19,24.2,-279,7,1,0,2025,118
201110,80.4,서대문구,72,76.626,27.6,-356,7,1,0,2025,118
201111,80.3,서대문구,72.7,81.578,25.3,-340,7,1,0,2025,118
201112,80.3,서대문구,72.7,88.135,29.9,-542,7,1,0,2025,108
201101,80.3,서대문구,65.4,100.51,20.5,-249,7,1,0,2025,84
201202,80.2,서대문구,72.8,98.727,21.9,-156,7,1,0,2007,108
201203,80.1,서대문구,73,101.15,21.9,-383,7,1,0,2007,108
201204,79.9,서대문구,73.1,104.49,24.1,-175,7,1,0,2007,108
201205,79.8,서대문구,73.1,77.752,25.4,-178,7,1,0,2007,108
201206,79.6,서대문구,73.2,82.515,24.5,-106,7,1,0,2007,108
201207,79.3,서대문구,73.3,89.154,30.6,-181,7,1,0,2007,108
201208,79.1,서대문구,72.9,95.644,26.4,-191,7,1,0,2007,108
201209,79,서대문구,72.9,98.845,22.4,-94,7,1,0,2007,12
201210,78.5,서대문구,73.2,103,23.1,428,7,1,1,2007,100
201211,78.3,서대문구,73.4,105.17,24.2,682,7,1,1,2007,88
201212,78.2,서대문구,73.4,78.456,23.8,320,7,1,1,2007,88
201201,80.2,서대문구,72.7,94.563,26.8,-341,7,1,0,2007,108
201302,77.9,서대문구,74,90.416,29.4,335,7,1,1,1974,88
201303,77.7,서대문구,74.7,96.384,25.6,119,7,1,1,1974,88
201304,77.7,서대문구,75.1,99.63,22.1,-147,7,1,1,1974,88
201305,77.6,서대문구,75.3,103.89,22.9,-248,7,1,1,1974,88
201306,77.5,서대문구,75.5,75.055,25.6,-204,7,1,1,1974,88
201307,77.5,서대문구,76.5,79.471,20.7,-214,7,1,1,1974,88
201308,77.3,서대문구,77.5,86.184,31.5,-145,7,1,1,1974,1536
201309,77.2,서대문구,77.9,92.58,27.6,-18,7,1,1,1974,1536
201310,77.3,서대문구,78.6,96.925,24,-28,7,1,1,1974,1456
201311,77.1,서대문구,79.3,100.33,22.1,-267,7,1,1,1974,1456
201312,76.9,서대문구,80,104.32,23.4,-360,7,1,1,1974,1252
201301,78,서대문구,73.5,84.466,29.2,348,7,1,1,1974,88
201401,76.9,서대문구,80.4,76.821,26.7,-41,7,1,1,1732,1252
201402,76.9,서대문구,80.9,80.094,23.7,176,7,1,1,1732,1233
201403,77.1,서대문구,81.6,87.589,29.1,43,7,1,1,1732,926
201404,77.2,서대문구,82.3,94.473,25.9,-5,7,1,1,1732,918
201405,77.1,서대문구,82.4,97.574,24,-92,7,1,1,1732,918
201406,77.1,서대문구,82.6,100.88,21.1,-148,7,1,1,1732,548
201407,77.1,서대문구,82.9,105.04,21.6,-183,7,1,1,1732,548
201408,77.1,서대문구,83.3,77.675,27.1,-223,7,1,1,1732,548
201409,77.3,서대문구,83.8,81.656,24.7,-85,7,1,1,1732,300
201410,77.4,서대문구,84.1,88.057,27.3,-478,7,1,1,1732,192
201411,77.6,서대문구,84.2,95.482,26.7,-362,7,1,1,1732,202
201412,77.6,서대문구,84.6,98.782,22.9,-333,7,1,1,1732,156
201501,77.7,서대문구,84.9,101.86,21.1,-175,7,1,1,1722,156
201502,77.9,서대문구,85.7,105.07,23.5,-64,7,1,1,1722,156
201503,78.4,서대문구,86.5,78.221,25.4,-175,7,1,1,1722,137
201504,78.8,서대문구,87.3,82.827,30.2,-178,7,1,1,1722,249
201505,79.1,서대문구,87.9,89.875,28.9,-384,7,1,1,1722,309
201506,79.4,서대문구,88.4,96.158,26.7,-401,7,1,1,1722,259
201507,79.6,서대문구,88.9,98.845,22.3,-243,7,1,1,1722,166
201508,79.9,서대문구,89.1,102.98,21.3,-265,7,1,1,1722,123
201509,80.4,서대문구,89.6,105.21,24.4,-86,7,1,1,1722,95
201510,80.6,서대문구,90.1,79.08,25.1,-253,7,1,3,1722,78
201511,81,서대문구,90.7,85.403,30.7,1042,7,1,3,1722,69
201512,81.2,서대문구,90.7,91.227,27.3,791,7,1,3,1722,64
201601,81.2,서대문구,91.3,97.177,26.9,485,7,1,3,1660,44
201602,81.4,서대문구,91.7,99.83,21,613,7,1,3,1660,89
201603,81.6,서대문구,91.9,103.52,21.1,501,7,1,3,1660,33
201604,81.7,서대문구,92.4,75.709,25.2,145,7,1,3,1660,18
201605,82.1,서대문구,92.9,80.173,21.9,-152,7,1,3,1660,2
201606,82.4,서대문구,93.3,86.184,27.3,-104,7,1,3,1660,0
201607,82.8,서대문구,93.8,93.03,27.9,-234,7,1,3,1660,0
201608,83.2,서대문구,94.4,97.465,23.8,-288,7,1,3,1660,0
201609,83.5,서대문구,94.8,100.55,19.9,-189,7,1,3,1660,33
201610,84.2,서대문구,95.6,104.55,21.8,-145,7,1,3,1660,0
201611,84.9,서대문구,95.8,77.019,27.1,-262,7,1,3,1660,0
201612,85.1,서대문구,96.1,80.719,23.8,-280,7,1,3,1660,16
201701,85.2,서대문구,96.2,87.589,31,13,7,1,3,1546,16
201702,85.3,서대문구,96.3,94.292,29.4,211,7,1,3,1546,0
201703,85.4,서대문구,96.5,98.313,24.9,42,7,1,3,1546,0
201704,85.5,서대문구,96.6,100.87,21.5,-99,7,1,3,1546,0
201705,85.6,서대문구,96.7,105.33,23.1,-80,7,1,4,1546,0
201706,85.8,서대문구,96.9,78.065,26.7,53,7,1,4,1546,0
201707,86.3,서대문구,97.2,81.968,28.2,-6,7,1,4,1546,0
201708,86.9,서대문구,97.3,88.447,31.7,-87,7,1,4,1546,0
201709,87.1,서대문구,97.5,95.644,30.7,-204,7,1,4,1546,0
201710,87.6,서대문구,97.6,99.232,24.8,-163,7,1,4,1546,0
201711,88.2,서대문구,97.9,101.89,23.2,-340,7,1,4,1546,0
201712,88.8,서대문구,98.1,105.26,24.9,-246,7,1,4,1546,0
201801,89,서대문구,98.2,78.456,27.2,-3,7,1,4,1393,0
201802,89.4,서대문구,98.2,83.53,27.7,30,7,1,4,1393,0
201803,90.6,서대문구,98.6,89.695,30.8,-169,7,1,4,1393,0
201804,91.4,서대문구,98.8,96.564,29.5,-200,7,1,4,1393,0
201805,91.9,서대문구,98.8,99.56,25.4,-171,7,1,4,1393,0
201806,92.7,서대문구,98.8,102.97,24.8,-177,7,1,4,1393,0
201807,93.5,서대문구,98.9,74.269,24.7,-242,7,1,4,1393,0
201808,94.7,서대문구,99.1,79.548,28.9,-36,7,1,4,1393,0
201809,97.3,서대문구,99.9,85.872,29.5,62,7,1,4,1393,-
201810,99.4,서대문구,100.4,91.047,30.8,-233,7,1,5,1393,-
201811,99.8,서대문구,100.5,97.069,27.5,51,7,1,5,1393,0
201812,100,서대문구,100.2,100.51,25.1,29,7,1,6,1393,0
201901,100,서대문구,100,103.16,24.2,262,7,1,6,1393,0
201902,100,서대문구,99.6,75.775,24.5,609,7,1,6,1393,0
201903,100.1,서대문구,99.2,80.094,26.8,103,7,1,6,1393,0
201904,100.2,서대문구,98.8,86.808,26.1,-72,7,1,6,1393,-
201905,100.2,서대문구,98.5,93.391,30.6,-75,7,1,6,1393,-
201906,100.2,서대문구,98.4,97.438,27.9,-80,7,1,6,1393,-
201907,100.4,서대문구,98.4,101.03,24.5,-190,7,1,6,1393,0
201908,100.9,서대문구,98.4,104.19,23.4,-142,7,1,6,1393,0
200701,76.5,서울전체,55.7,99.133,22.8,3245,252,19,25,76399,697
200702,76.7,서울전체,55.9,102.77,22.7,3900,252,19,25,76399,590
200703,76.8,서울전체,56.3,105.31,27.4,1192,252,19,26,76399,687
200704,76.8,서울전체,56.5,78.221,24.9,-474,252,19,26,76399,685
200705,76.7,서울전체,56.5,84.076,28.8,-709,252,19,26,76399,704
200706,76.7,서울전체,56.5,89.965,26.9,-1696,252,19,27,76399,778
200707,76.9,서울전체,56.5,96.185,24.7,-190,252,19,29,76399,840
200708,77.1,서울전체,56.6,99.47,21.6,403,252,19,30,76399,730
200709,77.3,서울전체,56.6,103.28,22.5,-1058,252,19,31,76399,724
200710,77.5,서울전체,56.7,74.728,27.2,-2202,252,19,31,76399,977
200711,77.7,서울전체,56.6,79.626,25.8,-2903,252,19,31,76399,948
200712,77.8,서울전체,56.6,86.106,27.9,-3992,252,19,31,76399,344
200802,78.6,서울전체,56.8,97.069,24.7,3394,252,19,33,71753,739
200803,79.7,서울전체,57.2,100.36,22.2,151,252,19,34,71753,716
200804,81.3,서울전체,57.6,103.57,24.8,-891,252,19,34,71753,694
200805,82,서울전체,57.7,76.233,23.9,-2228,252,19,34,71753,951
200806,82.4,서울전체,57.7,79.861,21.2,-3170,252,19,35,71753,1030
200807,82.6,서울전체,57.7,87.355,31,-1790,252,19,36,71753,1377
200808,82.6,서울전체,57.7,93.842,28.1,-580,252,19,36,71753,1431
200809,82.6,서울전체,57.8,97.429,22.9,-1052,252,19,37,71753,1473
200810,82.3,서울전체,57.7,100.71,22.2,-1246,252,20,37,71753,1714
200811,81.7,서울전체,57.1,104.15,25,-2015,252,20,37,71753,1996
200812,80.3,서울전체,55.6,77.362,28.5,-2970,252,20,40,71753,2241
200801,78.2,서울전체,56.7,92.039,30.5,2627,252,19,33,71753,424
200902,79.4,서울전체,54.7,88.214,32,5733,252,20,41,68841,2220
200903,79.2,서울전체,55.1,95.086,28,1448,252,20,42,68841,2228
200904,79.5,서울전체,55.4,98.881,22.3,-367,252,20,42,68841,2067
200905,79.7,서울전체,55.7,101.72,23.3,788,252,20,42,68841,1911
200906,80.1,서울전체,56.1,104.54,25.1,156,252,20,42,68841,1865
200907,80.8,서울전체,56.6,78.065,26,-1008,272,20,44,68841,1850
200908,81.2,서울전체,57.1,82.593,26.7,-300,272,20,44,68841,1772
200909,82.1,서울전체,58.7,89.515,29.7,-1991,272,20,44,68841,1699
200910,82.4,서울전체,59.3,95.59,25.8,-3403,272,20,45,68841,1590
200911,82.4,서울전체,59.8,98.727,21.6,-6061,272,20,45,68841,1626
200912,82.4,서울전체,60.1,103.07,23.3,-6788,272,20,45,68841,1615
200901,79.6,서울전체,54.6,81.656,26.2,2461,252,20,41,68841,2269
201002,82.7,서울전체,61,78.846,22.3,-528,273,20,46,70466,1625
201003,82.7,서울전체,61.4,85.013,30.4,-3587,273,20,47,70466,1582
201004,82.5,서울전체,61.7,91.227,27,-4327,273,20,47,70466,1500
201005,82.2,서울전체,61.9,96.907,23.2,-4563,273,20,50,70466,1884
201006,81.8,서울전체,62,99.82,21.5,-3474,273,20,51,70466,1907
201007,81.3,서울전체,62,103.78,22.5,-3083,273,20,51,70466,1869
201008,81,서울전체,62.1,75.775,26.7,-2289,273,20,52,70466,2012
201009,80.7,서울전체,62.6,79.704,23.5,-3745,273,20,53,70466,2095
201010,80.6,서울전체,63.3,86.028,27.8,-4459,273,20,54,70466,2432
201011,80.5,서울전체,64,92.94,25.7,-6860,273,20,54,70466,2771
201012,80.6,서울전체,64.5,97.114,22.4,-6042,273,20,54,70466,2661
201001,82.5,서울전체,60.4,104.91,26.4,-756,272,20,46,70466,1615
201102,80.9,서울전체,66.6,104.31,21.8,892,273,20,54,71519,2150
201103,81.1,서울전체,67.8,76.887,27.2,-3771,273,20,54,71519,2035
201104,81.1,서울전체,68.3,80.251,26.1,-3924,273,20,55,71519,1786
201105,81,서울전체,68.5,87.589,29,-4652,273,20,55,71519,1716
201106,80.9,서울전체,68.8,94.382,27.1,-4929,273,20,55,71519,1759
201107,80.8,서울전체,69.6,98.114,23.3,-4041,273,20,58,71519,1759
201108,80.7,서울전체,70.8,100.92,22.6,-3275,273,20,58,71519,1701
201109,80.6,서울전체,72.3,105.7,23.7,-4021,273,20,58,71519,1713
201110,80.5,서울전체,73.1,78.065,24,-3857,273,20,58,71519,1759
201111,80.3,서울전체,73.3,81.89,28.3,-5811,273,20,58,71519,1739
201112,80.2,서울전체,73.2,88.135,28.3,-6555,273,21,60,71519,1799
201101,80.7,서울전체,65.2,100.18,20.9,-590,273,20,54,71519,2201
201202,80,서울전체,73.3,98.989,22.6,2178,273,21,61,71695,1638
201203,79.8,서울전체,73.4,101.73,21.7,-2903,273,21,62,71695,1670
201204,79.4,서울전체,73.4,104.86,23.6,-3477,273,21,63,71695,1629
201205,79.2,서울전체,73.4,78.533,26,-2936,273,21,64,71695,1642
201206,79,서울전체,73.4,83.295,24.5,-3219,273,21,64,71695,1639
201207,78.6,서울전체,73.3,89.875,29.2,-3111,273,21,64,71695,3081
201208,78.2,서울전체,73.3,96.807,27.3,-2667,273,21,68,71695,3782
201209,77.7,서울전체,73.7,99.49,22.6,-2863,273,21,69,71695,3690
201210,77.2,서울전체,74.2,103.12,22.1,-4763,276,21,70,71695,3640
201211,76.9,서울전체,74.6,73.943,25.7,-3856,276,21,70,71695,3541
201212,76.6,서울전체,74.8,79.392,23.9,-7105,277,21,71,71695,3430
201201,80.1,서울전체,73.1,95.608,25.5,-357,273,21,61,71695,1829
201302,76.1,서울전체,75.3,90.777,28.5,987,277,22,71,68819,3251
201303,75.9,서울전체,75.7,97.087,25.3,-1522,277,22,71,68819,3111
201304,75.8,서울전체,76.1,100.26,21.2,-3804,277,22,72,68819,2978
201305,75.8,서울전체,76.2,102.86,22.6,-2928,277,22,72,68819,2851
201306,75.6,서울전체,76.4,75.775,27.4,-3820,277,22,73,68819,2688
201307,75.4,서울전체,76.9,80.329,23,-3754,277,22,73,68819,2550
201308,75.2,서울전체,77.7,86.418,29.8,-1686,277,22,74,68819,3939
201309,75.1,서울전체,78.8,93.211,27.2,-2494,277,22,74,68819,4304
201310,75.2,서울전체,79.9,97.691,24.6,-3702,277,22,74,68819,3781
201311,75.2,서울전체,80.8,100.63,21.1,-4889,277,22,75,68819,3541
201312,75.2,서울전체,81.5,104.56,24.1,-7110,277,22,75,68819,3130
201301,76.3,서울전체,75,85.949,28.9,138,277,22,71,68819,3364
201401,75.2,서울전체,82.1,76.56,26.9,-240,278,22,75,64823,2878
201402,75.3,서울전체,82.8,81.188,24.6,2061,278,22,76,64823,2707
201403,75.5,서울전체,83.4,87.901,27.5,-806,278,22,77,64823,2232
201404,75.6,서울전체,83.7,94.292,27.2,-3228,278,22,77,64823,2173
201405,75.6,서울전체,83.7,98.538,22.9,-2582,279,23,77,64823,2230
201406,75.5,서울전체,83.8,100.76,20.2,-3372,279,23,78,64823,2592
201407,75.5,서울전체,83.9,104.77,23,-2839,279,23,78,64823,2484
201408,75.5,서울전체,84.1,77.987,27.4,-883,279,23,80,64823,2356
201409,75.7,서울전체,84.4,82.436,24,-2175,279,23,82,64823,1792
201410,76,서울전체,84.8,88.974,29.8,-4116,279,24,83,64823,1719
201411,76,서울전체,85.1,95.744,26.5,-4048,279,24,83,64823,1520
201412,76,서울전체,85.4,99.133,22.5,-6522,279,24,84,64823,1354
201501,76.1,서울전체,85.8,102.77,22.7,830,279,24,85,64193,1495
201502,76.3,서울전체,86.3,105.31,24.4,1138,279,24,85,64193,1238
201503,76.6,서울전체,87.2,78.221,25.5,-2139,282,24,85,64193,1064
201504,77,서울전체,88.2,84.076,30.2,-5106,282,24,86,64193,987
201505,77.3,서울전체,88.8,89.965,28.6,-5275,282,25,86,64193,976
201506,77.7,서울전체,89.6,96.185,25.7,-6663,282,25,86,64193,638
201507,78.1,서울전체,90.3,99.47,21.2,-5237,282,25,87,64193,482
201508,78.5,서울전체,90.9,103.28,22,-4574,282,25,88,64193,317
201509,79.1,서울전체,91.8,74.728,24.8,-5309,282,25,89,64193,251
201510,79.5,서울전체,92.4,79.626,23.6,-6870,282,25,91,64193,264
201511,80,서울전체,93.1,86.106,32.8,-5697,282,25,91,64193,241
201512,80.3,서울전체,93.6,92.039,29.1,-9166,282,25,92,64193,494
201601,80.4,서울전체,93.9,97.069,25.6,-1006,282,25,93,57643,737
201602,80.5,서울전체,94.3,100.36,21.3,176,282,25,94,57643,884
201603,80.5,서울전체,94.5,103.57,22.3,-1640,282,26,94,57643,788
201604,80.6,서울전체,94.7,76.233,25.1,-4207,282,26,95,57643,651
201605,80.9,서울전체,95,79.861,21,-4986,282,26,96,57643,507
201606,81.2,서울전체,95.2,87.355,28.7,-5271,282,26,96,57643,409
201607,81.6,서울전체,95.5,93.842,27.3,-4959,282,26,96,57643,426
201608,82.1,서울전체,95.6,97.429,22.6,-4464,282,26,97,57643,372
201609,82.4,서울전체,95.8,100.71,21,-4145,282,26,98,57643,327
201610,83,서울전체,96.1,104.15,21.7,-5109,282,26,98,57643,283
201611,83.6,서울전체,96.4,77.362,26.7,-6441,282,26,100,57643,268
201612,83.7,서울전체,96.5,81.656,25.7,-7919,282,26,102,57643,274
201701,83.7,서울전체,96.6,88.214,31.3,502,282,26,103,53776,205
201702,83.7,서울전체,96.6,95.086,28.1,3125,282,26,106,53776,187
201703,83.8,서울전체,96.6,98.881,25.7,450,282,26,106,53776,200
201704,83.9,서울전체,96.7,101.72,21.8,-2245,282,26,108,53776,157
201705,84.1,서울전체,96.8,104.54,21.9,-1897,282,27,109,53776,119
201706,84.8,서울전체,97.1,78.065,27.1,-1559,282,27,111,53776,64
201707,85.5,서울전체,97.5,82.593,28.3,-2494,282,27,113,53776,41
201708,86.4,서울전체,97.8,89.515,30.3,-1813,282,27,116,53776,39
201709,86.6,서울전체,98,95.59,29.3,-5052,292,27,116,53776,75
201710,87,서울전체,98.1,98.727,24.5,-4242,292,27,116,53776,56
201711,87.5,서울전체,98.3,103.07,22.3,-6160,292,27,117,53776,68
201712,88.1,서울전체,98.5,104.91,24.2,-6941,292,27,117,53776,45
201801,89.1,서울전체,98.7,78.846,29.5,-26,292,27,117,52005,45
201802,89.9,서울전체,98.8,85.013,29.2,773,292,27,119,52005,48
201803,91.1,서울전체,98.9,91.227,29.9,-114,292,27,120,52005,48
201804,91.8,서울전체,98.9,96.907,29.5,-2938,292,27,120,52005,47
201805,92.2,서울전체,98.8,99.82,26,-4037,292,27,120,52005,47
201806,92.5,서울전체,98.8,103.78,24.2,-2413,292,27,122,52005,47
201807,93,서울전체,98.8,75.775,25.7,-2407,292,27,122,52005,42
201808,94.1,서울전체,99,79.704,29.7,-802,292,27,124,52005,39
201809,97.7,서울전체,99.6,86.028,29.3,-1713,292,27,125,52005,29
201810,99.5,서울전체,100.1,92.94,29.5,-2936,292,27,127,52005,28
201811,99.9,서울전체,100.2,97.114,28.6,-3522,292,27,131,52005,28
201812,100,서울전체,100.1,100.18,23.9,-3083,298,27,133,52005,27
201901,100,서울전체,100,104.31,23.3,3096,298,27,133,52005,27
201902,99.9,서울전체,99.7,76.887,26.2,6481,298,27,134,52005,50
201903,99.7,서울전체,99.4,80.251,27.1,3072,298,27,134,52005,770
201904,99.6,서울전체,99.2,87.589,27.2,-380,298,27,134,52005,292
201905,99.5,서울전체,99.1,94.382,31.9,-944,298,27,134,52005,178
201906,99.5,서울전체,99,98.114,27.6,-1731,298,27,136,52005,123
201907,99.8,서울전체,99.1,100.92,23.4,-1445,298,27,136,52005,190
201908,100.2,서울전체,99.2,105.7,24.8,-839,298,27,140,52005,205
200701,80.2,서초구,57,98.845,22.8,217,11,1,2,2910,-
200702,80.1,서초구,57.6,103,22.8,109,11,1,2,2910,-
200703,80,서초구,58,105.17,26.7,-133,11,1,2,2910,-
200704,79.9,서초구,58,78.456,25.3,-223,11,1,2,2910,-
200705,79.7,서초구,57.7,84.466,28.9,-410,11,1,2,2910,-
200706,79.6,서초구,57.6,90.416,26.9,-202,11,1,2,2910,-
200707,79.5,서초구,57.5,96.384,24.7,68,11,1,2,2910,4
200708,79.5,서초구,57.3,99.63,21.9,20,11,1,2,2910,-
200709,79.5,서초구,57.3,103.89,22.5,-290,11,1,2,2910,-
200710,79.4,서초구,57.3,75.055,27.1,-120,11,1,2,2910,-
200711,79.2,서초구,57.2,79.471,25.8,-259,11,1,2,2910,22
200712,79.2,서초구,57.1,86.184,28.6,-279,11,1,2,2910,-
200802,79.3,서초구,57.3,96.925,24.7,266,11,1,2,2729,-
200803,79.3,서초구,57.5,100.33,22.3,-207,11,1,2,2729,-
200804,79.4,서초구,57.8,104.32,24.1,-220,11,1,2,2729,-
200805,79.4,서초구,57.7,76.821,23.8,-63,11,1,2,2729,-
200806,79.3,서초구,57.7,80.094,21.8,-190,11,1,2,2729,83
200807,79.1,서초구,57.6,87.589,31,-21,11,1,2,2729,81
200808,79,서초구,57.5,94.473,28.1,94,11,1,2,2729,73
200809,78.8,서초구,57.3,97.574,23.6,-154,11,1,2,2729,70
200810,78.1,서초구,56.4,100.88,22.4,-172,11,1,2,2729,58
200811,76.6,서초구,54.9,105.04,25,-28,11,1,2,2729,169
200812,74.5,서초구,52.1,77.675,28.4,-45,11,1,2,2729,162
200801,79.3,서초구,57.2,92.58,29.5,110,11,1,2,2729,-
200902,72.7,서초구,51,88.057,31.1,1368,11,1,2,3040,162
200903,72.7,서초구,51.8,95.482,28,543,11,1,3,3040,157
200904,73.7,서초구,52.6,98.782,22.3,243,11,1,3,3040,269
200905,74,서초구,53.1,101.86,22.2,483,11,1,3,3040,149
200906,74.4,서초구,53.5,105.07,25.3,499,11,1,3,3040,94
200907,75.9,서초구,54.4,78.221,26.4,1117,14,1,4,3040,79
200908,76.7,서초구,55,82.827,26.8,1230,14,1,4,3040,78
200909,78.2,서초구,56.5,89.875,29.7,695,14,1,4,3040,78
200910,78.5,서초구,57.5,96.158,25.5,428,14,1,4,3040,78
200911,78.8,서초구,58.9,98.845,21.6,-37,14,1,4,3040,78
200912,78.7,서초구,59.6,102.98,23.4,60,14,1,4,3040,78
200901,73.1,서초구,50.7,81.656,26.2,433,11,1,2,3040,162
201002,79.9,서초구,61.9,79.08,22.4,219,14,1,4,3004,78
201003,80,서초구,62.1,85.403,28.9,-108,14,1,4,3004,78
201004,80,서초구,62.2,91.227,27,43,14,1,4,3004,78
201005,79.7,서초구,62.1,97.177,23.1,22,14,1,5,3004,99
