"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0.317674384940513,0,0,0,0,0,0,0,0
0.317604784504543,0,0,0,0,0,0,0,0,0
0,0,0,-0.27618694302971,0,0,0,0,0,0
0,0,-0.275919972098461,0,0,0,0,0,0,0
0,0,0,0,0,-0.398931007353152,0,0,0,0
0,0,0,0,0,0,0,0.14975330086242,0.693001586932504,0
0,0,0,0,0,0.813816639409808,0,0,0,0
0,0,0,0,0,0,0.766962960864321,0,0,0
0,0,0,0,0,0.826824259978076,0,0,0,0
0,0,0,0,0,0,0,0,0.597684759771927,0
