"row","col","coeff"
1,3,0.60117531044946
2,5,0.49218064743796
2,56,0.201860177723172
3,6,0.712602854815768
4,7,0.704255024909404
5,2,0.708978419080853
6,3,0.730802918571605
7,4,0.724183898146442
8,26,0.293193759339438
8,29,0.41342342971212
9,10,0.286535197975708
9,12,0.359243513203241
9,30,0.0527919763113208
10,8,0.0501399668214045
10,9,0.44076333375458
10,31,0.206990230790877
11,59,0.225948102460878
11,68,0.488586468264985
12,3,0.0873002751823876
12,13,0.592392376932204
13,12,0.461588994121763
13,31,0.22913542723545
14,44,0.695039953137846
15,21,0.718925220618503
16,22,0.717214352082847
17,50,0.482253585842519
17,56,0.236190079080095
18,3,0.0630999359336686
18,51,0.632344933661611
19,52,0.689888921980859
20,14,0.278767039235745
20,41,0.40808295705105
21,15,0.703857525690215
22,16,0.701613764596637
23,26,0.659592402676161
23,71,0.0446794775629872
24,27,0.693619939216148
24,33,0.00910107673379637
25,28,0.700561984329381
26,8,0.250794166700621
26,23,0.401911218483712
26,77,0.0401329954461764
27,24,0.585830648605033
27,30,0.121337131381968
28,25,0.672051103236466
28,31,0.0227331946028538
29,8,0.458716948448789
29,68,0.249384762517032
30,27,0.279618204776562
30,69,0.40850156454258
31,28,0.213587020689456
31,70,0.475284542483019
32,41,0.66335808620315
32,77,0.04212488078875
33,42,0.716662743682056
34,43,0.716016697651997
35,17,0.502356232035932
35,20,0.200020443591572
36,18,0.110039847993655
36,21,0.579952818247976
37,19,0.36129848765493
37,22,0.339032842855933
38,47,0.0495813413396023
38,74,0.643111098472446
39,42,0.693667531814835
40,34,0.173968236545728
40,39,0.349341776846458
40,49,0.161097727674762
41,32,0.709544440285309
42,33,0.709225710807145
43,34,0.71317331984826
44,14,0.688494003254203
45,42,0.603896859111756
45,60,0.0936842800555568
46,43,0.530727340376574
46,61,0.16984721692287
47,5,0.688692607746834
48,39,0.596986868520952
48,49,0.090899757036211
49,40,0.351721531147566
49,48,0.339039337310673
50,17,0.582442241621923
50,62,0.109747383781549
51,18,0.707439717881988
52,19,0.694735108481124
53,41,0.71226739720775
54,42,0.722352289459352
55,43,0.716674357242169
56,2,0.293374669647121
56,17,0.0217180961975472
56,59,0.377867938711841
57,18,0.207849518166311
57,60,0.491591040500288
58,19,0.237314554181245
58,61,0.464619522067754
59,11,0.193698493527267
59,56,0.529406319521014
60,57,0.694776758220906
61,13,0.00881998745051151
61,58,0.687171758752876
62,44,0.692442603221395
63,42,0.452391517635617
63,60,0.246687011184918
64,43,0.417740899130367
64,61,0.27866669556949
65,29,0.237458205725921
65,67,0.425260643084603
66,57,0.189690770931236
66,67,0.468775331453248
66,69,0.0359376420293722
67,65,0.161668214127154
67,66,0.418328002321601
67,70,0.10300776467778
68,11,0.312810037740767
68,29,0.385625878864052
69,30,0.687254606071571
70,31,0.545377890207414
70,69,0.152487570066245
71,73,0.106237565848802
71,74,0.0167070661316562
71,77,0.568376105444998
72,71,0.00927433520089804
72,75,0.357759550894833
72,78,0.335365235328129
73,71,0.126631868007165
73,76,0.311594793213707
73,79,0.276977500058571
74,14,0.0521159096583327
74,38,0.585765682756091
74,71,0.0562003296715789
75,57,0.133234136132988
75,72,0.583430516190617
76,58,0.141088976566692
76,73,0.569727486016359
77,26,0.263065854971541
77,71,0.452530091343232
78,27,0.0214418394352052
78,72,0.682589878431375
79,28,0.11818414421851
79,73,0.586513624400496
