"row","col","coeff"
1,3,0.281185500604714
1,15,0.00546979150770382
1,45,0.025834291054999
1,51,0.0626463723461993
2,5,0.263952260563383
2,17,0.210432250674089
2,56,0.0188631024140716
3,6,0.340690174081712
3,18,0.125584172928532
3,57,0.0277703843054071
4,7,0.291924695099737
4,19,0.08654585852135
4,36,0.115173559619529
5,2,0.415814489388309
5,47,0.0697260825252455
6,3,0.402673127967071
6,39,0.0895951156328319
7,4,0.41600493089423
7,6,0.0417003131802344
7,40,0.0333899161814599
8,26,0.194279006692601
8,29,0.282865264338318
9,10,0.121675344089738
9,12,0.193896543113457
9,30,0.168422146194522
10,9,0.22203045825706
10,31,0.244496775210141
11,59,0.102763848220742
11,68,0.380606267040331
12,9,0.0402139680504299
12,13,0.175966067672672
12,30,0.102948005985519
12,60,0.117426284949988
12,69,0.0536406681555744
13,12,0.290893326225491
13,31,0.161211764097656
13,61,0.0194373564808131
13,70,0.0170182678457158
14,20,0.22677720721603
14,44,0.266398904983434
15,21,0.393546646247994
15,36,0.0323218912894834
15,45,0.0696229824449894
16,22,0.408129588617446
16,46,0.0858396901325213
17,2,0.385818076609418
17,50,0.0993391181692532
18,3,0.129986714490191
18,19,0.0590929275563902
18,51,0.305425080427073
19,4,0.118045498134804
19,18,0.0539694630963123
19,37,0.0732250538428186
19,52,0.246388150965583
19,58,0.000123523795018901
20,14,0.37300859401476
20,41,0.118397075622758
21,15,0.326468336814686
21,42,0.170471745422355
22,16,0.363850034797575
22,43,0.132003095014881
23,26,0.379138929330418
23,32,0.102884889964992
24,25,0.00554023920173458
24,27,0.354278230159576
24,33,0.129464846818355
25,28,0.359079151587732
25,34,0.128225613585313
26,8,0.102717051116132
26,23,0.377658468310867
27,24,0.396877196583246
27,30,0.0878640205105283
28,25,0.476165266111642
29,8,0.275300622108418
29,68,0.207404079496449
30,9,0.105551176403481
30,12,0.104540052303646
30,27,0.0802643210048226
30,69,0.194885136842022
31,10,0.053161969778901
31,13,0.125776827530852
31,28,0.0647904828206492
31,70,0.236227120774932
32,41,0.426336535444188
32,71,0.0449174002337089
32,77,0.0199892776780519
33,42,0.49419960846225
34,43,0.492549217793075
35,2,0.0741556441209621
35,44,0.0823063537000234
35,50,0.329230711710926
36,4,0.0874608735503138
36,15,0.17101381890141
36,18,0.0376149296525169
36,45,0.0248435212199025
36,51,0.17505989694537
37,16,0.0990047473091403
37,19,0.19011576881221
37,46,0.0974659720773323
37,52,0.107283009380601
38,40,0.114993222087204
38,47,0.0137879103006324
38,62,0.213947317949343
38,74,0.149123539246732
39,6,0.069771995493897
39,42,0.286856857238858
39,48,0.0436786414718116
39,51,0.0960616069160008
39,63,0.000286764072684454
40,22,0.0345900742776791
40,39,0.165623389448366
40,43,0.0657670406462997
40,49,0.0323369073857066
40,52,0.0506113107094995
40,64,0.146309667562537
41,32,0.269115693518145
41,53,0.165181627869651
41,74,0.0617434107248612
42,33,0.344887383330443
42,39,0.0662549529481088
42,54,0.0864505561480624
43,34,0.346228401338351
43,42,0.00250762081787863
43,55,0.147833064617589
44,14,0.323578716394324
44,62,0.168751895225951
45,15,0.214080403896269
45,36,0.105292012931995
45,63,0.174115036149353
46,16,0.239235314033104
46,37,0.0450262328715374
46,64,0.207951080582931
47,5,0.343044559239982
47,38,0.130642329452715
48,6,0.067650724165362
48,39,0.328521796364968
48,49,0.0859946947913717
49,7,0.064001274224825
49,40,0.261656122977093
49,48,0.155161928249069
50,17,0.0024219111159809
50,35,0.293762265338223
50,37,0.0969319877368913
50,38,0.0132022734646243
50,52,0.0590416964270449
50,62,0.0225918918249982
51,18,0.238017933342049
51,36,0.0711455170460966
51,39,0.121914103569947
51,52,0.0646468762535421
51,63,0.000545498764250256
52,19,0.147946553082932
52,37,0.129891610386848
52,51,0.159464396916802
52,64,0.0578721208199069
53,20,0.0080038873253985
53,41,0.473850231431599
54,42,0.488041794981917
55,43,0.487373877036672
56,2,0.276616856512598
56,59,0.200854228605462
57,3,0.099487417624356
57,18,0.169242039791046
57,60,0.221305383926296
58,4,0.051145688256349
58,19,0.180801396562911
58,61,0.254471651107003
59,11,0.121217065467439
59,56,0.358246823862063
60,12,0.148097704874312
60,57,0.319325838697608
60,66,0.0211270548819285
61,13,0.146333912729456
61,58,0.337253861159625
61,67,0.00222905868980301
62,38,0.184053085229481
62,44,0.306677337092888
63,39,0.185899508269188
63,45,0.296060112686385
63,64,0.0106408503247464
64,40,0.195580161535433
64,46,0.295687778968695
65,11,0.337876505123687
65,67,0.0863819732611681
66,60,0.245274462033963
66,67,0.234863841395202
66,69,0.00320295051490278
67,61,0.101059230459936
67,65,0.0300418285102407
67,66,0.294636001032067
67,70,0.046390135891611
68,11,0.317937203007174
68,29,0.160201723393959
69,12,0.204470590759761
69,30,0.272827681552644
70,13,0.157825248066077
70,31,0.238571057163813
70,69,0.0827149404018069
71,32,0.410927010906883
71,77,0.0547086686418778
72,73,0.0426597013785497
72,75,0.176966990186819
72,78,0.265540643990729
73,71,0.0509246711035986
73,72,0.0146472870969314
73,76,0.1663526637554
73,79,0.253865727639298
74,38,0.239765832422594
74,41,0.251769469312604
75,39,0.157760943270992
75,48,0.00294024135932445
75,63,0.0914762503049257
75,72,0.229351207215731
76,21,0.0514786042777531
76,40,0.184639341868731
76,42,0.000261472870707683
76,64,0.0926778251028148
76,73,0.151900154011213
77,26,0.166150708569615
77,71,0.304524142792095
78,27,0.0256266527392831
78,72,0.446415796362158
79,28,0.0688334338359229
79,73,0.400640155973792
