"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
0,0.00360680587309207,0,-0.181204570265638,-0.28270218848448,0.113346585213903,0,0,0,-0.0110780990336319,0,-0.359234338849043,-0.0687984199578561,-0.0116821470057195,-0.202053748971704,-0.124923187140631,-0.0997057331717312,-0.301964331423021,-0.110726774107422,0,-0.0807719309650638,-0.0140838731957444,0.0983622011927876,-0.312845805685718,0
0,0,-0.0411253449593076,-0.114784560622981,-0.102278592831566,0,0.411146158195018,0,-0.234879371762238,-0.0628331764459953,-0.241708316538008,0,-1.51172874523192e-05,0,-0.0542472325344434,-0.463428811196826,0,0.0809815092625332,0,0,-0.000827409724049953,0,-0.0618084619965757,-0.372331964907492,0
-0.533438052092572,-0.136177737139223,0,-0.0232737794408792,0,-0.252613239621789,-0.737798183619168,-0.0529757188593321,0,-0.311684840061211,-0.114144033692106,-0.190368818367399,0,0.32752867181461,-0.142259489796083,-0.11584744028939,-0.0475151156524547,0,-0.135720090677578,0.238887103288896,0,-0.453050424262593,-0.54221167296056,0.0342181041104837,0
0.0814580271583346,-0.0278129459830164,0,-0.334087163880658,-0.339865812732788,-0.259434683431489,-0.207482057771551,-0.0225218784358001,-0.350642568054124,0,0,0,0.211331295965855,0,-0.145357137715298,-0.00545880628372177,0,-0.221466348599075,-0.0231470797708194,0,0,0.043307345146983,-0.037620178025916,-0.112944663503754,0
-0.113196040650373,-0.17306163838485,-0.14343278776832,-0.132898575681604,-0.495699983173184,0.0225804812756319,0,-0.456958002741927,-0.468977029494543,-0.0687786216216088,-0.541144464567407,-0.339857847109088,-0.288686825880245,-0.460926917383297,0,-0.422258747928695,-0.30995358135469,-0.161366862056454,-0.40730965660793,0,0,0,0,-0.485470156502776,-0.370150145055004
-0.0396647571539868,-0.0524274039426882,0.0528187827998923,0,-0.121451640889818,0.339630497826847,0.360590042118625,0,0,-0.108140510580828,-0.0740642769848176,-0.635812535783847,-0.000734447401741474,0,-0.0526765249354616,0,0,0.265231908772755,-0.0596813961414216,0,-0.000169177616370919,0,0,-0.226481012657484,-0.0312862093344735
0,-0.0497748329541863,0.128056455970345,-0.177139445782995,0,-0.754739670249355,0.0784551968137928,-0.378367851018981,-0.724920783945318,0.385139430038108,-0.0820980098040901,0,-0.0181357634563819,-0.0907244174258422,-0.129201847311398,0,0,0,-0.14640296889863,-0.307677806827516,-0.183166339899255,0,-0.0536387022668293,-0.324710086805158,-0.230072119615935
0,-0.041619632679181,-0.204066637598953,-0.105704243682065,-0.444184041710444,0.236105714691827,-0.420441349622439,-0.182369591869368,-0.106597091660443,-0.203330492895454,-0.712367041098738,0.133625331772847,0,-0.350480775090015,-0.119255866399789,0.274901826751165,0,0,-0.215438573242649,0,-0.421583374253363,-0.172283468272645,-0.0313359725038813,0,-0.00163483577547759
0,-0.374354715296963,-0.257243990108713,0.0506323666718914,0,0,0,0,0,-0.834126008649804,-0.273378655420466,0.0141327625809208,-0.264328285002287,-0.222241589662314,-0.276356916375063,-0.321188048007061,-0.179286663937393,-0.233640287039434,0,-0.198658100229796,-0.336682129552903,0,-0.163908755039868,-0.182707600857179,-0.0866354269971409
-0.086858023813256,-0.103415156639289,0.152051776160884,0,0,0,0.251062085709048,-0.426777385977447,0.320508880162451,-0.387590036289766,0,0.032781310559746,0.0668307927396211,-0.0162525494253596,0,0,-0.167614319542532,0,-0.071897725082783,0,-0.0852270059486336,0,-0.291380738255652,0,0
0,-0.233277024956483,-0.568107811774789,-0.0936166425669425,-0.0594205752416143,0.0159277071600016,0.139195387782042,-0.226012750538941,-0.245877414695714,0,-0.0641886182590035,0,-0.0747379986707346,0,0,0,-0.110370057393062,-0.278639332838248,-0.21495719837483,-0.0704308032823619,0,0,0.0820083299624122,0.185900443206432,0
-0.580850700812354,-0.186012219431138,0.0124391524886224,-0.207965893049125,0.0859176813952637,-0.395516393710936,-1.27135410479924,0,0,-0.115615139638598,-0.0556031788722731,0,-0.43143094959764,0,-0.0470452884183528,-0.0600579031397072,-0.047606466801701,-0.372478371124428,0.0163231373809857,0,0,0,-0.565500833016052,0.495914371998433,-0.33583959561422
-0.269144042677296,-0.185011798159213,0,0,0,-0.589933918704992,-0.372086810571666,0,0,-0.468839110997094,0.176287886881858,-0.31222706449707,-0.395387718560857,-0.0726624340676574,0,0,-0.188245365814816,-0.0450191734454715,-0.0781445971399266,-0.548112594129704,0.107870385738901,-0.416731790036234,0,0.0755206665928781,0
0.0775360489100742,-0.0908252140367831,-0.143091225669455,-0.167318583215077,-0.209265547518498,0,0.0603161167653056,0.341961982942732,-0.0144299775984799,0,-0.120562741202093,-0.272277057072807,-0.0213391963901754,-0.00731962510966234,-0.0355030511585843,-0.149499148374777,-0.0325746713848802,0,0,0,0.227648709278123,0.127193001340939,0.0243565335617141,0,-0.281215560490652
-0.0432450482269675,-0.2274978474354,-0.160008153499612,-0.325224020293302,0.278933603141804,0,-0.122124456369311,0.425915744804883,-0.0274112277155297,0.119500521709775,0.0820255492198452,0,0,0,-0.221399548481384,-0.291365922874348,-0.205649378584621,-0.0204537817935892,-0.0743791578249276,-0.155774296853276,0.145599623463392,-0.271875711747424,0,-0.588609888928885,0
